frame,time,actual_video_time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y,face_2_tl_x,face_2_tl_y,face_2_br_x,face_2_br_y,face_3_tl_x,face_3_tl_y,face_3_br_x,face_3_br_y
23502,13:00.000,13:00.012,1,591.0,431.0,711.0,590.0,,,,,,,,,,,,
23519,13:00.500,13:00.520,1,588.0,435.0,709.0,592.0,,,,,,,,,,,,
23535,13:01.000,13:01.003,1,587.0,403.0,706.0,560.0,,,,,,,,,,,,
23552,13:01.500,13:01.512,1,547.0,404.0,669.0,565.0,,,,,,,,,,,,
23569,13:02.000,13:02.020,1,549.0,403.0,671.0,567.0,,,,,,,,,,,,
23585,13:02.500,13:02.503,1,542.0,404.0,664.0,567.0,,,,,,,,,,,,
23602,13:03.000,13:03.013,1,532.0,406.0,655.0,567.0,,,,,,,,,,,,
23619,13:03.500,13:03.522,1,522.0,399.0,650.0,566.0,,,,,,,,,,,,
23635,13:04.000,13:04.005,1,534.0,389.0,660.0,558.0,,,,,,,,,,,,
23652,13:04.500,13:04.513,1,584.0,370.0,700.0,528.0,,,,,,,,,,,,
23669,13:05.000,13:05.022,1,663.0,334.0,773.0,486.0,,,,,,,,,,,,
23685,13:05.500,13:05.505,1,566.0,173.0,690.0,343.0,,,,,,,,,,,,
23702,13:06.000,13:06.013,0,,,,,,,,,,,,,,,,
23719,13:06.500,13:06.522,0,,,,,,,,,,,,,,,,
23736,13:07.000,13:07.032,0,,,,,,,,,,,,,,,,
23752,13:07.500,13:07.515,0,,,,,,,,,,,,,,,,
23769,13:08.000,13:08.023,0,,,,,,,,,,,,,,,,
23786,13:08.500,13:08.532,0,,,,,,,,,,,,,,,,
23802,13:09.000,13:09.007,0,,,,,,,,,,,,,,,,
23819,13:09.500,13:09.523,0,,,,,,,,,,,,,,,,
23836,13:10.000,13:10.032,0,,,,,,,,,,,,,,,,
23852,13:10.500,13:10.507,1,-31.0,864.0,104.0,1040.0,,,,,,,,,,,,
23869,13:11.000,13:11.025,1,-40.0,840.0,90.0,1016.0,,,,,,,,,,,,
23885,13:11.500,13:11.500,0,,,,,,,,,,,,,,,,
23902,13:12.000,13:12.008,0,,,,,,,,,,,,,,,,
23919,13:12.500,13:12.517,0,,,,,,,,,,,,,,,,
23935,13:13.000,13:13.000,0,,,,,,,,,,,,,,,,
23952,13:13.500,13:13.508,0,,,,,,,,,,,,,,,,
23969,13:14.000,13:14.017,0,,,,,,,,,,,,,,,,
23985,13:14.500,13:14.500,0,,,,,,,,,,,,,,,,
24002,13:15.000,13:15.008,1,52.0,710.0,201.0,880.0,,,,,,,,,,,,
24019,13:15.500,13:15.518,1,189.0,695.0,326.0,857.0,,,,,,,,,,,,
24035,13:16.000,13:16.002,1,453.0,744.0,568.0,889.0,,,,,,,,,,,,
24052,13:16.500,13:16.510,1,550.0,783.0,662.0,933.0,,,,,,,,,,,,
24069,13:17.000,13:17.018,1,367.0,760.0,490.0,910.0,,,,,,,,,,,,
24085,13:17.500,13:17.502,1,315.0,741.0,444.0,901.0,,,,,,,,,,,,
24102,13:18.000,13:18.010,1,236.0,754.0,368.0,913.0,,,,,,,,,,,,
24119,13:18.500,13:18.518,1,183.0,783.0,318.0,946.0,,,,,,,,,,,,
24135,13:19.000,13:19.002,1,213.0,751.0,352.0,921.0,,,,,,,,,,,,
24152,13:19.500,13:19.512,1,602.0,738.0,712.0,895.0,,,,,,,,,,,,
24169,13:20.000,13:20.020,1,651.0,761.0,758.0,916.0,,,,,,,,,,,,
24185,13:20.500,13:20.503,1,518.0,722.0,633.0,877.0,,,,,,,,,,,,
