frame,time,actual_video_time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y
14428,08:03.000,08:03.027,1,834.0,817.0,943.0,950.0,,,,
14443,08:03.500,08:03.527,1,835.0,815.0,941.0,945.0,,,,
14458,08:04.000,08:04.027,1,836.0,817.0,945.0,948.0,,,,
14473,08:04.500,08:04.527,1,842.0,813.0,947.0,941.0,,,,
14488,08:05.000,08:05.027,1,849.0,830.0,955.0,957.0,,,,
14503,08:05.500,08:05.527,1,844.0,830.0,949.0,955.0,,,,
14518,08:06.000,08:06.027,1,839.0,828.0,945.0,953.0,,,,
14533,08:06.500,08:06.527,1,834.0,828.0,940.0,955.0,,,,
14548,08:07.000,08:07.028,1,833.0,830.0,940.0,960.0,,,,
14564,08:07.500,08:07.528,1,832.0,831.0,939.0,960.0,,,,
14579,08:08.000,08:08.028,1,830.0,830.0,937.0,963.0,,,,
14594,08:08.500,08:08.528,1,830.0,834.0,933.0,957.0,,,,
14609,08:09.000,08:09.028,1,832.0,836.0,939.0,959.0,,,,
14624,08:09.500,08:09.528,1,830.0,837.0,939.0,962.0,,,,
14639,08:10.000,08:10.028,1,833.0,839.0,938.0,964.0,,,,
14654,08:10.500,08:10.528,1,868.0,838.0,972.0,967.0,,,,
14669,08:11.000,08:11.030,1,854.0,799.0,956.0,925.0,,,,
14684,08:11.500,08:11.530,1,856.0,801.0,960.0,928.0,,,,
14699,08:12.000,08:12.030,1,859.0,792.0,964.0,920.0,,,,
14714,08:12.500,08:12.530,1,856.0,800.0,961.0,929.0,,,,
14729,08:13.000,08:13.030,1,859.0,804.0,965.0,932.0,,,,
14744,08:13.500,08:13.530,1,854.0,814.0,957.0,940.0,,,,
14759,08:14.000,08:14.030,1,847.0,818.0,950.0,943.0,,,,
14774,08:14.500,08:14.530,1,841.0,846.0,946.0,976.0,,,,
14789,08:15.000,08:15.032,1,840.0,826.0,943.0,954.0,,,,
14804,08:15.500,08:15.532,1,851.0,809.0,955.0,932.0,,,,
14819,08:16.000,08:16.023,1,850.0,808.0,954.0,935.0,,,,
14834,08:16.500,08:16.523,1,854.0,804.0,961.0,929.0,,,,
14849,08:17.000,08:17.023,1,870.0,804.0,970.0,926.0,,,,
14864,08:17.500,08:17.523,1,862.0,805.0,969.0,933.0,,,,
14879,08:18.000,08:18.023,1,857.0,810.0,962.0,936.0,,,,
14894,08:18.500,08:18.523,1,854.0,813.0,956.0,939.0,,,,
14909,08:19.000,08:19.025,1,914.0,804.0,1015.0,930.0,,,,
14924,08:19.500,08:19.525,1,1005.0,796.0,1107.0,922.0,,,,
14939,08:20.000,08:20.025,1,982.0,798.0,1083.0,924.0,,,,
14954,08:20.500,08:20.525,1,979.0,795.0,1080.0,921.0,,,,
14969,08:21.000,08:21.025,1,980.0,776.0,1083.0,906.0,,,,
14984,08:21.500,08:21.525,1,977.0,776.0,1081.0,905.0,,,,
14999,08:22.000,08:22.025,1,976.0,779.0,1080.0,904.0,,,,
15014,08:22.500,08:22.525,1,973.0,772.0,1074.0,898.0,,,,
15029,08:23.000,08:23.027,1,978.0,769.0,1080.0,898.0,,,,
15044,08:23.500,08:23.527,1,975.0,767.0,1076.0,896.0,,,,
15059,08:24.000,08:24.027,1,979.0,765.0,1081.0,893.0,,,,
15074,08:24.500,08:24.527,1,978.0,767.0,1082.0,896.0,,,,
15089,08:25.000,08:25.027,1,978.0,770.0,1082.0,900.0,,,,
15104,08:25.500,08:25.527,1,977.0,777.0,1078.0,906.0,,,,
15119,08:26.000,08:26.027,1,980.0,782.0,1083.0,912.0,,,,
