frame,time,actual_video_time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y
4716,02:10.000,02:10.013,1,830.0,897.0,939.0,1038.0,,,,
4731,02:10.500,02:10.513,1,827.0,903.0,938.0,1045.0,,,,
4746,02:11.000,02:11.013,1,830.0,899.0,938.0,1042.0,,,,
4761,02:11.500,02:11.513,1,834.0,892.0,944.0,1032.0,,,,
4776,02:12.000,02:12.013,1,831.0,893.0,940.0,1032.0,,,,
4791,02:12.500,02:12.513,1,831.0,889.0,941.0,1031.0,,,,
4806,02:13.000,02:13.013,1,830.0,886.0,941.0,1029.0,,,,
4821,02:13.500,02:13.515,1,834.0,875.0,944.0,1018.0,,,,
4836,02:14.000,02:14.015,1,834.0,881.0,946.0,1027.0,,,,
4851,02:14.500,02:14.507,1,835.0,891.0,945.0,1034.0,,,,
4866,02:15.000,02:15.007,1,814.0,890.0,922.0,1030.0,,,,
4881,02:15.500,02:15.507,1,816.0,886.0,924.0,1027.0,,,,
4896,02:16.000,02:16.007,1,820.0,887.0,932.0,1029.0,,,,
4911,02:16.500,02:16.507,1,823.0,882.0,933.0,1025.0,,,,
4926,02:17.000,02:17.007,1,823.0,875.0,935.0,1018.0,,,,
4941,02:17.500,02:17.508,1,820.0,871.0,933.0,1017.0,,,,
4956,02:18.000,02:18.008,1,825.0,877.0,936.0,1021.0,,,,
4971,02:18.500,02:18.508,1,827.0,878.0,938.0,1022.0,,,,
4986,02:19.000,02:19.008,1,823.0,873.0,935.0,1018.0,,,,
5001,02:19.500,02:19.508,1,819.0,874.0,931.0,1019.0,,,,
5016,02:20.000,02:20.008,1,820.0,871.0,932.0,1014.0,,,,
5031,02:20.500,02:20.508,1,819.0,823.0,929.0,966.0,,,,
5046,02:21.000,02:21.008,1,819.0,820.0,929.0,962.0,,,,
5061,02:21.500,02:21.510,1,818.0,846.0,929.0,987.0,,,,
5076,02:22.000,02:22.010,1,819.0,853.0,928.0,996.0,,,,
5091,02:22.500,02:22.510,1,816.0,852.0,928.0,995.0,,,,
5106,02:23.000,02:23.010,1,814.0,848.0,924.0,991.0,,,,
5121,02:23.500,02:23.510,1,813.0,847.0,924.0,990.0,,,,
5136,02:24.000,02:24.010,1,812.0,848.0,923.0,991.0,,,,
5151,02:24.500,02:24.510,1,810.0,847.0,921.0,991.0,,,,
5166,02:25.000,02:25.010,1,811.0,852.0,922.0,996.0,,,,
5181,02:25.500,02:25.512,1,811.0,853.0,921.0,996.0,,,,
5196,02:26.000,02:26.012,1,812.0,856.0,923.0,998.0,,,,
5211,02:26.500,02:26.512,2,812.0,851.0,921.0,994.0,1619.0,922.0,1773.0,1061.0
5226,02:27.000,02:27.012,1,810.0,850.0,920.0,993.0,,,,
5241,02:27.500,02:27.512,1,811.0,851.0,921.0,994.0,,,,
5256,02:28.000,02:28.012,1,812.0,848.0,923.0,992.0,,,,
5271,02:28.500,02:28.512,1,821.0,840.0,932.0,983.0,,,,
5286,02:29.000,02:29.012,1,894.0,875.0,1003.0,1015.0,,,,
5301,02:29.500,02:29.513,1,906.0,888.0,1014.0,1029.0,,,,
5316,02:30.000,02:30.013,1,972.0,873.0,1079.0,1017.0,,,,
5331,02:30.500,02:30.513,1,1026.0,878.0,1133.0,1022.0,,,,
