frame,time,actual_video_time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y
15347,08:32.000,08:32.030,1,1557.0,829.0,1661.0,961.0,,,,
15360,08:32.500,08:32.530,1,1558.0,819.0,1660.0,950.0,,,,
15375,08:33.000,08:33.030,1,1573.0,817.0,1669.0,955.0,,,,
15390,08:33.500,08:33.530,1,1569.0,825.0,1667.0,972.0,,,,
15405,08:34.000,08:34.030,1,1574.0,829.0,1668.0,968.0,,,,
15418,08:34.500,08:34.530,1,1573.0,833.0,1647.0,964.0,,,,
15433,08:35.000,08:35.030,1,1563.0,838.0,1636.0,967.0,,,,
15448,08:35.500,08:35.532,1,1607.0,884.0,1714.0,1021.0,,,,
15463,08:36.000,08:36.032,1,1522.0,795.0,1624.0,928.0,,,,
15477,08:36.500,08:36.582,1,1532.0,851.0,1636.0,986.0,,,,
15491,08:37.000,08:37.032,1,1537.0,869.0,1640.0,1003.0,,,,
15506,08:37.500,08:37.532,1,1251.0,928.0,1346.0,1053.0,,,,
15521,08:38.000,08:38.032,2,1190.0,946.0,1285.0,1075.0,2247.0,703.0,2453.0,966.0
15536,08:38.500,08:38.532,1,1332.0,930.0,1430.0,1060.0,,,,
15551,08:39.000,08:39.032,1,1662.0,930.0,1771.0,1069.0,,,,
15564,08:39.500,08:39.500,1,1876.0,790.0,1994.0,933.0,,,,
15579,08:40.000,08:40.000,1,1918.0,819.0,2041.0,967.0,,,,
15594,08:40.500,08:40.500,1,2064.0,879.0,2201.0,1032.0,,,,
15608,08:41.000,08:41.000,1,2320.0,919.0,2439.0,1078.0,,,,
15623,08:41.500,08:41.500,0,,,,,,,,
15638,08:42.000,08:42.000,0,,,,,,,,
15653,08:42.500,08:42.500,0,,,,,,,,
15668,08:43.000,08:43.000,0,,,,,,,,
15683,08:43.500,08:43.502,0,,,,,,,,
15698,08:44.000,08:44.002,0,,,,,,,,
15713,08:44.500,08:44.502,0,,,,,,,,
15728,08:45.000,08:45.002,0,,,,,,,,
15743,08:45.500,08:45.502,0,,,,,,,,
15758,08:46.000,08:46.002,0,,,,,,,,
15773,08:46.500,08:46.502,0,,,,,,,,
15789,08:47.000,08:47.027,0,,,,,,,,
15804,08:47.500,08:47.578,0,,,,,,,,
15818,08:48.000,08:48.028,0,,,,,,,,
15833,08:48.500,08:48.528,0,,,,,,,,
15848,08:49.000,08:49.028,0,,,,,,,,
15863,08:49.500,08:49.528,0,,,,,,,,
15878,08:50.000,08:50.028,1,1746.0,854.0,1858.0,997.0,,,,
15893,08:50.500,08:50.528,1,1569.0,838.0,1670.0,971.0,,,,
15908,08:51.000,08:51.028,1,1461.0,804.0,1559.0,934.0,,,,
15921,08:51.500,08:51.530,2,1010.0,898.0,1103.0,1022.0,1974.0,677.0,2170.0,930.0
15936,08:52.000,08:52.030,2,1042.0,911.0,1137.0,1039.0,2017.0,677.0,2217.0,932.0
15951,08:52.500,08:52.530,2,1085.0,899.0,1178.0,1025.0,2057.0,656.0,2265.0,928.0
15966,08:53.000,08:53.030,2,1228.0,894.0,1316.0,1021.0,2256.0,664.0,2454.0,926.0
15979,08:53.500,08:53.530,1,1266.0,896.0,1355.0,1026.0,,,,
15994,08:54.000,08:54.030,2,1161.0,922.0,1250.0,1051.0,2164.0,682.0,2375.0,953.0
16009,08:54.500,08:54.530,2,1172.0,920.0,1263.0,1048.0,2189.0,686.0,2395.0,956.0
16024,08:55.000,08:55.030,2,1178.0,916.0,1271.0,1045.0,2199.0,686.0,2408.0,958.0
16039,08:55.500,08:55.532,2,1225.0,914.0,1318.0,1041.0,2275.0,683.0,2469.0,956.0
16054,08:56.000,08:56.032,1,1273.0,900.0,1367.0,1032.0,,,,
16069,08:56.500,08:56.532,1,1392.0,892.0,1487.0,1026.0,,,,
16084,08:57.000,08:57.032,1,1437.0,896.0,1531.0,1026.0,,,,
16097,08:57.500,08:57.557,1,1466.0,896.0,1561.0,1024.0,,,,
16112,08:58.000,08:58.032,1,1462.0,899.0,1559.0,1030.0,,,,
16127,08:58.500,08:58.532,1,1459.0,899.0,1555.0,1030.0,,,,
16142,08:59.000,08:59.032,1,1448.0,904.0,1544.0,1040.0,,,,
16156,08:59.500,08:59.500,1,1444.0,918.0,1540.0,1051.0,,,,
16171,09:00.000,09:00.000,1,1438.0,903.0,1537.0,1035.0,,,,
16186,09:00.500,09:00.500,1,1439.0,916.0,1536.0,1048.0,,,,
16201,09:01.000,09:01.000,1,1244.0,963.0,1338.0,1090.0,,,,
16216,09:01.500,09:01.500,1,1265.0,958.0,1358.0,1088.0,,,,
16231,09:02.000,09:02.000,1,1285.0,956.0,1377.0,1085.0,,,,
16246,09:02.500,09:02.500,1,1356.0,940.0,1450.0,1071.0,,,,
16261,09:03.000,09:03.000,1,1360.0,942.0,1456.0,1075.0,,,,
16276,09:03.500,09:03.502,1,1349.0,949.0,1444.0,1078.0,,,,
16291,09:04.000,09:04.002,1,1339.0,954.0,1433.0,1081.0,,,,
16306,09:04.500,09:04.502,1,1335.0,953.0,1430.0,1083.0,,,,
16321,09:05.000,09:05.002,1,1355.0,949.0,1449.0,1078.0,,,,
16336,09:05.500,09:05.502,1,1375.0,946.0,1471.0,1076.0,,,,
16351,09:06.000,09:06.002,1,1407.0,936.0,1502.0,1067.0,,,,
16367,09:06.500,09:06.527,1,1432.0,934.0,1529.0,1064.0,,,,
16382,09:07.000,09:07.027,1,1514.0,924.0,1613.0,1058.0,,,,
16397,09:07.500,09:07.528,1,1585.0,920.0,1688.0,1054.0,,,,
16412,09:08.000,09:08.028,1,1588.0,916.0,1692.0,1053.0,,,,
16427,09:08.500,09:08.528,1,1605.0,918.0,1707.0,1051.0,,,,
16442,09:09.000,09:09.028,1,1599.0,919.0,1700.0,1053.0,,,,
16457,09:09.500,09:09.528,1,1587.0,920.0,1689.0,1053.0,,,,
16472,09:10.000,09:10.028,1,1572.0,924.0,1673.0,1056.0,,,,
16487,09:10.500,09:10.528,1,1567.0,926.0,1667.0,1058.0,,,,
16502,09:11.000,09:11.028,1,1564.0,924.0,1664.0,1057.0,,,,
16517,09:11.500,09:11.530,1,1558.0,925.0,1659.0,1063.0,,,,
16532,09:12.000,09:12.030,1,1558.0,924.0,1659.0,1059.0,,,,
16547,09:12.500,09:12.530,1,1570.0,926.0,1671.0,1062.0,,,,
16562,09:13.000,09:13.030,1,1572.0,925.0,1674.0,1063.0,,,,
16577,09:13.500,09:13.530,1,1570.0,934.0,1673.0,1067.0,,,,
16592,09:14.000,09:14.030,1,1572.0,936.0,1675.0,1070.0,,,,
16607,09:14.500,09:14.530,1,1570.0,930.0,1673.0,1065.0,,,,
16622,09:15.000,09:15.030,1,1569.0,934.0,1673.0,1071.0,,,,
16637,09:15.500,09:15.532,1,1573.0,935.0,1676.0,1073.0,,,,
16652,09:16.000,09:16.032,1,1573.0,937.0,1675.0,1072.0,,,,
16667,09:16.500,09:16.532,1,1575.0,937.0,1679.0,1073.0,,,,
16682,09:17.000,09:17.032,1,1579.0,933.0,1683.0,1069.0,,,,
16697,09:17.500,09:17.532,1,1584.0,939.0,1687.0,1073.0,,,,
16712,09:18.000,09:18.032,1,1584.0,937.0,1687.0,1073.0,,,,
16727,09:18.500,09:18.532,1,1586.0,933.0,1688.0,1071.0,,,,
16742,09:19.000,09:19.032,1,1589.0,938.0,1691.0,1074.0,,,,
16757,09:19.500,09:19.533,1,1586.0,929.0,1689.0,1067.0,,,,
16771,09:20.000,09:20.000,1,1594.0,951.0,1699.0,1088.0,,,,
16786,09:20.500,09:20.500,1,1625.0,980.0,1730.0,1117.0,,,,
16801,09:21.000,09:21.000,1,1676.0,988.0,1783.0,1125.0,,,,
16816,09:21.500,09:21.500,1,1755.0,997.0,1867.0,1138.0,,,,
16831,09:22.000,09:22.000,1,1757.0,984.0,1869.0,1120.0,,,,
16846,09:22.500,09:22.500,1,1740.0,963.0,1851.0,1105.0,,,,
16861,09:23.000,09:23.000,1,1791.0,953.0,1904.0,1096.0,,,,
16876,09:23.500,09:23.502,1,1818.0,957.0,1935.0,1105.0,,,,
16891,09:24.000,09:24.002,1,1810.0,931.0,1925.0,1077.0,,,,
16906,09:24.500,09:24.502,1,1805.0,936.0,1921.0,1084.0,,,,
16921,09:25.000,09:25.002,1,1846.0,936.0,1964.0,1081.0,,,,
16936,09:25.500,09:25.502,1,1921.0,918.0,2043.0,1063.0,,,,
16952,09:26.000,09:26.027,1,1926.0,917.0,2048.0,1063.0,,,,
16967,09:26.500,09:26.527,1,1945.0,915.0,2068.0,1063.0,,,,
16982,09:27.000,09:27.027,1,1938.0,915.0,2060.0,1062.0,,,,
16997,09:27.500,09:27.528,1,1929.0,918.0,2052.0,1068.0,,,,
17012,09:28.000,09:28.028,1,1794.0,916.0,1909.0,1060.0,,,,
17027,09:28.500,09:28.528,1,1792.0,923.0,1906.0,1066.0,,,,
17042,09:29.000,09:29.028,1,1790.0,925.0,1904.0,1069.0,,,,
17057,09:29.500,09:29.528,1,1775.0,928.0,1888.0,1071.0,,,,
17072,09:30.000,09:30.028,1,1743.0,936.0,1857.0,1078.0,,,,
17087,09:30.500,09:30.528,1,1743.0,938.0,1852.0,1080.0,,,,
17102,09:31.000,09:31.028,1,1743.0,938.0,1852.0,1083.0,,,,
17117,09:31.500,09:31.528,1,1752.0,940.0,1862.0,1079.0,,,,
17132,09:32.000,09:32.030,1,1714.0,960.0,1822.0,1100.0,,,,
17147,09:32.500,09:32.530,1,1735.0,906.0,1846.0,1046.0,,,,
17162,09:33.000,09:33.030,1,1731.0,901.0,1841.0,1040.0,,,,
17177,09:33.500,09:33.530,1,1661.0,913.0,1769.0,1049.0,,,,
17192,09:34.000,09:34.030,1,1663.0,915.0,1770.0,1049.0,,,,
17207,09:34.500,09:34.530,1,1671.0,905.0,1775.0,1041.0,,,,
17222,09:35.000,09:35.030,1,1693.0,906.0,1798.0,1044.0,,,,
