frame,time,actual_video_time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y
9444,05:02.000,05:02.002,1,-20.0,575.0,103.0,727.0,,,,
9459,05:02.500,05:02.502,1,-16.0,570.0,106.0,723.0,,,,
9474,05:03.000,05:03.002,1,-15.0,571.0,106.0,723.0,,,,
9489,05:03.500,05:03.502,1,-22.0,573.0,98.0,724.0,,,,
9504,05:04.000,05:04.003,1,-21.0,553.0,102.0,707.0,,,,
9520,05:04.500,05:04.503,1,23.0,519.0,165.0,677.0,,,,
9535,05:05.000,05:05.003,0,,,,,,,,
9550,05:05.500,05:05.503,0,,,,,,,,
9565,05:06.000,05:06.003,0,,,,,,,,
9580,05:06.500,05:06.503,0,,,,,,,,
9595,05:07.000,05:07.003,0,,,,,,,,
9610,05:07.500,05:07.503,0,,,,,,,,
9625,05:08.000,05:08.005,0,,,,,,,,
9640,05:08.500,05:08.505,0,,,,,,,,
9655,05:09.000,05:09.005,0,,,,,,,,
9670,05:09.500,05:09.505,0,,,,,,,,
9685,05:10.000,05:10.005,0,,,,,,,,
9700,05:10.500,05:10.505,0,,,,,,,,
9715,05:11.000,05:11.005,0,,,,,,,,
9730,05:11.500,05:11.505,0,,,,,,,,
9745,05:12.000,05:12.007,0,,,,,,,,
9760,05:12.500,05:12.507,0,,,,,,,,
9776,05:13.000,05:13.032,0,,,,,,,,
9791,05:13.500,05:13.532,0,,,,,,,,
9806,05:14.000,05:14.032,0,,,,,,,,
9821,05:14.500,05:14.532,0,,,,,,,,
9836,05:15.000,05:15.032,0,,,,,,,,
9851,05:15.500,05:15.532,0,,,,,,,,
9865,05:16.000,05:16.000,0,,,,,,,,
9880,05:16.500,05:16.500,0,,,,,,,,
9895,05:17.000,05:17.000,0,,,,,,,,
9910,05:17.500,05:17.500,0,,,,,,,,
9925,05:18.000,05:18.000,0,,,,,,,,
9940,05:18.500,05:18.500,0,,,,,,,,
9955,05:19.000,05:19.000,0,,,,,,,,
9970,05:19.500,05:19.500,0,,,,,,,,
9985,05:20.000,05:20.002,0,,,,,,,,
10000,05:20.500,05:20.502,1,436.0,585.0,556.0,725.0,,,,
10015,05:21.000,05:21.002,1,349.0,576.0,476.0,719.0,,,,
10031,05:21.500,05:21.502,1,166.0,534.0,306.0,691.0,,,,
10046,05:22.000,05:22.002,0,,,,,,,,
10061,05:22.500,05:22.502,0,,,,,,,,
