frame,time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y
10442,05:37.993,0,,,,
10457,05:38.479,0,,,,
10472,05:38.964,0,,,,
10487,05:39.450,0,,,,
10502,05:39.935,0,,,,
10517,05:40.421,0,,,,
10532,05:40.906,0,,,,
10547,05:41.392,0,,,,
10562,05:41.877,0,,,,
10577,05:42.363,0,,,,
10592,05:42.848,0,,,,
10607,05:43.334,0,,,,
10622,05:43.819,0,,,,
10637,05:44.305,0,,,,
10652,05:44.790,0,,,,
10667,05:45.276,0,,,,
10682,05:45.762,0,,,,
10697,05:46.247,0,,,,
10712,05:46.733,0,,,,
10727,05:47.218,0,,,,
10742,05:47.704,0,,,,
10757,05:48.189,1,1941.0,647.0,2118.0,857.0
10772,05:48.675,1,1644.0,700.0,1802.0,889.0
10787,05:49.160,0,,,,
10802,05:49.646,0,,,,
10817,05:50.131,0,,,,
10832,05:50.617,0,,,,
10847,05:51.102,0,,,,
10862,05:51.588,0,,,,
10877,05:52.073,0,,,,
10892,05:52.559,0,,,,
10907,05:53.044,0,,,,
10922,05:53.530,0,,,,
10937,05:54.016,0,,,,
10952,05:54.501,0,,,,
10967,05:54.987,0,,,,
10982,05:55.472,0,,,,
10997,05:55.958,0,,,,
11012,05:56.443,0,,,,
11027,05:56.929,0,,,,
11042,05:57.414,0,,,,
11057,05:57.900,0,,,,
11072,05:58.385,0,,,,
11087,05:58.871,0,,,,
11102,05:59.356,0,,,,
11117,05:59.842,0,,,,
11132,06:00.327,0,,,,
11147,06:00.813,0,,,,
11162,06:01.298,0,,,,
11177,06:01.784,0,,,,
11192,06:02.270,0,,,,
11207,06:02.755,0,,,,
11222,06:03.241,0,,,,
11237,06:03.726,0,,,,
11252,06:04.212,0,,,,
11267,06:04.697,0,,,,
11282,06:05.183,0,,,,
11297,06:05.668,0,,,,
11312,06:06.154,0,,,,
11327,06:06.639,0,,,,
11342,06:07.125,0,,,,
11357,06:07.610,0,,,,
11372,06:08.096,0,,,,
11387,06:08.581,0,,,,
11402,06:09.067,0,,,,
11417,06:09.552,1,2262.0,743.0,2446.0,970.0
11432,06:10.038,0,,,,
11447,06:10.524,1,1658.0,644.0,1823.0,847.0
11462,06:11.009,1,1340.0,661.0,1490.0,857.0
11477,06:11.495,1,1389.0,604.0,1540.0,814.0
11492,06:11.980,1,1395.0,626.0,1546.0,832.0
11507,06:12.466,1,1478.0,659.0,1630.0,863.0
11522,06:12.951,1,1440.0,638.0,1596.0,838.0
11537,06:13.437,1,1417.0,641.0,1568.0,850.0
11552,06:13.922,1,1430.0,654.0,1584.0,857.0
11567,06:14.408,1,1464.0,640.0,1622.0,839.0
11582,06:14.893,1,1463.0,597.0,1617.0,795.0
11597,06:15.379,1,1479.0,543.0,1638.0,745.0
11612,06:15.864,1,1495.0,490.0,1657.0,704.0
11627,06:16.350,1,1477.0,524.0,1635.0,731.0
11642,06:16.835,1,1261.0,835.0,1410.0,1033.0
11657,06:17.321,1,1369.0,779.0,1520.0,979.0
11672,06:17.806,1,1380.0,765.0,1530.0,964.0
11687,06:18.292,1,1401.0,734.0,1552.0,944.0
11702,06:18.778,1,1420.0,709.0,1573.0,914.0
11717,06:19.263,1,1428.0,677.0,1580.0,884.0
11732,06:19.749,1,1434.0,656.0,1583.0,862.0
11747,06:20.234,1,1446.0,640.0,1602.0,841.0
11762,06:20.720,1,1460.0,616.0,1613.0,820.0
11777,06:21.205,1,1461.0,622.0,1615.0,824.0
11792,06:21.691,1,1519.0,662.0,1675.0,869.0
11807,06:22.176,1,1510.0,668.0,1665.0,877.0
11822,06:22.662,1,1475.0,652.0,1629.0,855.0
11837,06:23.147,1,1391.0,678.0,1540.0,886.0
11852,06:23.633,1,1397.0,671.0,1548.0,874.0
11867,06:24.118,1,1400.0,690.0,1548.0,891.0
11882,06:24.604,1,1396.0,659.0,1546.0,863.0
11897,06:25.089,1,1393.0,656.0,1542.0,859.0
11912,06:25.575,1,1442.0,711.0,1594.0,918.0
11927,06:26.060,1,1504.0,718.0,1661.0,937.0
11942,06:26.546,1,1496.0,709.0,1650.0,912.0
11957,06:27.032,1,1490.0,683.0,1644.0,889.0
11972,06:27.517,1,1497.0,684.0,1652.0,889.0
11987,06:28.003,1,1516.0,670.0,1670.0,879.0
12002,06:28.488,1,1520.0,659.0,1676.0,860.0
12017,06:28.974,1,1522.0,665.0,1680.0,868.0
12032,06:29.459,1,1526.0,678.0,1684.0,883.0
12047,06:29.945,1,1633.0,726.0,1803.0,944.0
12062,06:30.430,1,1625.0,633.0,1789.0,843.0
12077,06:30.916,1,1643.0,618.0,1815.0,835.0
12092,06:31.401,1,1568.0,709.0,1735.0,919.0
12107,06:31.887,1,1428.0,717.0,1586.0,917.0
12122,06:32.372,1,1412.0,793.0,1568.0,1005.0
12137,06:32.858,1,1367.0,763.0,1526.0,970.0
12152,06:33.343,1,1364.0,767.0,1518.0,970.0
12167,06:33.829,1,1315.0,825.0,1468.0,1023.0
12182,06:34.314,1,1336.0,756.0,1491.0,960.0
