frame,time,gaze_x,gaze_y,gaze_delta_x,gaze_delta_y,gaze_delta_euclidean,faces_detected_count,gaze_on_any_face,013_detected,013_tl_x,013_tl_y,013_br_x,013_br_y,gaze_on_013,014_detected,014_tl_x,014_tl_y,014_br_x,014_br_y,gaze_on_014,UNKNOWN_detected,UNKNOWN_tl_x,UNKNOWN_tl_y,UNKNOWN_br_x,UNKNOWN_br_y,gaze_on_UNKNOWN
15491,08:34.178,182.0,68.0,0.0,0.0,0.0,3,False,True,1357,659,1449,838,False,False,,,,,False,True,65,460,409,854,False
15506,08:34.675,182.0,68.0,0.0,0.0,0.0,3,False,True,1332,699,1425,876,False,False,,,,,False,True,30,503,381,895,False
15521,08:35.173,182.0,68.0,0.0,0.0,0.0,3,False,True,1306,670,1398,847,False,False,,,,,False,True,-24,408,333,820,False
15536,08:35.671,182.0,68.0,0.0,0.0,0.0,3,False,True,1280,632,1376,811,False,False,,,,,False,True,-18,435,326,835,False
15551,08:36.169,,,,,,3,False,True,1254,657,1347,832,False,False,,,,,False,True,-15,526,317,916,False
15566,08:36.667,,,,,,3,False,True,1241,662,1334,841,False,False,,,,,False,True,-16,540,308,926,False
15581,08:37.165,,,,,,3,False,True,1252,667,1346,845,False,False,,,,,False,True,-17,535,325,926,False
15596,08:37.663,182.0,68.0,,,,3,False,True,1278,657,1374,835,False,False,,,,,False,True,-14,494,334,898,False
15611,08:38.161,182.0,68.0,0.0,0.0,0.0,3,False,True,1338,655,1429,838,False,False,,,,,False,True,90,490,423,864,False
15626,08:38.659,182.0,68.0,0.0,0.0,0.0,3,False,True,1855,708,1962,913,False,False,,,,,False,True,1392,773,1549,1036,False
15641,08:39.156,182.0,68.0,0.0,0.0,0.0,3,False,True,1894,693,2005,904,False,False,,,,,False,True,792,484,1031,798,False
15656,08:39.654,182.0,68.0,0.0,0.0,0.0,3,False,True,1893,694,2005,905,False,False,,,,,False,True,792,485,1034,803,False
15671,08:40.152,182.0,68.0,0.0,0.0,0.0,3,False,True,1832,721,1940,931,False,False,,,,,False,True,733,546,974,860,False
15686,08:40.650,182.0,68.0,0.0,0.0,0.0,3,False,True,1674,755,1776,945,False,False,,,,,False,True,566,656,829,977,False
15701,08:41.148,182.0,68.0,0.0,0.0,0.0,3,False,True,1593,734,1692,920,False,False,,,,,False,True,479,646,747,981,False
15716,08:41.646,182.0,68.0,0.0,0.0,0.0,3,False,True,1572,730,1671,913,False,False,,,,,False,True,467,661,737,987,False
15731,08:42.144,182.0,68.0,0.0,0.0,0.0,3,False,True,1569,732,1665,915,False,False,,,,,False,True,450,652,715,979,False
15746,08:42.642,182.0,68.0,0.0,0.0,0.0,3,False,True,1574,728,1671,913,False,False,,,,,False,True,460,621,717,965,False
15761,08:43.139,182.0,68.0,0.0,0.0,0.0,3,False,True,1556,722,1652,906,False,False,,,,,False,True,452,619,688,955,False
15776,08:43.637,182.0,68.0,0.0,0.0,0.0,3,False,True,1551,719,1648,905,False,False,,,,,False,True,432,625,702,960,False
15791,08:44.135,182.0,68.0,0.0,0.0,0.0,3,False,True,1547,717,1643,900,False,False,,,,,False,True,418,592,695,927,False
15806,08:44.633,182.0,68.0,0.0,0.0,0.0,3,False,True,1546,712,1641,896,False,False,,,,,False,True,397,582,676,916,False
15821,08:45.131,182.0,68.0,0.0,0.0,0.0,3,False,True,1546,704,1642,888,False,False,,,,,False,True,421,583,698,918,False
15836,08:45.629,182.0,68.0,0.0,0.0,0.0,3,False,True,1507,688,1601,869,False,False,,,,,False,True,359,581,630,924,False
15851,08:46.127,182.0,68.0,0.0,0.0,0.0,3,False,True,1507,685,1601,866,False,False,,,,,False,True,397,644,643,967,False
15866,08:46.625,182.0,68.0,0.0,0.0,0.0,3,False,True,1554,675,1645,852,False,False,,,,,False,True,1148,739,1302,999,False
15881,08:47.122,182.0,68.0,0.0,0.0,0.0,3,False,True,1543,674,1636,856,False,False,,,,,False,True,1136,747,1289,1003,False
15896,08:47.620,182.0,68.0,0.0,0.0,0.0,3,False,True,1541,665,1633,850,False,False,,,,,False,True,1116,744,1269,996,False
15911,08:48.118,182.0,68.0,0.0,0.0,0.0,3,False,True,1539,646,1630,827,False,False,,,,,False,True,1109,720,1258,977,False
15926,08:48.616,182.0,68.0,0.0,0.0,0.0,3,False,True,1536,639,1626,821,False,False,,,,,False,True,380,513,673,838,False
15941,08:49.114,182.0,68.0,0.0,0.0,0.0,3,False,True,1488,658,1575,839,False,False,,,,,False,True,311,548,614,875,False
15956,08:49.612,182.0,68.0,0.0,0.0,0.0,3,False,True,1463,647,1551,820,False,False,,,,,False,True,263,521,572,852,False
