frame,time,gaze_x,gaze_y,gaze_delta_x,gaze_delta_y,gaze_delta_euclidean,faces_detected_count,gaze_on_any_face,013_detected,013_tl_x,013_tl_y,013_br_x,013_br_y,gaze_on_013,014_detected,014_tl_x,014_tl_y,014_br_x,014_br_y,gaze_on_014,UNKNOWN_detected,UNKNOWN_tl_x,UNKNOWN_tl_y,UNKNOWN_br_x,UNKNOWN_br_y,gaze_on_UNKNOWN
726,00:22.981,182.0,68.0,,,,0,False,False,,,,,False,False,,,,,False,False,,,,,False
741,00:23.456,182.0,68.0,0.0,0.0,0.0,0,False,False,,,,,False,False,,,,,False,False,,,,,False
756,00:23.931,182.0,68.0,0.0,0.0,0.0,0,False,False,,,,,False,False,,,,,False,False,,,,,False
771,00:24.405,182.0,68.0,0.0,0.0,0.0,0,False,False,,,,,False,False,,,,,False,False,,,,,False
786,00:24.880,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,True,702,664,805,801,False,False,,,,,False
801,00:25.355,1766.0,746.0,1584.0,678.0,1723.0031921038335,1,False,False,,,,,False,True,827,670,923,803,False,False,,,,,False
816,00:25.830,1766.0,730.0,0.0,-16.0,16.0,1,False,False,,,,,False,True,829,662,927,797,False,False,,,,,False
831,00:26.305,1904.0,270.0,138.0,-460.0,480.2540994098853,1,False,False,,,,,False,True,833,658,932,790,False,False,,,,,False
846,00:26.780,1186.0,784.0,-718.0,514.0,883.0175536194057,1,False,False,,,,,False,True,837,654,934,785,False,False,,,,,False
861,00:27.254,1184.0,784.0,-2.0,0.0,2.0,1,False,False,,,,,False,True,822,643,921,775,False,False,,,,,False
876,00:27.729,1190.0,788.0,6.0,4.0,7.211102550927979,1,False,False,,,,,False,True,819,645,918,775,False,False,,,,,False
891,00:28.204,,,,,,1,False,False,,,,,False,True,800,646,899,778,False,False,,,,,False
906,00:28.679,182.0,68.0,,,,1,False,False,,,,,False,True,792,644,890,776,False,False,,,,,False
921,00:29.154,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,True,788,641,888,771,False,False,,,,,False
936,00:29.628,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,True,327,642,451,784,False,False,,,,,False
951,00:30.103,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,True,228,754,348,902,False,False,,,,,False
966,00:30.578,2164.0,1276.0,1982.0,1208.0,2321.117834148021,1,False,False,,,,,False,True,348,901,461,1048,False,False,,,,,False
981,00:31.053,2170.0,1220.0,6.0,-56.0,56.32051136131489,1,False,False,,,,,False,True,518,807,625,947,False,False,,,,,False
996,00:31.528,,,,,,2,False,True,429,633,615,901,False,True,1473,720,1572,849,False,False,,,,,False
1011,00:32.003,1220.0,442.0,,,,2,False,True,753,608,940,855,False,True,1804,711,1919,851,False,False,,,,,False
1026,00:32.477,182.0,68.0,-1038.0,-374.0,1103.3222557349234,2,False,True,614,549,813,813,False,True,1679,700,1788,839,False,False,,,,,False
1041,00:32.952,182.0,68.0,0.0,0.0,0.0,2,False,True,-40,474,248,783,False,True,1256,687,1347,817,False,False,,,,,False
1056,00:33.427,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,True,281,647,387,786,False,False,,,,,False
1071,00:33.902,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,True,104,732,226,884,False,False,,,,,False
1086,00:34.377,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,True,167,671,286,822,False,False,,,,,False
1101,00:34.851,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,True,764,657,848,790,False,False,,,,,False
1116,00:35.326,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,True,805,614,891,742,False,False,,,,,False
1131,00:35.801,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,True,790,638,883,767,False,False,,,,,False
1146,00:36.276,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,True,691,696,784,830,False,False,,,,,False
1161,00:36.751,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,True,755,675,844,810,False,False,,,,,False
1176,00:37.226,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,True,747,673,835,808,False,False,,,,,False
1191,00:37.700,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,True,-14,804,107,957,False,False,,,,,False
1206,00:38.175,2070.0,1054.0,1888.0,986.0,2129.9624409834087,1,False,False,,,,,False,True,-15,702,108,854,False,False,,,,,False
1221,00:38.650,2154.0,686.0,84.0,-368.0,377.46523018683456,1,False,False,,,,,False,True,-8,749,114,905,False,False,,,,,False
1236,00:39.125,2082.0,1046.0,-72.0,360.0,367.12940497868055,1,False,False,,,,,False,True,-18,748,123,907,False,False,,,,,False
1251,00:39.600,2146.0,766.0,64.0,-280.0,287.2211691362599,1,False,False,,,,,False,True,-1,703,148,867,False,False,,,,,False
