total_frames_queried,avg_faces_per_frame,pct_gaze_on_any_face,mean_gaze_delta_x,mean_gaze_delta_y,mean_gaze_euclidean,pct_gaze_on_013,pct_gaze_on_014,pct_gaze_on_UNKNOWN
242,2.63,3.31,132.42,109.12,182.42,0.0,0.0,0.83
