total_frames_queried,avg_faces_per_frame,pct_gaze_on_any_face,mean_gaze_delta_x,mean_gaze_delta_y,mean_gaze_euclidean,pct_gaze_on_013,pct_gaze_on_014,pct_gaze_on_UNKNOWN
253,0.72,1.19,252.98,136.03,303.97,0.0,1.19,0.0
