frame,time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y
11092,09:53.333,1,1270.0,610.0,1484.0,924.0,,,,
11093,12:03.962,1,1269.0,611.0,1482.0,924.0,,,,
11094,12:03.995,1,1270.0,611.0,1482.0,925.0,,,,
11095,12:04.028,1,1270.0,613.0,1484.0,925.0,,,,
11096,12:04.062,1,1272.0,616.0,1486.0,926.0,,,,
11097,12:04.095,1,1276.0,612.0,1493.0,927.0,,,,
11098,12:04.128,1,1281.0,612.0,1499.0,926.0,,,,
11099,12:04.162,1,1286.0,608.0,1503.0,925.0,,,,
11100,12:04.195,1,1291.0,604.0,1508.0,922.0,,,,
11101,12:04.228,1,1294.0,602.0,1511.0,921.0,,,,
11102,12:04.262,1,1293.0,603.0,1511.0,922.0,,,,
11103,12:04.295,1,1291.0,605.0,1508.0,922.0,,,,
11104,12:04.328,1,1286.0,608.0,1504.0,922.0,,,,
11105,12:04.362,1,1281.0,610.0,1498.0,923.0,,,,
11106,12:04.395,1,1276.0,610.0,1494.0,924.0,,,,
11107,12:04.428,1,1275.0,614.0,1489.0,925.0,,,,
11108,12:04.462,1,1273.0,619.0,1489.0,927.0,,,,
11109,12:04.495,1,1274.0,619.0,1490.0,927.0,,,,
11110,12:04.528,1,1275.0,618.0,1491.0,927.0,,,,
11111,12:04.562,1,1276.0,616.0,1494.0,927.0,,,,
11112,12:04.595,1,1277.0,615.0,1495.0,927.0,,,,
11113,12:04.628,1,1277.0,615.0,1496.0,926.0,,,,
11114,12:04.662,1,1278.0,614.0,1497.0,926.0,,,,
11115,12:04.695,1,1279.0,615.0,1498.0,927.0,,,,
11116,12:04.728,1,1281.0,615.0,1499.0,927.0,,,,
11117,12:04.762,1,1280.0,617.0,1500.0,928.0,,,,
11118,12:04.795,1,1278.0,619.0,1499.0,933.0,,,,
11119,12:04.828,1,1273.0,625.0,1492.0,938.0,,,,
11120,12:04.862,1,1267.0,628.0,1486.0,941.0,,,,
11121,12:04.895,1,1255.0,634.0,1475.0,946.0,,,,
11122,12:04.928,1,1238.0,642.0,1456.0,953.0,,,,
11123,12:04.962,1,1210.0,654.0,1428.0,968.0,,,,
11124,12:04.995,1,1179.0,668.0,1396.0,977.0,,,,
11125,12:05.028,1,1146.0,675.0,1360.0,986.0,,,,
11126,12:05.062,1,1099.0,689.0,1315.0,1001.0,,,,
11127,12:05.097,1,1041.0,708.0,1252.0,1025.0,,,,
11128,12:05.130,1,969.0,731.0,1183.0,1047.0,,,,
11129,12:05.163,1,888.0,760.0,1100.0,1073.0,,,,
11130,12:05.197,1,799.0,775.0,1015.0,1099.0,,,,
11131,12:05.230,1,719.0,795.0,941.0,1120.0,,,,
11132,12:05.263,1,651.0,807.0,877.0,1142.0,,,,
11133,12:05.297,1,593.0,824.0,821.0,1159.0,,,,
11134,12:05.330,1,555.0,829.0,786.0,1170.0,,,,
11135,12:05.363,1,535.0,837.0,768.0,1182.0,,,,
11136,12:05.397,1,526.0,847.0,759.0,1188.0,,,,
11137,12:05.430,1,528.0,849.0,761.0,1192.0,,,,
11138,12:05.463,1,537.0,849.0,770.0,1193.0,,,,
11139,12:05.497,1,549.0,844.0,780.0,1186.0,,,,
11140,12:05.530,1,561.0,838.0,790.0,1178.0,,,,
11141,12:05.563,1,569.0,834.0,799.0,1174.0,,,,
11142,12:05.597,1,574.0,835.0,801.0,1173.0,,,,
11143,12:05.630,1,573.0,836.0,801.0,1174.0,,,,
11144,12:05.663,1,569.0,835.0,799.0,1175.0,,,,
11145,12:05.697,1,563.0,835.0,794.0,1175.0,,,,
11146,12:05.730,1,552.0,837.0,784.0,1179.0,,,,
11147,12:05.763,1,538.0,837.0,774.0,1182.0,,,,
11148,12:05.797,1,527.0,836.0,766.0,1183.0,,,,
11149,12:05.830,1,520.0,837.0,758.0,1181.0,,,,
11150,12:05.863,1,518.0,836.0,758.0,1179.0,,,,
11151,12:05.897,1,518.0,832.0,758.0,1179.0,,,,
11152,12:05.930,1,521.0,834.0,760.0,1179.0,,,,
11153,12:05.963,1,524.0,832.0,764.0,1179.0,,,,
11154,12:05.997,1,529.0,829.0,769.0,1173.0,,,,
11155,12:06.030,1,533.0,824.0,771.0,1169.0,,,,
11156,12:06.063,1,538.0,818.0,773.0,1163.0,,,,
11157,12:06.097,1,545.0,814.0,782.0,1158.0,,,,
11158,12:06.130,1,551.0,811.0,787.0,1153.0,,,,
11159,12:06.163,1,557.0,807.0,790.0,1149.0,,,,
11160,12:06.197,1,564.0,803.0,796.0,1143.0,,,,
11161,12:06.230,1,576.0,801.0,804.0,1136.0,,,,
11162,12:06.263,1,586.0,797.0,815.0,1129.0,,,,
11163,12:06.297,1,601.0,790.0,828.0,1123.0,,,,
11164,12:06.330,1,618.0,785.0,844.0,1114.0,,,,
11165,12:06.363,1,633.0,778.0,858.0,1106.0,,,,
11166,12:06.397,1,645.0,771.0,869.0,1100.0,,,,
11167,12:06.430,1,657.0,763.0,882.0,1088.0,,,,
11168,12:06.463,1,671.0,756.0,892.0,1081.0,,,,
11169,12:06.497,1,683.0,748.0,905.0,1071.0,,,,
11170,12:06.530,1,699.0,744.0,916.0,1062.0,,,,
11171,12:06.563,1,710.0,740.0,931.0,1057.0,,,,
11172,12:06.597,1,723.0,735.0,940.0,1051.0,,,,
11173,12:06.630,1,730.0,730.0,946.0,1045.0,,,,
11174,12:06.663,1,736.0,726.0,953.0,1040.0,,,,
11175,12:06.697,1,742.0,722.0,959.0,1034.0,,,,
11176,12:06.730,1,743.0,722.0,961.0,1031.0,,,,
11177,12:06.763,1,745.0,721.0,961.0,1029.0,,,,
11178,12:06.797,1,746.0,717.0,962.0,1028.0,,,,
11179,12:06.830,1,749.0,717.0,963.0,1028.0,,,,
11180,12:06.863,1,752.0,717.0,964.0,1030.0,,,,
11181,12:06.897,1,754.0,717.0,968.0,1031.0,,,,
11182,12:06.930,1,756.0,714.0,971.0,1030.0,,,,
11183,12:06.963,1,757.0,714.0,974.0,1030.0,,,,
11184,12:06.997,1,758.0,711.0,975.0,1029.0,,,,
11185,12:07.030,1,759.0,709.0,976.0,1027.0,,,,
11186,12:07.063,1,762.0,710.0,977.0,1023.0,,,,
11187,12:07.097,1,766.0,706.0,981.0,1019.0,,,,
11188,12:07.130,1,771.0,702.0,987.0,1017.0,,,,
11189,12:07.163,1,778.0,697.0,994.0,1013.0,,,,
11190,12:07.197,1,785.0,692.0,998.0,1008.0,,,,
11191,12:07.230,1,792.0,689.0,1006.0,1004.0,,,,
11192,12:07.263,1,799.0,688.0,1012.0,1002.0,,,,
11193,12:07.297,1,809.0,687.0,1020.0,1001.0,,,,
11194,12:07.330,1,817.0,687.0,1024.0,999.0,,,,
11195,12:07.363,1,826.0,690.0,1033.0,999.0,,,,
11196,12:07.397,1,833.0,689.0,1039.0,998.0,,,,
11197,12:07.430,1,841.0,686.0,1048.0,996.0,,,,
11198,12:07.463,1,848.0,682.0,1053.0,993.0,,,,
11199,12:07.497,1,853.0,679.0,1060.0,991.0,,,,
11200,12:07.530,1,857.0,678.0,1066.0,989.0,,,,
11201,12:07.563,1,862.0,678.0,1071.0,988.0,,,,
11202,12:07.597,1,865.0,679.0,1074.0,988.0,,,,
11203,12:07.630,1,868.0,678.0,1078.0,989.0,,,,
11204,12:07.663,1,870.0,677.0,1080.0,989.0,,,,
11205,12:07.697,1,874.0,675.0,1082.0,987.0,,,,
11206,12:07.730,1,876.0,670.0,1083.0,985.0,,,,
11207,12:07.763,1,879.0,667.0,1087.0,982.0,,,,
11208,12:07.797,1,882.0,663.0,1092.0,977.0,,,,
11209,12:07.830,1,889.0,659.0,1099.0,972.0,,,,
11210,12:07.863,1,900.0,657.0,1110.0,970.0,,,,
11211,12:07.897,1,912.0,658.0,1120.0,968.0,,,,
11212,12:07.930,1,921.0,661.0,1131.0,969.0,,,,
11213,12:07.963,1,928.0,659.0,1135.0,969.0,,,,
11214,12:07.997,1,932.0,657.0,1137.0,967.0,,,,
11215,12:08.030,1,933.0,657.0,1137.0,965.0,,,,
11216,12:08.063,1,932.0,656.0,1137.0,964.0,,,,
11217,12:08.097,1,930.0,657.0,1135.0,964.0,,,,
11218,12:08.130,1,928.0,656.0,1135.0,963.0,,,,
11219,12:08.163,1,926.0,655.0,1133.0,962.0,,,,
11220,12:08.197,1,924.0,654.0,1132.0,961.0,,,,
11221,12:08.230,1,923.0,654.0,1132.0,961.0,,,,
11222,12:08.263,1,922.0,653.0,1131.0,960.0,,,,
11223,12:08.297,1,923.0,652.0,1130.0,959.0,,,,
11224,12:08.330,1,923.0,649.0,1130.0,956.0,,,,
11225,12:08.363,1,925.0,648.0,1131.0,955.0,,,,
11226,12:08.397,1,927.0,647.0,1133.0,954.0,,,,
11227,12:08.430,1,929.0,645.0,1134.0,951.0,,,,
11228,12:08.463,1,931.0,642.0,1138.0,950.0,,,,
11229,12:08.497,1,933.0,640.0,1141.0,949.0,,,,
11230,12:08.530,1,935.0,640.0,1142.0,948.0,,,,
11231,12:08.563,1,936.0,637.0,1142.0,946.0,,,,
11232,12:08.597,1,936.0,636.0,1142.0,944.0,,,,
11233,12:08.630,1,937.0,633.0,1142.0,943.0,,,,
11234,12:08.663,1,936.0,633.0,1142.0,942.0,,,,
