frame,time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y,face_2_tl_x,face_2_tl_y,face_2_br_x,face_2_br_y
10635,09:25.000,2,1717.0,981.0,1884.0,1216.0,646.0,959.0,795.0,1168.0,,,,
10636,11:32.287,2,1718.0,981.0,1884.0,1216.0,647.0,960.0,796.0,1168.0,,,,
10637,11:32.320,2,1718.0,979.0,1884.0,1216.0,647.0,960.0,796.0,1168.0,,,,
10638,11:32.353,2,1717.0,978.0,1883.0,1215.0,646.0,959.0,795.0,1166.0,,,,
10639,11:32.387,2,1715.0,980.0,1881.0,1215.0,645.0,959.0,793.0,1165.0,,,,
10640,11:32.420,2,1714.0,979.0,1879.0,1213.0,644.0,955.0,793.0,1164.0,,,,
10641,11:32.453,2,1714.0,978.0,1879.0,1210.0,645.0,954.0,793.0,1163.0,,,,
10642,11:32.487,2,1714.0,976.0,1879.0,1209.0,645.0,953.0,794.0,1160.0,,,,
10643,11:32.522,2,1714.0,973.0,1880.0,1206.0,647.0,950.0,796.0,1158.0,,,,
10644,11:32.555,2,1714.0,969.0,1879.0,1204.0,648.0,947.0,797.0,1155.0,,,,
10645,11:32.588,2,1713.0,967.0,1879.0,1204.0,648.0,944.0,797.0,1154.0,,,,
10646,11:32.622,2,1713.0,964.0,1879.0,1203.0,648.0,943.0,797.0,1152.0,,,,
10647,11:32.655,2,1712.0,960.0,1879.0,1202.0,647.0,940.0,797.0,1149.0,,,,
10648,11:32.688,2,1712.0,963.0,1879.0,1202.0,648.0,941.0,797.0,1149.0,,,,
10649,11:32.722,2,1712.0,967.0,1878.0,1204.0,648.0,943.0,797.0,1150.0,,,,
10650,11:32.755,2,1712.0,972.0,1877.0,1208.0,647.0,946.0,796.0,1154.0,,,,
10651,11:32.788,2,1710.0,979.0,1875.0,1213.0,644.0,951.0,793.0,1158.0,,,,
10652,11:32.822,2,1707.0,979.0,1872.0,1214.0,643.0,951.0,791.0,1160.0,,,,
10653,11:32.855,2,1703.0,982.0,1869.0,1216.0,638.0,952.0,787.0,1161.0,,,,
10654,11:32.888,2,1700.0,984.0,1865.0,1216.0,635.0,951.0,784.0,1160.0,,,,
10655,11:32.922,2,1696.0,976.0,1862.0,1212.0,631.0,947.0,781.0,1156.0,,,,
10656,11:32.955,2,1691.0,964.0,1859.0,1204.0,626.0,940.0,779.0,1150.0,,,,
10657,11:32.988,2,1687.0,954.0,1855.0,1194.0,626.0,929.0,777.0,1139.0,,,,
10658,11:33.022,2,1686.0,947.0,1853.0,1187.0,626.0,921.0,776.0,1126.0,,,,
10659,11:33.055,2,1686.0,941.0,1854.0,1185.0,628.0,917.0,777.0,1123.0,,,,
10660,11:33.088,2,1688.0,945.0,1857.0,1184.0,631.0,916.0,779.0,1124.0,,,,
10661,11:33.122,2,1690.0,942.0,1859.0,1184.0,633.0,915.0,781.0,1125.0,,,,
10662,11:33.155,2,1690.0,944.0,1859.0,1184.0,633.0,914.0,782.0,1125.0,,,,
10663,11:33.188,2,1690.0,945.0,1858.0,1184.0,632.0,914.0,781.0,1124.0,,,,
10664,11:33.222,2,1689.0,945.0,1857.0,1182.0,630.0,912.0,779.0,1121.0,,,,
10665,11:33.255,2,1688.0,939.0,1857.0,1179.0,630.0,910.0,778.0,1118.0,,,,
10666,11:33.288,2,1688.0,938.0,1856.0,1175.0,629.0,904.0,777.0,1113.0,,,,
10667,11:33.322,2,1688.0,933.0,1856.0,1172.0,630.0,899.0,779.0,1110.0,,,,
10668,11:33.355,2,1689.0,932.0,1857.0,1173.0,631.0,899.0,780.0,1110.0,,,,
10669,11:33.388,2,1690.0,936.0,1858.0,1175.0,632.0,901.0,781.0,1111.0,,,,
10670,11:33.422,2,1691.0,938.0,1859.0,1176.0,633.0,901.0,782.0,1111.0,,,,
10671,11:33.455,2,1692.0,936.0,1860.0,1176.0,635.0,900.0,784.0,1109.0,,,,
10672,11:33.488,2,1693.0,936.0,1862.0,1176.0,637.0,899.0,786.0,1108.0,,,,
10673,11:33.522,2,1695.0,935.0,1863.0,1175.0,638.0,897.0,787.0,1107.0,,,,
10674,11:33.555,2,1695.0,935.0,1863.0,1173.0,638.0,896.0,787.0,1105.0,,,,
10675,11:33.588,2,1694.0,930.0,1863.0,1172.0,638.0,894.0,786.0,1103.0,,,,
10676,11:33.622,2,1695.0,930.0,1862.0,1171.0,638.0,893.0,786.0,1101.0,,,,
10677,11:33.655,2,1695.0,928.0,1862.0,1167.0,639.0,888.0,786.0,1098.0,,,,
10678,11:33.688,2,1696.0,927.0,1862.0,1165.0,640.0,887.0,787.0,1096.0,,,,
10679,11:33.722,2,1697.0,929.0,1863.0,1164.0,640.0,885.0,788.0,1094.0,,,,
10680,11:33.755,2,1698.0,929.0,1864.0,1164.0,641.0,883.0,789.0,1093.0,,,,
10681,11:33.788,2,1699.0,929.0,1865.0,1166.0,642.0,884.0,790.0,1092.0,,,,
10682,11:33.822,2,1700.0,929.0,1866.0,1167.0,643.0,885.0,790.0,1092.0,,,,
10683,11:33.855,2,1701.0,928.0,1866.0,1167.0,644.0,882.0,792.0,1091.0,,,,
10684,11:33.888,2,1701.0,928.0,1868.0,1167.0,645.0,882.0,793.0,1090.0,,,,
10685,11:33.922,2,1702.0,927.0,1869.0,1165.0,647.0,880.0,794.0,1088.0,,,,
10686,11:33.955,2,1702.0,926.0,1870.0,1166.0,647.0,877.0,796.0,1087.0,,,,
