frame,time,actual_video_time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y
9382,05:04.000,05:04.027,0,,,,,,,,
9397,05:04.500,05:04.527,0,,,,,,,,
9412,05:05.000,05:05.027,0,,,,,,,,
9427,05:05.500,05:05.528,0,,,,,,,,
9442,05:06.000,05:06.028,0,,,,,,,,
9457,05:06.500,05:06.528,0,,,,,,,,
9472,05:07.000,05:07.028,0,,,,,,,,
9487,05:07.500,05:07.528,0,,,,,,,,
9502,05:08.000,05:08.028,0,,,,,,,,
9517,05:08.500,05:08.528,0,,,,,,,,
9532,05:09.000,05:09.028,0,,,,,,,,
9547,05:09.500,05:09.530,0,,,,,,,,
9562,05:10.000,05:10.030,0,,,,,,,,
9577,05:10.500,05:10.530,0,,,,,,,,
9592,05:11.000,05:11.030,0,,,,,,,,
9607,05:11.500,05:11.530,0,,,,,,,,
9622,05:12.000,05:12.030,0,,,,,,,,
9637,05:12.500,05:12.530,0,,,,,,,,
9652,05:13.000,05:13.030,0,,,,,,,,
9667,05:13.500,05:13.530,0,,,,,,,,
9682,05:14.000,05:14.032,0,,,,,,,,
9697,05:14.500,05:14.532,0,,,,,,,,
9712,05:15.000,05:15.032,0,,,,,,,,
9727,05:15.500,05:15.532,0,,,,,,,,
9742,05:16.000,05:16.023,0,,,,,,,,
9757,05:16.500,05:16.523,0,,,,,,,,
9772,05:17.000,05:17.023,0,,,,,,,,
9787,05:17.500,05:17.523,0,,,,,,,,
9802,05:18.000,05:18.025,0,,,,,,,,
9817,05:18.500,05:18.525,0,,,,,,,,
9832,05:19.000,05:19.025,0,,,,,,,,
9847,05:19.500,05:19.525,0,,,,,,,,
9862,05:20.000,05:20.025,0,,,,,,,,
9877,05:20.500,05:20.525,0,,,,,,,,
9892,05:21.000,05:21.025,0,,,,,,,,
9907,05:21.500,05:21.525,0,,,,,,,,
9922,05:22.000,05:22.025,0,,,,,,,,
9937,05:22.500,05:22.527,0,,,,,,,,
9952,05:23.000,05:23.027,0,,,,,,,,
9967,05:23.500,05:23.527,1,2220.0,613.0,2425.0,871.0,,,,
9982,05:24.000,05:24.027,0,,,,,,,,
9997,05:24.500,05:24.527,0,,,,,,,,
10012,05:25.000,05:25.027,0,,,,,,,,
10027,05:25.500,05:25.527,0,,,,,,,,
10042,05:26.000,05:26.027,0,,,,,,,,
10057,05:26.500,05:26.528,0,,,,,,,,
10072,05:27.000,05:27.028,0,,,,,,,,
10087,05:27.500,05:27.528,1,1079.0,888.0,1236.0,1118.0,,,,
10102,05:28.000,05:28.028,1,1076.0,896.0,1211.0,1123.0,,,,
10117,05:28.500,05:28.528,0,,,,,,,,
10132,05:29.000,05:29.028,1,1817.0,777.0,1997.0,1017.0,,,,
