frame,time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y,face_2_tl_x,face_2_tl_y,face_2_br_x,face_2_br_y,face_3_tl_x,face_3_tl_y,face_3_br_x,face_3_br_y
1754,01:36.667,0,,,,,,,,,,,,,,,,
1755,01:54.707,0,,,,,,,,,,,,,,,,
1756,01:54.740,0,,,,,,,,,,,,,,,,
1757,01:54.773,0,,,,,,,,,,,,,,,,
1758,01:54.807,0,,,,,,,,,,,,,,,,
1759,01:54.840,0,,,,,,,,,,,,,,,,
1760,01:54.873,0,,,,,,,,,,,,,,,,
1761,01:54.907,0,,,,,,,,,,,,,,,,
1762,01:54.940,0,,,,,,,,,,,,,,,,
1763,01:54.973,0,,,,,,,,,,,,,,,,
1764,01:55.007,0,,,,,,,,,,,,,,,,
1765,01:55.040,0,,,,,,,,,,,,,,,,
1766,01:55.073,0,,,,,,,,,,,,,,,,
1767,01:55.107,0,,,,,,,,,,,,,,,,
1768,01:55.140,0,,,,,,,,,,,,,,,,
1769,01:55.173,0,,,,,,,,,,,,,,,,
1770,01:55.207,0,,,,,,,,,,,,,,,,
1771,01:55.240,0,,,,,,,,,,,,,,,,
1772,01:55.273,0,,,,,,,,,,,,,,,,
1773,01:55.307,0,,,,,,,,,,,,,,,,
1774,01:55.340,0,,,,,,,,,,,,,,,,
1775,01:55.373,0,,,,,,,,,,,,,,,,
1776,01:55.407,0,,,,,,,,,,,,,,,,
1777,01:55.440,0,,,,,,,,,,,,,,,,
1778,01:55.473,0,,,,,,,,,,,,,,,,
1779,01:55.507,0,,,,,,,,,,,,,,,,
1780,01:55.540,0,,,,,,,,,,,,,,,,
1781,01:55.573,0,,,,,,,,,,,,,,,,
1782,01:55.607,0,,,,,,,,,,,,,,,,
1783,01:55.640,0,,,,,,,,,,,,,,,,
1784,01:55.673,0,,,,,,,,,,,,,,,,
1785,01:55.707,0,,,,,,,,,,,,,,,,
1786,01:55.740,0,,,,,,,,,,,,,,,,
1787,01:55.773,0,,,,,,,,,,,,,,,,
1788,01:55.807,0,,,,,,,,,,,,,,,,
1789,01:55.840,1,-7.0,838.0,241.0,1134.0,,,,,,,,,,,,
1790,01:55.873,1,142.0,825.0,385.0,1118.0,,,,,,,,,,,,
1791,01:55.907,1,294.0,819.0,512.0,1103.0,,,,,,,,,,,,
1792,01:55.940,1,415.0,818.0,622.0,1089.0,,,,,,,,,,,,
1793,01:55.973,1,504.0,812.0,704.0,1083.0,,,,,,,,,,,,
1794,01:56.007,1,571.0,809.0,762.0,1076.0,,,,,,,,,,,,
1795,01:56.040,1,618.0,805.0,805.0,1068.0,,,,,,,,,,,,
1796,01:56.073,1,645.0,805.0,833.0,1064.0,,,,,,,,,,,,
1797,01:56.107,1,661.0,807.0,848.0,1065.0,,,,,,,,,,,,
1798,01:56.140,1,663.0,806.0,851.0,1070.0,,,,,,,,,,,,
1799,01:56.173,1,661.0,811.0,851.0,1075.0,,,,,,,,,,,,
1800,01:56.207,1,648.0,812.0,836.0,1077.0,,,,,,,,,,,,
1801,01:56.240,1,623.0,812.0,814.0,1078.0,,,,,,,,,,,,
1802,01:56.273,1,578.0,809.0,773.0,1079.0,,,,,,,,,,,,
1803,01:56.307,1,520.0,801.0,715.0,1075.0,,,,,,,,,,,,
