frame,time,faces_detected_count,063_detected,063_tl_x,063_tl_y,063_br_x,063_br_y,064_detected,064_tl_x,064_tl_y,064_br_x,064_br_y,065_detected,065_tl_x,065_tl_y,065_br_x,065_br_y,UNKNOWN_detected,UNKNOWN_tl_x,UNKNOWN_tl_y,UNKNOWN_br_x,UNKNOWN_br_y
24949,13:46.969,2,True,1516,683,1686,924,True,1011,709,1177,933,False,,,,,False,,,,
24964,13:47.466,2,True,1515,699,1682,960,False,,,,,False,,,,,True,1001,725,1165,956
24979,13:47.963,2,True,1517,677,1685,937,True,1001,715,1167,947,False,,,,,False,,,,
24994,13:48.461,2,True,1514,668,1683,929,True,1003,711,1166,933,False,,,,,False,,,,
25009,13:48.958,2,True,1532,666,1701,928,True,1018,709,1184,934,False,,,,,False,,,,
25024,13:49.455,2,False,,,,,True,1019,705,1185,934,False,,,,,True,1525,670,1692,927
25039,13:49.952,2,False,,,,,True,1012,702,1178,929,False,,,,,True,1518,663,1681,898
25054,13:50.449,2,True,1519,670,1689,897,True,1013,704,1179,933,False,,,,,False,,,,
25069,13:50.947,2,True,1512,670,1682,899,True,1010,709,1176,934,False,,,,,False,,,,
25084,13:51.444,2,True,1525,661,1693,890,True,1018,694,1183,913,False,,,,,False,,,,
25099,13:51.941,2,True,1522,674,1690,905,True,1015,701,1181,923,False,,,,,False,,,,
25114,13:52.438,2,True,1526,679,1693,908,True,1022,698,1186,918,False,,,,,False,,,,
25129,13:52.935,2,True,1510,677,1684,908,True,1015,701,1180,930,False,,,,,False,,,,
25144,13:53.433,2,True,1434,719,1636,933,True,1018,701,1184,919,False,,,,,False,,,,
25159,13:53.930,2,True,1425,706,1623,928,True,1001,707,1165,935,False,,,,,False,,,,
25174,13:54.427,2,True,1508,673,1681,896,True,1014,703,1179,933,False,,,,,False,,,,
25189,13:54.924,2,True,1606,705,1787,915,True,999,701,1157,930,False,,,,,False,,,,
25204,13:55.421,2,False,,,,,True,1015,700,1180,931,False,,,,,True,1700,768,1879,952
25219,13:55.919,2,True,1717,785,1896,969,True,1025,700,1191,931,False,,,,,False,,,,
25234,13:56.416,2,True,1749,819,1952,1004,True,1071,694,1234,919,False,,,,,False,,,,
25249,13:56.913,2,True,1722,737,1929,916,True,1051,595,1214,823,False,,,,,False,,,,
25264,13:57.410,2,True,1629,716,1824,888,True,968,564,1133,795,False,,,,,False,,,,
25279,13:57.907,2,True,1662,697,1848,864,True,983,541,1149,775,False,,,,,False,,,,
25294,13:58.405,2,True,1778,692,1992,876,True,1089,555,1252,791,False,,,,,False,,,,
25309,13:58.902,2,True,1806,689,2010,879,True,1105,571,1270,806,False,,,,,False,,,,
25324,13:59.399,2,False,,,,,True,1079,572,1245,806,False,,,,,True,1770,701,1988,885
25339,13:59.896,2,True,1722,687,1925,866,True,1034,551,1196,787,False,,,,,False,,,,
25354,14:00.393,2,True,1749,676,1953,857,True,1055,544,1219,780,False,,,,,False,,,,
25369,14:00.891,2,True,1752,676,1952,853,True,1055,542,1220,775,False,,,,,False,,,,
25384,14:01.388,2,True,1823,683,2029,872,True,1117,562,1280,795,False,,,,,False,,,,
25399,14:01.885,2,True,1872,778,2091,952,True,1162,642,1327,870,False,,,,,False,,,,
25414,14:02.382,2,True,1852,765,2064,942,True,1143,634,1308,875,False,,,,,False,,,,
25429,14:02.879,2,True,1802,786,1999,961,True,1123,653,1288,884,False,,,,,False,,,,
25444,14:03.377,2,False,,,,,True,1069,673,1229,879,False,,,,,True,1744,800,1944,979
25459,14:03.874,2,True,1737,809,1932,996,True,1065,704,1231,932,False,,,,,False,,,,
25474,14:04.371,2,True,1734,793,1936,977,True,1073,691,1239,927,False,,,,,False,,,,
25489,14:04.868,2,True,1721,775,1920,954,True,1047,689,1216,932,False,,,,,False,,,,
25504,14:05.365,2,True,1687,658,1876,870,True,1062,627,1224,858,False,,,,,False,,,,
25519,14:05.863,2,True,1603,615,1784,861,True,1046,626,1210,848,False,,,,,False,,,,
25534,14:06.360,2,True,1564,623,1744,868,True,1051,628,1216,860,False,,,,,False,,,,
25549,14:06.857,2,True,1563,641,1745,881,True,1059,647,1221,876,False,,,,,False,,,,
25564,14:07.354,2,True,1583,625,1768,872,True,1086,641,1255,874,False,,,,,False,,,,
25579,14:07.851,2,True,1573,621,1756,865,True,1069,638,1233,867,False,,,,,False,,,,
25594,14:08.349,2,True,1560,606,1744,849,True,1058,630,1225,858,False,,,,,False,,,,
25609,14:08.846,2,True,1583,628,1769,875,True,1087,648,1254,876,False,,,,,False,,,,
25624,14:09.343,2,True,1575,638,1761,883,True,1085,653,1254,881,False,,,,,False,,,,
25639,14:09.840,2,True,1573,638,1757,883,True,1098,660,1268,888,False,,,,,False,,,,
25654,14:10.337,2,True,1567,635,1748,876,True,1103,657,1272,879,False,,,,,False,,,,
25669,14:10.834,2,True,1555,623,1737,858,True,1083,656,1252,882,False,,,,,False,,,,
25684,14:11.332,2,False,,,,,True,1094,663,1261,885,False,,,,,True,1556,635,1733,811
25699,14:11.829,2,False,,,,,True,1078,651,1243,874,False,,,,,True,1509,659,1686,809
25714,14:12.326,2,False,,,,,True,1094,643,1263,879,False,,,,,True,1528,664,1701,808
25729,14:12.823,1,False,,,,,True,1083,655,1254,888,False,,,,,False,,,,
25744,14:13.320,2,False,,,,,True,1078,661,1250,898,False,,,,,True,1527,674,1705,816
25759,14:13.818,2,False,,,,,True,1068,705,1242,942,False,,,,,True,1552,683,1721,861
