frame,time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y,face_2_tl_x,face_2_tl_y,face_2_br_x,face_2_br_y,face_3_tl_x,face_3_tl_y,face_3_br_x,face_3_br_y
13317,12:16.667,2,487.0,733.0,672.0,1010.0,936.0,653.0,1027.0,831.0,,,,,,,,
13318,14:43.002,2,488.0,739.0,671.0,1013.0,936.0,653.0,1027.0,832.0,,,,,,,,
13319,14:43.035,2,489.0,747.0,671.0,1016.0,935.0,654.0,1027.0,832.0,,,,,,,,
13320,14:43.068,2,491.0,750.0,673.0,1021.0,935.0,655.0,1026.0,832.0,,,,,,,,
13321,14:43.102,2,491.0,759.0,673.0,1025.0,934.0,656.0,1026.0,832.0,,,,,,,,
13322,14:43.135,2,493.0,768.0,673.0,1032.0,934.0,656.0,1026.0,832.0,,,,,,,,
13323,14:43.168,2,494.0,776.0,674.0,1036.0,934.0,658.0,1024.0,833.0,,,,,,,,
13324,14:43.202,2,494.0,783.0,674.0,1041.0,933.0,658.0,1024.0,833.0,,,,,,,,
13325,14:43.235,2,496.0,791.0,676.0,1046.0,933.0,660.0,1024.0,833.0,,,,,,,,
13326,14:43.268,2,497.0,801.0,677.0,1052.0,933.0,660.0,1024.0,835.0,,,,,,,,
13327,14:43.302,2,499.0,805.0,678.0,1056.0,932.0,660.0,1025.0,835.0,,,,,,,,
13328,14:43.335,2,500.0,814.0,680.0,1060.0,932.0,662.0,1024.0,835.0,,,,,,,,
13329,14:43.368,2,500.0,818.0,679.0,1064.0,932.0,661.0,1024.0,835.0,,,,,,,,
13330,14:43.402,2,499.0,817.0,679.0,1063.0,931.0,661.0,1024.0,834.0,,,,,,,,
13331,14:43.435,2,499.0,816.0,679.0,1061.0,931.0,661.0,1023.0,833.0,,,,,,,,
13332,14:43.468,2,499.0,817.0,679.0,1060.0,931.0,660.0,1023.0,833.0,,,,,,,,
13333,14:43.502,2,500.0,817.0,680.0,1062.0,931.0,660.0,1023.0,832.0,,,,,,,,
13334,14:43.535,2,501.0,817.0,680.0,1062.0,932.0,659.0,1023.0,832.0,,,,,,,,
13335,14:43.568,2,502.0,816.0,680.0,1060.0,932.0,656.0,1025.0,832.0,,,,,,,,
13336,14:43.602,2,503.0,814.0,681.0,1059.0,933.0,655.0,1025.0,830.0,,,,,,,,
13337,14:43.635,2,503.0,813.0,681.0,1057.0,934.0,654.0,1025.0,828.0,,,,,,,,
13338,14:43.668,2,503.0,810.0,681.0,1056.0,934.0,652.0,1024.0,827.0,,,,,,,,
