frame,time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y,face_2_tl_x,face_2_tl_y,face_2_br_x,face_2_br_y
17455,15:26.667,2,922.0,676.0,1109.0,929.0,1428.0,694.0,1605.0,934.0,,,,
17456,18:56.063,2,922.0,676.0,1109.0,930.0,1428.0,696.0,1605.0,935.0,,,,
17457,18:56.097,2,923.0,676.0,1110.0,931.0,1429.0,696.0,1606.0,935.0,,,,
17458,18:56.130,2,1429.0,695.0,1606.0,933.0,924.0,675.0,1110.0,929.0,,,,
17459,18:56.163,2,923.0,673.0,1110.0,926.0,1429.0,691.0,1606.0,932.0,,,,
17460,18:56.197,2,923.0,669.0,1109.0,925.0,1428.0,690.0,1605.0,930.0,,,,
17461,18:56.230,2,922.0,667.0,1107.0,923.0,1427.0,689.0,1604.0,929.0,,,,
17462,18:56.263,2,921.0,666.0,1106.0,921.0,1426.0,688.0,1603.0,928.0,,,,
17463,18:56.297,2,921.0,666.0,1106.0,921.0,1426.0,689.0,1603.0,928.0,,,,
17464,18:56.330,2,921.0,665.0,1107.0,921.0,1426.0,688.0,1603.0,928.0,,,,
17465,18:56.363,2,922.0,662.0,1107.0,920.0,1426.0,688.0,1603.0,927.0,,,,
17466,18:56.397,2,922.0,662.0,1107.0,918.0,1425.0,685.0,1604.0,925.0,,,,
17467,18:56.430,2,922.0,662.0,1106.0,917.0,1425.0,684.0,1603.0,924.0,,,,
17468,18:56.463,2,919.0,663.0,1103.0,918.0,1421.0,684.0,1600.0,926.0,,,,
17469,18:56.497,2,916.0,666.0,1098.0,919.0,1418.0,687.0,1595.0,927.0,,,,
17470,18:56.530,2,912.0,665.0,1095.0,923.0,1416.0,691.0,1591.0,927.0,,,,
17471,18:56.563,2,910.0,667.0,1093.0,925.0,1414.0,691.0,1589.0,928.0,,,,
17472,18:56.597,2,909.0,669.0,1093.0,926.0,1412.0,692.0,1587.0,930.0,,,,
17473,18:56.630,2,909.0,669.0,1092.0,928.0,1412.0,692.0,1586.0,932.0,,,,
17474,18:56.663,2,908.0,670.0,1092.0,929.0,1411.0,695.0,1586.0,933.0,,,,
17475,18:56.697,2,908.0,670.0,1092.0,929.0,1410.0,695.0,1585.0,933.0,,,,
17476,18:56.730,2,908.0,668.0,1092.0,928.0,1411.0,691.0,1585.0,932.0,,,,
17477,18:56.763,2,910.0,670.0,1093.0,927.0,1411.0,686.0,1587.0,932.0,,,,
17478,18:56.797,2,910.0,669.0,1095.0,928.0,1412.0,691.0,1587.0,932.0,,,,
17479,18:56.830,2,911.0,670.0,1094.0,928.0,1412.0,691.0,1587.0,932.0,,,,
17480,18:56.863,2,911.0,672.0,1094.0,929.0,1411.0,693.0,1586.0,934.0,,,,
17481,18:56.897,2,913.0,672.0,1094.0,929.0,1411.0,693.0,1586.0,933.0,,,,
17482,18:56.930,2,913.0,671.0,1094.0,928.0,1411.0,693.0,1586.0,933.0,,,,
17483,18:56.963,2,914.0,673.0,1095.0,929.0,1412.0,694.0,1587.0,934.0,,,,
17484,18:56.997,2,912.0,675.0,1096.0,930.0,1413.0,700.0,1588.0,936.0,,,,
17485,18:57.030,2,913.0,676.0,1098.0,930.0,1415.0,698.0,1590.0,936.0,,,,
17486,18:57.063,2,917.0,678.0,1101.0,931.0,1417.0,698.0,1592.0,939.0,,,,
17487,18:57.097,2,917.0,674.0,1101.0,928.0,1417.0,695.0,1594.0,935.0,,,,
17488,18:57.130,2,917.0,677.0,1102.0,930.0,1417.0,700.0,1594.0,938.0,,,,
17489,18:57.163,2,917.0,680.0,1102.0,933.0,1418.0,704.0,1594.0,942.0,,,,
17490,18:57.197,2,918.0,680.0,1102.0,932.0,1418.0,704.0,1594.0,943.0,,,,
17491,18:57.230,2,919.0,679.0,1104.0,932.0,1419.0,703.0,1595.0,943.0,,,,
17492,18:57.263,2,920.0,677.0,1106.0,931.0,1420.0,702.0,1597.0,940.0,,,,
