frame,time,faces_detected_count,049_detected,049_tl_x,049_tl_y,049_br_x,049_br_y,050_detected,050_tl_x,050_tl_y,050_br_x,050_br_y,UNKNOWN_detected,UNKNOWN_tl_x,UNKNOWN_tl_y,UNKNOWN_br_x,UNKNOWN_br_y
17178,09:26.999,1,True,957,637,1192,964,False,,,,,False,,,,
17193,09:27.494,1,True,962,633,1197,962,False,,,,,False,,,,
17208,09:27.989,1,True,959,634,1190,956,False,,,,,False,,,,
17223,09:28.484,1,True,956,627,1187,955,False,,,,,False,,,,
17238,09:28.979,1,True,960,628,1191,965,False,,,,,False,,,,
17253,09:29.474,1,True,966,613,1200,940,False,,,,,False,,,,
17268,09:29.969,1,True,966,627,1198,953,False,,,,,False,,,,
17283,09:30.465,1,True,963,629,1195,955,False,,,,,False,,,,
17298,09:30.960,1,True,963,634,1194,963,False,,,,,False,,,,
17313,09:31.455,1,True,956,653,1186,977,False,,,,,False,,,,
17328,09:31.950,1,True,954,657,1185,972,False,,,,,False,,,,
17343,09:32.445,1,True,956,637,1187,963,False,,,,,False,,,,
17358,09:32.940,1,True,957,626,1189,951,False,,,,,False,,,,
17373,09:33.435,1,True,958,628,1192,965,False,,,,,False,,,,
17388,09:33.930,1,True,958,626,1193,954,False,,,,,False,,,,
17403,09:34.425,1,True,953,637,1186,967,False,,,,,False,,,,
17418,09:34.921,1,True,951,657,1186,986,False,,,,,False,,,,
17433,09:35.416,1,True,952,693,1186,1017,False,,,,,False,,,,
17448,09:35.911,1,True,951,691,1186,1010,False,,,,,False,,,,
17463,09:36.406,1,True,955,684,1190,1007,False,,,,,False,,,,
17478,09:36.901,1,True,959,674,1196,998,False,,,,,False,,,,
17493,09:37.396,1,True,963,732,1201,1061,False,,,,,False,,,,
17508,09:37.891,1,True,965,701,1198,1023,False,,,,,False,,,,
17523,09:38.386,1,True,964,714,1198,1042,False,,,,,False,,,,
17538,09:38.881,1,True,963,708,1198,1034,False,,,,,False,,,,
17553,09:39.377,1,True,957,714,1193,1042,False,,,,,False,,,,
17568,09:39.872,1,True,961,724,1198,1061,False,,,,,False,,,,
17583,09:40.367,1,True,970,716,1206,1045,False,,,,,False,,,,
17598,09:40.862,1,True,972,699,1202,1020,False,,,,,False,,,,
17613,09:41.357,1,True,965,699,1197,1017,False,,,,,False,,,,
17628,09:41.852,1,True,957,697,1190,1018,False,,,,,False,,,,
17643,09:42.347,1,True,949,691,1184,1012,False,,,,,False,,,,
17658,09:42.842,1,True,950,691,1184,1017,False,,,,,False,,,,
17673,09:43.337,1,True,951,693,1183,1019,False,,,,,False,,,,
17688,09:43.833,1,True,951,687,1185,1011,False,,,,,False,,,,
17703,09:44.328,1,True,947,689,1183,1012,False,,,,,False,,,,
17718,09:44.823,1,True,946,686,1183,1008,False,,,,,False,,,,
17733,09:45.318,1,True,949,693,1184,1018,False,,,,,False,,,,
17748,09:45.813,1,True,949,693,1185,1022,False,,,,,False,,,,
17763,09:46.308,1,True,959,709,1196,1032,False,,,,,False,,,,
17778,09:46.803,1,True,956,701,1193,1022,False,,,,,False,,,,
17793,09:47.298,1,True,953,709,1187,1033,False,,,,,False,,,,
17808,09:47.793,1,True,952,712,1184,1038,False,,,,,False,,,,
17823,09:48.289,1,True,944,716,1180,1045,False,,,,,False,,,,
17838,09:48.784,1,True,950,721,1184,1047,False,,,,,False,,,,
17853,09:49.279,1,True,952,717,1187,1044,False,,,,,False,,,,
17868,09:49.774,1,True,952,719,1187,1050,False,,,,,False,,,,
17883,09:50.269,1,True,954,719,1190,1058,False,,,,,False,,,,
17898,09:50.764,1,True,951,719,1187,1062,False,,,,,False,,,,
