frame,time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y
3286,01:45.982,1,599.0,659.0,753.0,867.0
3302,01:46.498,1,587.0,652.0,739.0,857.0
3318,01:47.014,1,621.0,673.0,776.0,877.0
3334,01:47.530,1,608.0,662.0,763.0,867.0
3350,01:48.046,1,606.0,648.0,762.0,849.0
3366,01:48.562,1,591.0,606.0,749.0,812.0
3382,01:49.078,1,589.0,648.0,746.0,850.0
3398,01:49.594,1,585.0,636.0,743.0,839.0
3414,01:50.110,1,573.0,641.0,732.0,846.0
3430,01:50.626,1,599.0,626.0,758.0,834.0
3446,01:51.142,1,536.0,626.0,698.0,833.0
3462,01:51.658,1,549.0,588.0,708.0,797.0
3478,01:52.174,1,538.0,607.0,700.0,815.0
3494,01:52.690,1,536.0,611.0,698.0,821.0
3510,01:53.206,1,549.0,593.0,707.0,801.0
3526,01:53.722,1,528.0,592.0,691.0,801.0
3542,01:54.239,1,520.0,600.0,683.0,808.0
3558,01:54.755,1,534.0,593.0,697.0,803.0
3574,01:55.271,1,508.0,623.0,673.0,832.0
3590,01:55.787,1,507.0,621.0,665.0,834.0
3606,01:56.303,1,469.0,621.0,632.0,831.0
3622,01:56.819,1,449.0,609.0,587.0,815.0
3638,01:57.335,1,458.0,641.0,608.0,839.0
3654,01:57.851,1,528.0,660.0,670.0,863.0
3670,01:58.367,1,355.0,651.0,502.0,865.0
3686,01:58.883,0,,,,
3702,01:59.399,0,,,,
3718,01:59.915,0,,,,
3734,02:00.431,0,,,,
3750,02:00.947,0,,,,
3766,02:01.463,1,1508.0,580.0,1648.0,776.0
3782,02:01.979,1,794.0,539.0,944.0,731.0
3798,02:02.495,1,749.0,572.0,903.0,772.0
3814,02:03.011,1,740.0,565.0,891.0,758.0
3830,02:03.527,1,700.0,548.0,854.0,742.0
3846,02:04.043,1,729.0,558.0,869.0,757.0
3862,02:04.559,1,716.0,554.0,854.0,756.0
3878,02:05.075,1,726.0,555.0,867.0,753.0
3894,02:05.591,1,712.0,560.0,853.0,761.0
3910,02:06.107,1,705.0,559.0,847.0,763.0
3926,02:06.624,1,711.0,562.0,851.0,763.0
3942,02:07.140,1,712.0,569.0,854.0,773.0
3958,02:07.656,1,714.0,587.0,854.0,786.0
3974,02:08.172,1,716.0,588.0,855.0,788.0
3990,02:08.688,1,714.0,592.0,851.0,791.0
4006,02:09.204,1,712.0,592.0,851.0,791.0
4022,02:09.720,1,710.0,596.0,851.0,795.0
4038,02:10.236,1,708.0,593.0,849.0,795.0
