frame,time,faces_detected_count,051_detected,051_tl_x,051_tl_y,051_br_x,051_br_y,052_detected,052_tl_x,052_tl_y,052_br_x,052_br_y,UNKNOWN_detected,UNKNOWN_tl_x,UNKNOWN_tl_y,UNKNOWN_br_x,UNKNOWN_br_y
14888,07:49.974,1,True,1170,830,1315,1025,False,,,,,False,,,,
14903,07:50.447,1,True,1178,837,1324,1031,False,,,,,False,,,,
14918,07:50.921,1,True,1174,838,1321,1033,False,,,,,False,,,,
14933,07:51.394,1,True,1169,837,1315,1030,False,,,,,False,,,,
14948,07:51.868,1,True,1170,836,1315,1028,False,,,,,False,,,,
14963,07:52.341,1,True,1169,838,1315,1032,False,,,,,False,,,,
14978,07:52.815,1,True,1169,843,1315,1036,False,,,,,False,,,,
14993,07:53.288,1,True,1172,849,1318,1044,False,,,,,False,,,,
15008,07:53.762,1,True,1172,848,1316,1043,False,,,,,False,,,,
15023,07:54.235,1,True,1173,851,1315,1041,False,,,,,False,,,,
15038,07:54.709,1,True,1188,854,1324,1043,False,,,,,False,,,,
15053,07:55.182,1,True,1209,863,1340,1054,False,,,,,False,,,,
15068,07:55.656,1,True,1202,864,1337,1056,False,,,,,False,,,,
15083,07:56.129,1,True,1195,869,1337,1067,False,,,,,False,,,,
15098,07:56.603,1,True,1229,853,1377,1053,False,,,,,False,,,,
15113,07:57.076,1,True,1094,856,1244,1053,False,,,,,False,,,,
15128,07:57.550,1,True,1146,843,1294,1039,False,,,,,False,,,,
15143,07:58.023,1,True,1155,852,1305,1050,False,,,,,False,,,,
15158,07:58.497,1,True,1168,850,1316,1050,False,,,,,False,,,,
15173,07:58.970,1,True,1169,842,1317,1037,False,,,,,False,,,,
15188,07:59.444,1,True,1207,918,1354,1114,False,,,,,False,,,,
15203,07:59.917,1,True,1197,882,1343,1078,False,,,,,False,,,,
15218,08:00.391,1,True,1206,906,1352,1102,False,,,,,False,,,,
15233,08:00.864,1,True,1214,916,1360,1110,False,,,,,False,,,,
15248,08:01.338,1,True,1222,891,1368,1085,False,,,,,False,,,,
15263,08:01.811,1,True,1205,870,1352,1068,False,,,,,False,,,,
15278,08:02.285,1,True,1238,873,1387,1070,False,,,,,False,,,,
15293,08:02.758,1,True,1258,903,1406,1097,False,,,,,False,,,,
15308,08:03.232,1,True,1243,932,1390,1123,False,,,,,False,,,,
15323,08:03.705,1,True,1252,919,1400,1113,False,,,,,False,,,,
15338,08:04.179,1,True,1290,891,1437,1083,False,,,,,False,,,,
15353,08:04.652,1,True,1328,864,1477,1054,False,,,,,False,,,,
15368,08:05.126,1,True,1296,866,1444,1054,False,,,,,False,,,,
15383,08:05.599,1,True,1296,868,1444,1058,False,,,,,False,,,,
15398,08:06.073,1,True,1278,836,1427,1026,False,,,,,False,,,,
15413,08:06.546,1,True,1266,836,1414,1024,False,,,,,False,,,,
15428,08:07.020,1,True,1236,786,1382,969,False,,,,,False,,,,
15443,08:07.493,1,True,1228,790,1374,982,False,,,,,False,,,,
15458,08:07.967,1,True,1222,931,1370,1128,False,,,,,False,,,,
15473,08:08.441,1,True,1321,1014,1470,1215,False,,,,,False,,,,
15488,08:08.914,1,True,1167,1024,1314,1223,False,,,,,False,,,,
15503,08:09.388,1,True,1078,1060,1225,1265,False,,,,,False,,,,
15518,08:09.861,1,True,1014,1013,1167,1208,False,,,,,False,,,,
15533,08:10.335,1,True,1014,915,1163,1108,False,,,,,False,,,,
15548,08:10.808,1,True,1013,961,1162,1150,False,,,,,False,,,,
15563,08:11.282,1,True,1076,924,1223,1115,False,,,,,False,,,,
15578,08:11.755,1,True,1091,956,1240,1148,False,,,,,False,,,,
15593,08:12.229,1,True,1157,909,1306,1108,False,,,,,False,,,,
15608,08:12.702,1,True,1367,759,1518,955,False,,,,,False,,,,
15623,08:13.176,1,True,1403,781,1553,976,False,,,,,False,,,,
15638,08:13.649,1,True,1361,780,1511,974,False,,,,,False,,,,
15653,08:14.123,1,True,1358,755,1507,949,False,,,,,False,,,,
15668,08:14.596,1,True,1297,756,1444,953,False,,,,,False,,,,
15683,08:15.070,1,True,1239,658,1387,846,False,,,,,False,,,,
15698,08:15.543,1,True,1282,731,1428,923,False,,,,,False,,,,
15713,08:16.017,1,True,1260,903,1410,1097,False,,,,,False,,,,
15728,08:16.490,1,True,1203,974,1351,1169,False,,,,,False,,,,
15743,08:16.964,1,True,1186,828,1333,1019,False,,,,,False,,,,
15758,08:17.437,1,True,1156,846,1302,1032,False,,,,,False,,,,
15773,08:17.911,1,True,1193,758,1339,952,False,,,,,False,,,,
15788,08:18.384,1,True,1122,883,1268,1079,False,,,,,False,,,,
15803,08:18.858,1,True,1076,843,1224,1037,False,,,,,False,,,,
15818,08:19.331,1,True,1084,855,1233,1051,False,,,,,False,,,,
15833,08:19.805,1,True,1077,855,1225,1051,False,,,,,False,,,,
15848,08:20.278,1,True,1082,874,1229,1069,False,,,,,False,,,,
15863,08:20.752,1,True,1097,852,1245,1049,False,,,,,False,,,,
15878,08:21.225,1,True,1141,854,1289,1048,False,,,,,False,,,,
15893,08:21.699,1,True,1268,845,1417,1036,False,,,,,False,,,,
15908,08:22.172,1,True,1200,885,1349,1081,False,,,,,False,,,,
15923,08:22.646,1,True,1205,856,1352,1050,False,,,,,False,,,,
15938,08:23.119,1,True,1180,858,1326,1052,False,,,,,False,,,,
15953,08:23.593,1,True,1178,841,1327,1031,False,,,,,False,,,,
15968,08:24.066,1,True,1177,799,1323,991,False,,,,,False,,,,
15983,08:24.540,1,True,1184,796,1331,993,False,,,,,False,,,,
15998,08:25.013,1,True,1173,785,1322,980,False,,,,,False,,,,
16013,08:25.487,1,True,1174,794,1322,988,False,,,,,False,,,,
16028,08:25.960,1,True,1174,742,1321,935,False,,,,,False,,,,
16043,08:26.434,1,True,1158,784,1305,976,False,,,,,False,,,,
16058,08:26.907,1,True,1167,752,1314,941,False,,,,,False,,,,
16073,08:27.381,1,True,1177,784,1325,975,False,,,,,False,,,,
16088,08:27.854,1,True,1195,756,1339,946,False,,,,,False,,,,
16103,08:28.328,1,True,1215,790,1360,982,False,,,,,False,,,,
16118,08:28.801,1,True,1226,767,1370,952,False,,,,,False,,,,
16133,08:29.275,1,True,1227,765,1373,952,False,,,,,False,,,,
