frame,time,faces_detected_count,051_detected,051_tl_x,051_tl_y,051_br_x,051_br_y,052_detected,052_tl_x,052_tl_y,052_br_x,052_br_y,UNKNOWN_detected,UNKNOWN_tl_x,UNKNOWN_tl_y,UNKNOWN_br_x,UNKNOWN_br_y
3286,01:45.982,1,False,,,,,True,599,659,753,867,False,,,,
3301,01:46.466,1,False,,,,,True,591,653,743,858,False,,,,
3316,01:46.949,1,False,,,,,True,621,669,776,874,False,,,,
3331,01:47.433,1,False,,,,,True,621,667,777,872,False,,,,
3346,01:47.917,1,False,,,,,True,606,654,762,860,False,,,,
3361,01:48.401,1,False,,,,,True,597,613,755,819,False,,,,
3376,01:48.885,1,False,,,,,True,590,638,748,841,False,,,,
3391,01:49.368,1,False,,,,,True,588,637,746,840,False,,,,
3406,01:49.852,1,False,,,,,True,572,653,733,859,False,,,,
3421,01:50.336,1,False,,,,,True,572,624,732,833,False,,,,
3436,01:50.820,1,False,,,,,True,603,621,762,827,False,,,,
3451,01:51.304,1,False,,,,,True,514,656,674,858,False,,,,
3466,01:51.787,1,False,,,,,True,544,591,703,799,False,,,,
3481,01:52.271,1,False,,,,,True,544,602,703,809,False,,,,
3496,01:52.755,1,False,,,,,True,533,604,696,812,False,,,,
3511,01:53.239,1,False,,,,,True,545,591,703,798,False,,,,
3526,01:53.722,1,False,,,,,True,528,592,691,801,False,,,,
3541,01:54.206,1,False,,,,,True,527,599,690,808,False,,,,
3556,01:54.690,1,False,,,,,True,529,598,693,808,False,,,,
3571,01:55.174,1,False,,,,,True,514,633,675,840,False,,,,
3586,01:55.658,1,False,,,,,True,509,634,674,842,False,,,,
3601,01:56.141,1,False,,,,,True,472,614,633,828,False,,,,
3616,01:56.625,1,False,,,,,True,445,609,598,810,False,,,,
3631,01:57.109,1,False,,,,,True,433,607,569,804,False,,,,
3646,01:57.593,1,False,,,,,True,475,634,642,836,False,,,,
3661,01:58.077,1,False,,,,,True,541,656,681,857,False,,,,
3676,01:58.560,0,False,,,,,False,,,,,False,,,,
3691,01:59.044,0,False,,,,,False,,,,,False,,,,
3706,01:59.528,0,False,,,,,False,,,,,False,,,,
3721,02:00.012,0,False,,,,,False,,,,,False,,,,
3736,02:00.496,0,False,,,,,False,,,,,False,,,,
3751,02:00.979,0,False,,,,,False,,,,,False,,,,
3766,02:01.463,1,False,,,,,True,1508,580,1648,776,False,,,,
3781,02:01.947,1,False,,,,,True,818,532,968,725,False,,,,
3796,02:02.431,1,False,,,,,True,738,569,889,766,False,,,,
3811,02:02.914,1,False,,,,,True,744,566,895,763,False,,,,
3826,02:03.398,1,False,,,,,True,708,550,863,745,False,,,,
3841,02:03.882,1,False,,,,,True,728,556,871,757,False,,,,
3856,02:04.366,1,False,,,,,True,718,556,858,756,False,,,,
3871,02:04.850,1,False,,,,,True,726,557,866,757,False,,,,
3886,02:05.333,1,False,,,,,True,721,555,860,755,False,,,,
3901,02:05.817,1,False,,,,,True,706,558,849,761,False,,,,
3916,02:06.301,1,False,,,,,True,707,561,848,764,False,,,,
3931,02:06.785,1,False,,,,,True,709,562,852,765,False,,,,
3946,02:07.269,1,False,,,,,True,713,570,856,775,False,,,,
3961,02:07.752,1,False,,,,,True,714,590,854,788,False,,,,
3976,02:08.236,1,False,,,,,True,716,586,856,788,False,,,,
3991,02:08.720,1,False,,,,,True,714,592,851,791,False,,,,
4006,02:09.204,1,False,,,,,True,712,592,851,791,False,,,,
4021,02:09.688,1,False,,,,,True,710,596,851,795,False,,,,
4036,02:10.171,1,False,,,,,True,708,592,849,793,False,,,,
4051,02:10.655,1,False,,,,,True,713,595,854,795,False,,,,
4066,02:11.139,1,False,,,,,True,706,617,847,818,False,,,,
4081,02:11.623,1,False,,,,,True,571,660,717,867,False,,,,
4096,02:12.106,0,False,,,,,False,,,,,False,,,,
4111,02:12.590,0,False,,,,,False,,,,,False,,,,
4126,02:13.074,0,False,,,,,False,,,,,False,,,,
4141,02:13.558,0,False,,,,,False,,,,,False,,,,
4156,02:14.042,1,False,,,,,True,169,614,355,856,False,,,,
4171,02:14.525,1,False,,,,,True,584,625,729,835,False,,,,
4186,02:15.009,1,False,,,,,True,619,630,763,835,False,,,,
4201,02:15.493,1,False,,,,,True,623,650,767,850,False,,,,
4216,02:15.977,1,False,,,,,True,619,647,765,849,False,,,,
