frame,time,actual_video_time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y
13053,06:34.000,06:34.007,1,385.0,604.0,540.0,794.0,,,,
13070,06:34.500,06:34.517,1,382.0,601.0,538.0,795.0,,,,
13087,06:35.000,06:35.025,1,380.0,599.0,538.0,795.0,,,,
13103,06:35.500,06:35.508,1,379.0,597.0,537.0,793.0,,,,
13120,06:36.000,06:36.017,1,381.0,603.0,539.0,795.0,,,,
13137,06:36.500,06:36.525,1,381.0,603.0,539.0,799.0,,,,
13153,06:37.000,06:37.008,1,380.0,603.0,538.0,799.0,,,,
13170,06:37.500,06:37.517,1,375.0,606.0,531.0,802.0,,,,
13187,06:38.000,06:38.025,1,338.0,609.0,493.0,806.0,,,,
13203,06:38.500,06:38.502,1,342.0,605.0,499.0,801.0,,,,
13220,06:39.000,06:39.018,1,347.0,610.0,505.0,808.0,,,,
13237,06:39.500,06:39.527,1,378.0,584.0,534.0,785.0,,,,
13253,06:40.000,06:40.002,1,426.0,542.0,576.0,736.0,,,,
13270,06:40.500,06:40.518,1,351.0,537.0,500.0,742.0,,,,
13287,06:41.000,06:41.027,1,400.0,481.0,546.0,691.0,,,,
13303,06:41.500,06:41.502,1,432.0,484.0,580.0,688.0,,,,
13320,06:42.000,06:42.010,1,439.0,484.0,586.0,692.0,,,,
13337,06:42.500,06:42.528,1,431.0,499.0,580.0,706.0,,,,
13353,06:43.000,06:43.003,1,429.0,506.0,577.0,713.0,,,,
13370,06:43.500,06:43.512,1,424.0,503.0,570.0,709.0,,,,
13387,06:44.000,06:44.028,1,421.0,504.0,567.0,711.0,,,,
13403,06:44.500,06:44.503,1,417.0,513.0,565.0,714.0,,,,
13420,06:45.000,06:45.012,1,418.0,512.0,565.0,713.0,,,,
13437,06:45.500,06:45.520,1,413.0,512.0,561.0,714.0,,,,
13453,06:46.000,06:46.003,1,413.0,510.0,561.0,714.0,,,,
13470,06:46.500,06:46.512,1,411.0,522.0,559.0,720.0,,,,
13487,06:47.000,06:47.022,1,403.0,530.0,553.0,724.0,,,,
13503,06:47.500,06:47.505,1,422.0,562.0,569.0,756.0,,,,
13520,06:48.000,06:48.013,1,423.0,555.0,571.0,753.0,,,,
13537,06:48.500,06:48.522,1,421.0,566.0,566.0,761.0,,,,
13553,06:49.000,06:49.005,1,418.0,570.0,564.0,766.0,,,,
13570,06:49.500,06:49.513,1,416.0,569.0,563.0,768.0,,,,
13587,06:50.000,06:50.022,1,415.0,574.0,563.0,773.0,,,,
13603,06:50.500,06:50.505,1,417.0,572.0,565.0,769.0,,,,
13620,06:51.000,06:51.015,1,416.0,572.0,565.0,771.0,,,,
13637,06:51.500,06:51.523,1,411.0,572.0,561.0,771.0,,,,
13653,06:52.000,06:52.007,1,408.0,567.0,557.0,769.0,,,,
13670,06:52.500,06:52.515,1,411.0,571.0,560.0,773.0,,,,
13687,06:53.000,06:53.023,1,413.0,580.0,559.0,782.0,,,,
13704,06:53.500,06:53.532,1,407.0,586.0,554.0,783.0,,,,
13721,06:54.000,06:54.015,1,406.0,587.0,552.0,777.0,,,,
13738,06:54.500,06:54.523,1,402.0,585.0,551.0,781.0,,,,
13754,06:55.000,06:55.000,1,395.0,588.0,548.0,779.0,,,,
13771,06:55.500,06:55.517,1,388.0,602.0,541.0,791.0,,,,
13788,06:56.000,06:56.025,1,392.0,601.0,543.0,794.0,,,,
13805,06:56.500,06:56.500,1,376.0,600.0,533.0,790.0,,,,
13822,06:57.000,06:57.008,1,380.0,601.0,529.0,793.0,,,,
