frame,time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y,face_2_tl_x,face_2_tl_y,face_2_br_x,face_2_br_y
21859,20:08.333,2,878.0,557.0,1044.0,760.0,1357.0,661.0,1506.0,858.0,,,,
21860,24:12.678,2,877.0,558.0,1043.0,761.0,1356.0,662.0,1505.0,860.0,,,,
21861,24:12.712,2,875.0,560.0,1040.0,762.0,1354.0,662.0,1503.0,860.0,,,,
21862,24:12.745,2,873.0,561.0,1038.0,762.0,1352.0,663.0,1501.0,860.0,,,,
21863,24:12.778,2,872.0,562.0,1036.0,763.0,1351.0,663.0,1499.0,861.0,,,,
21864,24:12.812,2,871.0,562.0,1035.0,763.0,1350.0,663.0,1498.0,860.0,,,,
21865,24:12.845,2,870.0,562.0,1034.0,763.0,1349.0,662.0,1498.0,860.0,,,,
21866,24:12.878,2,870.0,562.0,1034.0,763.0,1349.0,662.0,1498.0,860.0,,,,
21867,24:12.912,2,871.0,562.0,1034.0,763.0,1349.0,662.0,1498.0,860.0,,,,
21868,24:12.945,2,872.0,562.0,1035.0,762.0,1350.0,662.0,1499.0,860.0,,,,
21869,24:12.978,2,872.0,561.0,1035.0,762.0,1350.0,661.0,1499.0,858.0,,,,
21870,24:13.012,2,873.0,560.0,1035.0,761.0,1351.0,661.0,1499.0,857.0,,,,
21871,24:13.045,2,872.0,559.0,1035.0,759.0,1350.0,660.0,1499.0,857.0,,,,
21872,24:13.078,2,872.0,557.0,1034.0,758.0,1350.0,659.0,1499.0,855.0,,,,
21873,24:13.112,2,872.0,555.0,1034.0,757.0,1350.0,659.0,1499.0,855.0,,,,
21874,24:13.145,2,872.0,555.0,1033.0,757.0,1350.0,659.0,1498.0,855.0,,,,
21875,24:13.178,2,872.0,556.0,1033.0,757.0,1350.0,659.0,1499.0,856.0,,,,
21876,24:13.212,2,872.0,555.0,1034.0,757.0,1350.0,658.0,1500.0,856.0,,,,
21877,24:13.245,2,873.0,555.0,1035.0,757.0,1351.0,658.0,1500.0,856.0,,,,
21878,24:13.278,2,873.0,556.0,1036.0,757.0,1351.0,658.0,1501.0,856.0,,,,
21879,24:13.312,2,874.0,556.0,1037.0,756.0,1352.0,658.0,1501.0,856.0,,,,
21880,24:13.345,2,874.0,557.0,1036.0,757.0,1351.0,659.0,1501.0,856.0,,,,
21881,24:13.378,2,873.0,557.0,1036.0,757.0,1351.0,659.0,1501.0,856.0,,,,
21882,24:13.412,2,873.0,556.0,1036.0,758.0,1351.0,660.0,1501.0,856.0,,,,
21883,24:13.445,2,874.0,557.0,1037.0,759.0,1351.0,661.0,1501.0,857.0,,,,
21884,24:13.478,2,874.0,560.0,1037.0,759.0,1352.0,661.0,1502.0,858.0,,,,
21885,24:13.512,2,874.0,561.0,1038.0,759.0,1352.0,662.0,1502.0,857.0,,,,
21886,24:13.545,2,874.0,561.0,1038.0,761.0,1352.0,662.0,1502.0,858.0,,,,
