frame,time,actual_video_time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y,face_2_tl_x,face_2_tl_y,face_2_br_x,face_2_br_y
8757,04:26.000,04:26.028,1,1163.0,683.0,1244.0,796.0,,,,,,,,
8772,04:26.500,04:26.528,1,1160.0,688.0,1243.0,805.0,,,,,,,,
8787,04:27.000,04:27.028,1,1165.0,712.0,1245.0,825.0,,,,,,,,
8802,04:27.500,04:27.528,1,1166.0,723.0,1246.0,837.0,,,,,,,,
8817,04:28.000,04:28.028,1,1197.0,731.0,1280.0,849.0,,,,,,,,
8832,04:28.500,04:28.530,1,1178.0,750.0,1257.0,862.0,,,,,,,,
8847,04:29.000,04:29.030,1,1167.0,732.0,1248.0,850.0,,,,,,,,
8862,04:29.500,04:29.530,1,1172.0,738.0,1253.0,852.0,,,,,,,,
8877,04:30.000,04:30.030,2,1170.0,757.0,1251.0,868.0,1816.0,792.0,1915.0,930.0,,,,
8892,04:30.500,04:30.530,2,1164.0,753.0,1246.0,867.0,1809.0,790.0,1913.0,926.0,,,,
8907,04:31.000,04:31.030,2,1154.0,751.0,1235.0,861.0,1796.0,780.0,1903.0,921.0,,,,
8922,04:31.500,04:31.530,2,1807.0,764.0,1911.0,901.0,1163.0,727.0,1244.0,839.0,,,,
8937,04:32.000,04:32.030,2,1173.0,729.0,1253.0,842.0,1816.0,770.0,1920.0,908.0,,,,
8952,04:32.500,04:32.532,2,915.0,761.0,999.0,877.0,1533.0,782.0,1627.0,917.0,,,,
8967,04:33.000,04:33.032,2,583.0,824.0,682.0,959.0,1409.0,609.0,1585.0,848.0,,,,
8982,04:33.500,04:33.532,3,2095.0,542.0,2344.0,825.0,523.0,753.0,623.0,877.0,1181.0,754.0,1269.0,880.0
8997,04:34.000,04:34.032,2,1092.0,679.0,1176.0,791.0,1733.0,686.0,1826.0,823.0,,,,
9012,04:34.500,04:34.532,2,1106.0,672.0,1192.0,787.0,1751.0,670.0,1849.0,807.0,,,,
9027,04:35.000,04:35.032,1,1028.0,638.0,1113.0,745.0,,,,,,,,
9042,04:35.500,04:35.532,1,1026.0,661.0,1110.0,771.0,,,,,,,,
9057,04:36.000,04:36.032,1,986.0,677.0,1070.0,790.0,,,,,,,,
9071,04:36.500,04:36.500,1,935.0,707.0,1021.0,823.0,,,,,,,,
9086,04:37.000,04:37.000,1,943.0,747.0,1031.0,859.0,,,,,,,,
9101,04:37.500,04:37.500,1,925.0,765.0,1012.0,875.0,,,,,,,,
9116,04:38.000,04:38.000,1,938.0,742.0,1025.0,854.0,,,,,,,,
9131,04:38.500,04:38.500,1,951.0,740.0,1037.0,853.0,,,,,,,,
9146,04:39.000,04:39.000,1,946.0,733.0,1033.0,847.0,,,,,,,,
9161,04:39.500,04:39.500,1,944.0,732.0,1031.0,845.0,,,,,,,,
9176,04:40.000,04:40.000,1,963.0,728.0,1048.0,840.0,,,,,,,,
9191,04:40.500,04:40.502,1,956.0,770.0,1041.0,882.0,,,,,,,,
9206,04:41.000,04:41.002,1,913.0,804.0,1002.0,920.0,,,,,,,,
9222,04:41.500,04:41.502,1,874.0,837.0,963.0,949.0,,,,,,,,
9239,04:42.000,04:42.002,1,890.0,833.0,977.0,945.0,,,,,,,,
9255,04:42.500,04:42.502,1,935.0,803.0,1023.0,920.0,,,,,,,,
9271,04:43.000,04:43.002,1,1141.0,675.0,1226.0,790.0,,,,,,,,
9287,04:43.500,04:43.502,1,1219.0,715.0,1303.0,829.0,,,,,,,,
9304,04:44.000,04:44.027,1,1283.0,726.0,1366.0,843.0,,,,,,,,
9319,04:44.500,04:44.528,1,1195.0,633.0,1278.0,746.0,,,,,,,,
9334,04:45.000,04:45.028,1,767.0,767.0,858.0,885.0,,,,,,,,
9349,04:45.500,04:45.528,1,850.0,746.0,939.0,862.0,,,,,,,,
