frame,time,actual_video_time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y
15677,08:42.000,08:42.025,0,,,,,,,,
15692,08:42.500,08:42.525,1,2320.0,673.0,2439.0,828.0,,,,
15707,08:43.000,08:43.025,1,2314.0,674.0,2438.0,831.0,,,,
15722,08:43.500,08:43.527,1,2315.0,675.0,2439.0,834.0,,,,
15737,08:44.000,08:44.027,1,2314.0,676.0,2441.0,839.0,,,,
15752,08:44.500,08:44.527,1,2316.0,680.0,2441.0,842.0,,,,
15767,08:45.000,08:45.027,1,2287.0,705.0,2419.0,864.0,,,,
15782,08:45.500,08:45.527,1,1975.0,794.0,2101.0,944.0,,,,
15797,08:46.000,08:46.027,1,2101.0,785.0,2236.0,942.0,,,,
15812,08:46.500,08:46.527,1,2124.0,737.0,2262.0,893.0,,,,
15827,08:47.000,08:47.027,1,2111.0,712.0,2250.0,868.0,,,,
15842,08:47.500,08:47.520,1,1867.0,736.0,1987.0,878.0,,,,
15857,08:48.000,08:48.020,1,2241.0,687.0,2386.0,846.0,,,,
15872,08:48.500,08:48.520,0,,,,,,,,
15887,08:49.000,08:49.020,0,,,,,,,,
15902,08:49.500,08:49.520,1,-81.0,843.0,128.0,1121.0,,,,
15917,08:50.000,08:50.020,0,,,,,,,,
15932,08:50.500,08:50.520,0,,,,,,,,
15947,08:51.000,08:51.020,0,,,,,,,,
15962,08:51.500,08:51.522,0,,,,,,,,
15977,08:52.000,08:52.022,0,,,,,,,,
15992,08:52.500,08:52.522,0,,,,,,,,
16007,08:53.000,08:53.022,0,,,,,,,,
16022,08:53.500,08:53.522,0,,,,,,,,
16037,08:54.000,08:54.022,0,,,,,,,,
16052,08:54.500,08:54.522,0,,,,,,,,
16067,08:55.000,08:55.022,0,,,,,,,,
16082,08:55.500,08:55.523,0,,,,,,,,
16097,08:56.000,08:56.023,0,,,,,,,,
16112,08:56.500,08:56.523,0,,,,,,,,
16127,08:57.000,08:57.023,0,,,,,,,,
16142,08:57.500,08:57.523,0,,,,,,,,
16157,08:58.000,08:58.023,0,,,,,,,,
16172,08:58.500,08:58.523,0,,,,,,,,
16187,08:59.000,08:59.023,0,,,,,,,,
16202,08:59.500,08:59.525,0,,,,,,,,
16217,09:00.000,09:00.025,1,293.0,886.0,507.0,1138.0,,,,
16233,09:00.500,09:00.525,1,186.0,888.0,409.0,1143.0,,,,
16248,09:01.000,09:01.025,0,,,,,,,,
16263,09:01.500,09:01.525,0,,,,,,,,
16278,09:02.000,09:02.025,0,,,,,,,,
16293,09:02.500,09:02.525,0,,,,,,,,
16308,09:03.000,09:03.025,0,,,,,,,,
16323,09:03.500,09:03.527,0,,,,,,,,
16338,09:04.000,09:04.027,1,2283.0,726.0,2416.0,886.0,,,,
16353,09:04.500,09:04.527,1,2304.0,766.0,2435.0,926.0,,,,
16368,09:05.000,09:05.027,0,,,,,,,,
16383,09:05.500,09:05.527,1,1420.0,749.0,1519.0,873.0,,,,
16398,09:06.000,09:06.027,1,1365.0,752.0,1462.0,876.0,,,,
16413,09:06.500,09:06.527,1,1265.0,753.0,1360.0,877.0,,,,
16428,09:07.000,09:07.027,1,1451.0,735.0,1549.0,862.0,,,,
16443,09:07.500,09:07.520,1,391.0,785.0,583.0,1030.0,,,,
16458,09:08.000,09:08.020,1,255.0,796.0,463.0,1062.0,,,,
16473,09:08.500,09:08.520,0,,,,,,,,
16488,09:09.000,09:09.020,1,1378.0,778.0,1476.0,907.0,,,,
16503,09:09.500,09:09.520,1,1387.0,772.0,1486.0,898.0,,,,
16518,09:10.000,09:10.020,1,2109.0,722.0,2252.0,882.0,,,,
16533,09:10.500,09:10.520,0,,,,,,,,
16548,09:11.000,09:11.020,1,2270.0,707.0,2409.0,864.0,,,,
16563,09:11.500,09:11.522,1,1448.0,719.0,1546.0,843.0,,,,
16578,09:12.000,09:12.022,1,1419.0,716.0,1517.0,840.0,,,,
16593,09:12.500,09:12.522,1,1328.0,707.0,1423.0,831.0,,,,
16608,09:13.000,09:13.022,1,1116.0,634.0,1210.0,758.0,,,,
16623,09:13.500,09:13.522,1,1090.0,643.0,1185.0,770.0,,,,
16638,09:14.000,09:14.022,1,1115.0,658.0,1210.0,783.0,,,,
16653,09:14.500,09:14.522,1,1171.0,664.0,1266.0,793.0,,,,
16668,09:15.000,09:15.022,1,1588.0,643.0,1691.0,773.0,,,,
16683,09:15.500,09:15.523,0,,,,,,,,
