frame,time,faces_detected_count,053_detected,053_tl_x,053_tl_y,053_br_x,053_br_y,054_detected,054_tl_x,054_tl_y,054_br_x,054_br_y,UNKNOWN_detected,UNKNOWN_tl_x,UNKNOWN_tl_y,UNKNOWN_br_x,UNKNOWN_br_y
5531,03:01.979,1,False,,,,,True,1276,621,1408,807,False,,,,
5546,03:02.472,1,False,,,,,True,1270,624,1404,812,False,,,,
5561,03:02.966,1,False,,,,,True,1266,646,1398,830,False,,,,
5576,03:03.459,1,False,,,,,True,1260,635,1392,819,False,,,,
5591,03:03.953,1,False,,,,,True,1264,604,1396,792,False,,,,
5606,03:04.446,1,False,,,,,True,1269,606,1404,797,False,,,,
5621,03:04.940,1,False,,,,,True,1275,724,1409,914,False,,,,
5636,03:05.434,1,False,,,,,True,1201,888,1333,1083,False,,,,
5651,03:05.927,1,False,,,,,True,1220,826,1349,1020,False,,,,
5666,03:06.421,1,False,,,,,True,1231,828,1360,1021,False,,,,
5681,03:06.914,1,False,,,,,True,1287,801,1418,988,False,,,,
5696,03:07.408,1,False,,,,,True,1371,576,1506,769,False,,,,
5711,03:07.901,1,False,,,,,True,1487,503,1632,701,False,,,,
5726,03:08.395,1,False,,,,,True,1427,496,1571,695,False,,,,
5741,03:08.888,1,False,,,,,True,1416,468,1561,668,False,,,,
5756,03:09.382,1,False,,,,,True,1375,624,1516,819,False,,,,
5771,03:09.875,1,False,,,,,True,1200,756,1334,946,False,,,,
5786,03:10.369,1,False,,,,,True,1159,697,1291,885,False,,,,
5801,03:10.862,1,False,,,,,True,1209,856,1343,1052,False,,,,
5816,03:11.356,1,False,,,,,True,1200,812,1336,1009,False,,,,
5831,03:11.849,1,False,,,,,True,1221,867,1357,1056,False,,,,
5846,03:12.343,1,False,,,,,True,1116,864,1251,1058,False,,,,
5861,03:12.836,1,False,,,,,True,1199,782,1335,974,False,,,,
5876,03:13.330,1,False,,,,,True,1285,756,1421,945,False,,,,
5891,03:13.823,1,False,,,,,True,1472,760,1613,954,False,,,,
5906,03:14.317,1,False,,,,,True,1407,885,1545,1078,False,,,,
5921,03:14.811,1,False,,,,,True,1238,907,1373,1098,False,,,,
5936,03:15.304,1,False,,,,,True,1248,889,1381,1078,False,,,,
5951,03:15.798,1,False,,,,,True,1220,785,1354,976,False,,,,
5966,03:16.291,1,False,,,,,True,1265,716,1398,903,False,,,,
5981,03:16.785,1,False,,,,,True,1200,663,1333,852,False,,,,
5996,03:17.278,1,False,,,,,True,1256,642,1388,829,False,,,,
6011,03:17.772,1,False,,,,,True,1306,670,1443,867,False,,,,
6026,03:18.265,1,False,,,,,True,1230,515,1368,715,False,,,,
6041,03:18.759,1,False,,,,,True,1217,501,1354,699,False,,,,
6056,03:19.252,1,False,,,,,True,903,581,1040,776,False,,,,
6071,03:19.746,1,False,,,,,True,985,668,1119,859,False,,,,
6086,03:20.239,1,False,,,,,True,988,661,1122,854,False,,,,
6101,03:20.733,1,False,,,,,True,1097,539,1230,730,False,,,,
6116,03:21.226,1,False,,,,,True,1155,557,1286,745,False,,,,
6131,03:21.720,1,False,,,,,True,1167,529,1299,715,False,,,,
6146,03:22.213,1,False,,,,,True,1170,515,1304,703,False,,,,
6161,03:22.707,1,False,,,,,True,1179,522,1313,714,False,,,,
6176,03:23.200,1,False,,,,,True,1183,522,1317,712,False,,,,
6191,03:23.694,1,False,,,,,True,1180,517,1315,705,False,,,,
6206,03:24.187,1,False,,,,,True,1127,605,1263,796,False,,,,
6221,03:24.681,1,False,,,,,True,1161,570,1298,765,False,,,,
6236,03:25.175,1,False,,,,,True,1173,639,1310,840,False,,,,
6251,03:25.668,1,False,,,,,True,1177,634,1315,824,False,,,,
6266,03:26.162,1,False,,,,,True,1188,574,1323,767,False,,,,
6281,03:26.655,1,False,,,,,True,1181,554,1316,751,False,,,,
6296,03:27.149,1,False,,,,,True,1167,695,1300,887,False,,,,
6311,03:27.642,1,False,,,,,True,1213,771,1346,963,False,,,,
6326,03:28.136,1,False,,,,,True,1222,712,1355,902,False,,,,
6341,03:28.629,1,False,,,,,True,1225,698,1358,887,False,,,,
