frame,time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y,face_2_tl_x,face_2_tl_y,face_2_br_x,face_2_br_y
24951,22:58.333,2,1009.0,710.0,1173.0,933.0,1516.0,684.0,1687.0,940.0,,,,
24952,27:36.913,2,1005.0,709.0,1169.0,934.0,1513.0,680.0,1682.0,939.0,,,,
24953,27:36.947,2,1003.0,710.0,1167.0,934.0,1510.0,680.0,1681.0,940.0,,,,
24954,27:36.980,2,1003.0,708.0,1167.0,934.0,1511.0,677.0,1681.0,940.0,,,,
24955,27:37.013,2,1005.0,708.0,1169.0,933.0,1512.0,679.0,1683.0,938.0,,,,
24956,27:37.047,2,1517.0,677.0,1687.0,938.0,1008.0,711.0,1166.0,932.0,,,,
24957,27:37.080,2,1519.0,677.0,1690.0,938.0,1010.0,711.0,1169.0,933.0,,,,
24958,27:37.113,2,1010.0,710.0,1173.0,936.0,1519.0,676.0,1691.0,940.0,,,,
24959,27:37.147,2,1010.0,711.0,1173.0,940.0,1519.0,683.0,1690.0,944.0,,,,
24960,27:37.180,2,1010.0,715.0,1172.0,943.0,1519.0,688.0,1690.0,947.0,,,,
24961,27:37.213,2,1515.0,693.0,1685.0,950.0,1007.0,717.0,1169.0,947.0,,,,
24962,27:37.247,2,1002.0,723.0,1166.0,951.0,1511.0,694.0,1682.0,954.0,,,,
24963,27:37.280,2,999.0,723.0,1165.0,952.0,1510.0,697.0,1680.0,957.0,,,,
24964,27:37.313,2,998.0,726.0,1163.0,954.0,1511.0,699.0,1680.0,959.0,,,,
24965,27:37.347,2,1001.0,725.0,1165.0,956.0,1515.0,699.0,1682.0,960.0,,,,
24966,27:37.380,2,1518.0,699.0,1685.0,962.0,1003.0,727.0,1167.0,957.0,,,,
24967,27:37.413,2,1006.0,726.0,1170.0,958.0,1520.0,700.0,1689.0,962.0,,,,
24968,27:37.447,2,1007.0,725.0,1171.0,958.0,1521.0,699.0,1692.0,962.0,,,,
24969,27:37.480,2,1007.0,726.0,1171.0,958.0,1521.0,699.0,1691.0,959.0,,,,
24970,27:37.513,2,1005.0,728.0,1168.0,960.0,1519.0,699.0,1687.0,957.0,,,,
24971,27:37.547,2,1000.0,729.0,1165.0,959.0,1516.0,696.0,1685.0,953.0,,,,
24972,27:37.580,2,996.0,726.0,1162.0,958.0,1512.0,694.0,1681.0,950.0,,,,
24973,27:37.613,2,994.0,724.0,1160.0,956.0,1510.0,691.0,1679.0,947.0,,,,
24974,27:37.647,2,994.0,722.0,1160.0,954.0,1511.0,688.0,1679.0,946.0,,,,
24975,27:37.680,2,997.0,721.0,1162.0,952.0,1513.0,683.0,1681.0,944.0,,,,
24976,27:37.713,2,1002.0,719.0,1166.0,949.0,1518.0,682.0,1686.0,941.0,,,,
24977,27:37.747,2,1005.0,716.0,1169.0,947.0,1520.0,680.0,1687.0,940.0,,,,
