frame,time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y
5449,04:58.333,1,1274.0,397.0,1504.0,727.0,,,,
5450,05:59.358,1,1274.0,402.0,1506.0,730.0,,,,
5451,05:59.392,1,1275.0,411.0,1504.0,740.0,,,,
5452,05:59.425,1,1274.0,421.0,1501.0,747.0,,,,
5453,05:59.458,1,1272.0,430.0,1496.0,753.0,,,,
5454,05:59.492,1,1267.0,443.0,1491.0,762.0,,,,
5455,05:59.527,1,1258.0,449.0,1483.0,770.0,,,,
5456,05:59.560,1,1251.0,453.0,1476.0,772.0,,,,
5457,05:59.593,1,1242.0,455.0,1468.0,774.0,,,,
5458,05:59.627,1,1230.0,459.0,1459.0,780.0,,,,
5459,05:59.660,1,1221.0,457.0,1447.0,779.0,,,,
5460,05:59.693,1,1213.0,457.0,1436.0,779.0,,,,
5461,05:59.727,1,1207.0,465.0,1429.0,785.0,,,,
5462,05:59.760,1,1197.0,480.0,1421.0,801.0,,,,
5463,05:59.793,1,1189.0,498.0,1415.0,822.0,,,,
5464,05:59.827,1,1185.0,524.0,1408.0,842.0,,,,
5465,05:59.860,1,1179.0,553.0,1405.0,865.0,,,,
5466,05:59.893,1,1175.0,571.0,1397.0,888.0,,,,
5467,05:59.927,1,1169.0,587.0,1392.0,901.0,,,,
5468,05:59.960,1,1162.0,599.0,1387.0,913.0,,,,
5469,05:59.993,1,1156.0,610.0,1381.0,922.0,,,,
5470,06:00.027,1,1153.0,613.0,1375.0,927.0,,,,
5471,06:00.060,1,1149.0,612.0,1373.0,926.0,,,,
5472,06:00.093,1,1146.0,604.0,1369.0,923.0,,,,
5473,06:00.127,1,1144.0,596.0,1367.0,914.0,,,,
5474,06:00.160,1,1143.0,585.0,1366.0,909.0,,,,
5475,06:00.193,1,1143.0,586.0,1367.0,910.0,,,,
5476,06:00.227,1,1141.0,597.0,1366.0,916.0,,,,
5477,06:00.260,1,1142.0,602.0,1367.0,923.0,,,,
5478,06:00.293,1,1143.0,595.0,1368.0,916.0,,,,
5479,06:00.335,1,1140.0,581.0,1364.0,903.0,,,,
5480,06:00.360,1,1135.0,572.0,1359.0,894.0,,,,
5481,06:00.393,1,1128.0,579.0,1353.0,897.0,,,,
5482,06:00.427,1,1120.0,584.0,1345.0,903.0,,,,
5483,06:00.460,1,1114.0,583.0,1341.0,909.0,,,,
5484,06:00.493,1,1113.0,582.0,1339.0,901.0,,,,
5485,06:00.527,1,1112.0,564.0,1339.0,887.0,,,,
5486,06:00.560,1,1110.0,548.0,1333.0,868.0,,,,
5487,06:00.593,1,1102.0,531.0,1328.0,853.0,,,,
