frame,time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y
5294,04:40.000,2,-36.0,543.0,178.0,799.0,1399.0,580.0,1506.0,738.0
5295,05:43.683,2,62.0,541.0,283.0,795.0,1473.0,569.0,1584.0,725.0
5296,05:43.717,2,178.0,545.0,381.0,791.0,1544.0,561.0,1657.0,720.0
5297,05:43.750,2,272.0,553.0,464.0,788.0,1611.0,556.0,1727.0,718.0
5298,05:43.783,2,347.0,556.0,534.0,789.0,1670.0,555.0,1790.0,719.0
5299,05:43.817,2,407.0,559.0,588.0,788.0,1718.0,553.0,1840.0,719.0
5300,05:43.850,2,450.0,560.0,625.0,790.0,1756.0,553.0,1879.0,721.0
5301,05:43.883,2,481.0,565.0,653.0,794.0,1780.0,553.0,1907.0,723.0
5302,05:43.918,2,499.0,572.0,672.0,798.0,1799.0,557.0,1925.0,725.0
5303,05:43.952,2,513.0,575.0,685.0,802.0,1808.0,559.0,1937.0,730.0
5304,05:43.985,2,520.0,577.0,691.0,800.0,1815.0,563.0,1943.0,733.0
5305,05:44.018,2,523.0,570.0,692.0,795.0,1817.0,564.0,1944.0,734.0
5306,05:44.052,2,524.0,568.0,693.0,793.0,1816.0,564.0,1944.0,735.0
5307,05:44.085,2,525.0,567.0,694.0,792.0,1816.0,565.0,1944.0,735.0
5308,05:44.118,2,526.0,566.0,695.0,792.0,1816.0,565.0,1943.0,735.0
5309,05:44.152,2,528.0,569.0,696.0,793.0,1817.0,566.0,1945.0,736.0
5310,05:44.185,2,1819.0,567.0,1945.0,737.0,530.0,571.0,696.0,793.0
5311,05:44.218,2,1818.0,568.0,1945.0,739.0,529.0,573.0,695.0,793.0
5312,05:44.252,2,1816.0,567.0,1942.0,739.0,528.0,573.0,692.0,794.0
5313,05:44.285,2,1811.0,567.0,1939.0,737.0,522.0,577.0,690.0,797.0
5314,05:44.318,2,1807.0,565.0,1935.0,734.0,518.0,576.0,686.0,797.0
5315,05:44.352,2,513.0,573.0,681.0,795.0,1803.0,561.0,1930.0,731.0
5316,05:44.385,2,507.0,572.0,675.0,794.0,1797.0,557.0,1924.0,726.0
5317,05:44.418,2,501.0,573.0,669.0,796.0,1791.0,555.0,1917.0,723.0
5318,05:44.452,2,495.0,573.0,664.0,798.0,1786.0,554.0,1911.0,722.0
5319,05:44.485,2,488.0,570.0,661.0,797.0,1781.0,549.0,1907.0,718.0
5320,05:44.518,2,486.0,567.0,658.0,793.0,1778.0,540.0,1905.0,713.0
5321,05:44.552,2,487.0,564.0,656.0,787.0,1777.0,534.0,1904.0,705.0
5322,05:44.585,2,486.0,558.0,655.0,782.0,1776.0,526.0,1903.0,698.0
5323,05:44.618,2,486.0,555.0,655.0,780.0,1776.0,521.0,1904.0,692.0
5324,05:44.652,2,1778.0,514.0,1906.0,688.0,488.0,556.0,655.0,779.0
5325,05:44.685,2,1779.0,510.0,1907.0,685.0,488.0,554.0,657.0,779.0
5326,05:44.718,2,1778.0,508.0,1907.0,683.0,487.0,552.0,656.0,778.0
5327,05:44.752,2,1778.0,508.0,1906.0,683.0,488.0,555.0,655.0,779.0
5328,05:44.785,2,485.0,558.0,654.0,782.0,1776.0,511.0,1904.0,686.0
5329,05:44.818,2,484.0,561.0,653.0,787.0,1775.0,517.0,1901.0,690.0
5330,05:44.852,2,479.0,563.0,650.0,789.0,1773.0,523.0,1899.0,693.0
5331,05:44.885,2,475.0,567.0,648.0,793.0,1769.0,526.0,1896.0,698.0
5332,05:44.918,2,472.0,571.0,647.0,796.0,1766.0,531.0,1894.0,703.0
5333,05:44.952,2,472.0,575.0,646.0,800.0,1766.0,536.0,1892.0,709.0
5334,05:44.985,2,1764.0,543.0,1892.0,716.0,473.0,577.0,646.0,804.0
