frame,time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y,face_2_tl_x,face_2_tl_y,face_2_br_x,face_2_br_y,face_3_tl_x,face_3_tl_y,face_3_br_x,face_3_br_y,face_4_tl_x,face_4_tl_y,face_4_br_x,face_4_br_y
13596,10:35.015,3,1083.0,590.0,1242.0,818.0,1578.0,508.0,1758.0,744.0,546.0,546.0,707.0,769.0,,,,,,,,
13611,10:35.515,3,1520.0,466.0,1700.0,709.0,492.0,522.0,660.0,735.0,1085.0,550.0,1226.0,779.0,,,,,,,,
13626,10:36.015,3,1545.0,470.0,1723.0,705.0,515.0,504.0,676.0,722.0,1138.0,526.0,1278.0,765.0,,,,,,,,
13641,10:36.515,3,1533.0,455.0,1713.0,691.0,492.0,499.0,657.0,719.0,1138.0,546.0,1269.0,766.0,,,,,,,,
13656,10:37.015,3,1057.0,519.0,1217.0,757.0,1549.0,445.0,1732.0,682.0,519.0,497.0,682.0,723.0,,,,,,,,
13671,10:37.515,3,1183.0,545.0,1345.0,781.0,1689.0,455.0,1880.0,700.0,678.0,533.0,832.0,746.0,,,,,,,,
13686,10:38.015,3,1733.0,576.0,1927.0,812.0,1212.0,657.0,1376.0,884.0,728.0,648.0,875.0,846.0,,,,,,,,
13701,10:38.517,3,1774.0,598.0,1970.0,841.0,714.0,668.0,861.0,877.0,1229.0,682.0,1374.0,902.0,,,,,,,,
13716,10:39.017,3,1213.0,627.0,1379.0,857.0,1731.0,530.0,1915.0,776.0,650.0,615.0,801.0,832.0,,,,,,,,
13731,10:39.517,3,1632.0,593.0,1813.0,835.0,1124.0,673.0,1287.0,906.0,560.0,658.0,720.0,880.0,,,,,,,,
13746,10:40.017,3,1115.0,708.0,1284.0,949.0,1631.0,631.0,1818.0,878.0,545.0,691.0,707.0,906.0,,,,,,,,
13761,10:40.517,3,1088.0,479.0,1268.0,736.0,1644.0,426.0,1845.0,684.0,508.0,431.0,687.0,668.0,,,,,,,,
13776,10:41.017,3,1107.0,780.0,1326.0,1094.0,1792.0,694.0,2028.0,1004.0,395.0,729.0,613.0,1011.0,,,,,,,,
13791,10:41.517,3,1159.0,790.0,1411.0,1136.0,1938.0,686.0,2213.0,1028.0,370.0,722.0,606.0,1037.0,,,,,,,,
13806,10:42.017,3,1139.0,885.0,1391.0,1252.0,1930.0,780.0,2209.0,1129.0,321.0,819.0,561.0,1150.0,,,,,,,,
13821,10:42.518,3,1121.0,473.0,1366.0,819.0,1879.0,362.0,2137.0,699.0,273.0,403.0,511.0,745.0,,,,,,,,
13833,10:43.018,3,1117.0,174.0,1358.0,507.0,268.0,154.0,533.0,416.0,1873.0,127.0,2130.0,386.0,,,,,,,,
13848,10:43.518,2,829.0,398.0,1046.0,689.0,-105.0,402.0,229.0,817.0,,,,,,,,,,,,
13863,10:44.018,1,489.0,353.0,765.0,700.0,,,,,,,,,,,,,,,,
13878,10:44.518,1,714.0,362.0,964.0,693.0,,,,,,,,,,,,,,,,
13893,10:45.018,1,713.0,403.0,962.0,729.0,,,,,,,,,,,,,,,,
13908,10:45.518,1,698.0,309.0,954.0,648.0,,,,,,,,,,,,,,,,
13923,10:46.018,1,740.0,279.0,991.0,633.0,,,,,,,,,,,,,,,,
13938,10:46.518,1,713.0,296.0,965.0,638.0,,,,,,,,,,,,,,,,
13953,10:47.020,1,718.0,274.0,973.0,627.0,,,,,,,,,,,,,,,,
13968,10:47.520,1,734.0,273.0,991.0,623.0,,,,,,,,,,,,,,,,
13983,10:48.020,2,1148.0,237.0,1380.0,549.0,233.0,245.0,575.0,685.0,,,,,,,,,,,,
13998,10:48.520,2,1163.0,433.0,1380.0,733.0,321.0,478.0,638.0,867.0,,,,,,,,,,,,
14013,10:49.020,2,1074.0,498.0,1284.0,765.0,209.0,508.0,537.0,904.0,,,,,,,,,,,,
14028,10:49.520,2,1009.0,478.0,1216.0,735.0,149.0,494.0,482.0,877.0,,,,,,,,,,,,
14043,10:50.020,3,1740.0,168.0,2013.0,431.0,968.0,170.0,1228.0,545.0,105.0,88.0,415.0,396.0,,,,,,,,
14058,10:50.520,3,1113.0,156.0,1368.0,430.0,245.0,-93.0,505.0,255.0,1885.0,64.0,2179.0,348.0,,,,,,,,
14073,10:51.020,2,1176.0,308.0,1406.0,606.0,305.0,265.0,633.0,675.0,,,,,,,,,,,,
14088,10:51.513,1,623.0,492.0,884.0,830.0,,,,,,,,,,,,,,,,
14103,10:52.013,1,488.0,463.0,779.0,809.0,,,,,,,,,,,,,,,,
14118,10:52.513,2,1209.0,460.0,1445.0,810.0,260.0,524.0,620.0,962.0,,,,,,,,,,,,
14133,10:53.013,2,1357.0,474.0,1595.0,822.0,497.0,526.0,812.0,941.0,,,,,,,,,,,,
14148,10:53.513,3,1511.0,682.0,1738.0,994.0,817.0,765.0,1059.0,1113.0,-38.0,622.0,231.0,946.0,,,,,,,,
14163,10:54.013,3,1747.0,661.0,1954.0,932.0,1188.0,734.0,1368.0,994.0,615.0,648.0,784.0,882.0,,,,,,,,
14178,10:54.513,3,47.0,644.0,272.0,912.0,1328.0,688.0,1505.0,936.0,762.0,740.0,956.0,1013.0,,,,,,,,
14193,10:55.013,2,645.0,639.0,867.0,940.0,1293.0,600.0,1484.0,868.0,,,,,,,,,,,,
14208,10:55.515,2,978.0,577.0,1170.0,855.0,182.0,604.0,469.0,945.0,,,,,,,,,,,,
14223,10:56.015,2,178.0,529.0,468.0,873.0,1047.0,506.0,1218.0,783.0,,,,,,,,,,,,
14238,10:56.515,2,814.0,254.0,1029.0,559.0,-53.0,286.0,258.0,664.0,,,,,,,,,,,,
14253,10:57.015,2,813.0,263.0,1029.0,565.0,-44.0,300.0,274.0,671.0,,,,,,,,,,,,
14268,10:57.515,2,821.0,270.0,1035.0,569.0,-41.0,305.0,277.0,681.0,,,,,,,,,,,,
14283,10:58.015,2,823.0,287.0,1035.0,584.0,-39.0,318.0,281.0,684.0,,,,,,,,,,,,
14297,10:58.507,2,865.0,293.0,1075.0,587.0,22.0,315.0,345.0,674.0,,,,,,,,,,,,
14314,10:59.015,2,1097.0,251.0,1353.0,621.0,-64.0,246.0,396.0,789.0,,,,,,,,,,,,
14329,10:59.515,2,1695.0,404.0,1967.0,763.0,824.0,480.0,1119.0,876.0,,,,,,,,,,,,
14344,11:00.017,3,1674.0,484.0,1868.0,740.0,478.0,477.0,655.0,709.0,1100.0,549.0,1283.0,810.0,,,,,,,,
14359,11:00.517,3,1149.0,690.0,1322.0,934.0,1698.0,638.0,1882.0,876.0,598.0,631.0,757.0,839.0,,,,,,,,
14374,11:01.017,3,1668.0,641.0,1888.0,926.0,190.0,618.0,420.0,904.0,938.0,695.0,1155.0,1008.0,,,,,,,,
14389,11:01.517,2,1383.0,460.0,1593.0,742.0,605.0,499.0,841.0,841.0,,,,,,,,,,,,
14404,11:02.017,3,330.0,173.0,565.0,472.0,1087.0,258.0,1312.0,606.0,1920.0,181.0,2210.0,498.0,,,,,,,,
14419,11:02.517,3,1955.0,154.0,2260.0,432.0,345.0,141.0,585.0,370.0,1105.0,175.0,1332.0,526.0,,,,,,,,
14434,11:03.017,3,248.0,152.0,500.0,405.0,1865.0,181.0,2138.0,477.0,1034.0,215.0,1263.0,566.0,,,,,,,,
14449,11:03.517,3,140.0,173.0,396.0,457.0,1754.0,220.0,2005.0,534.0,948.0,281.0,1176.0,626.0,,,,,,,,
14465,11:04.018,3,1707.0,205.0,1956.0,540.0,109.0,166.0,369.0,482.0,924.0,289.0,1160.0,638.0,,,,,,,,
14480,11:04.518,3,1710.0,200.0,1957.0,538.0,946.0,280.0,1194.0,633.0,106.0,167.0,367.0,475.0,,,,,,,,
14495,11:05.018,3,1703.0,199.0,1953.0,523.0,971.0,284.0,1220.0,641.0,99.0,164.0,362.0,474.0,,,,,,,,
14510,11:05.518,3,968.0,316.0,1216.0,672.0,1689.0,207.0,1933.0,531.0,110.0,188.0,369.0,503.0,,,,,,,,
14525,11:06.018,3,1676.0,234.0,1918.0,560.0,959.0,342.0,1208.0,707.0,98.0,211.0,359.0,530.0,,,,,,,,
14540,11:06.518,3,939.0,307.0,1190.0,664.0,1683.0,217.0,1932.0,533.0,43.0,156.0,316.0,474.0,,,,,,,,
14555,11:07.010,3,56.0,130.0,351.0,448.0,1029.0,253.0,1306.0,638.0,1881.0,184.0,2181.0,529.0,,,,,,,,
14571,11:07.518,2,890.0,268.0,1207.0,714.0,1819.0,240.0,2121.0,617.0,,,,,,,,,,,,
14586,11:08.018,2,855.0,657.0,1188.0,1109.0,1807.0,604.0,2104.0,959.0,,,,,,,,,,,,
14603,11:08.520,2,1009.0,551.0,1262.0,902.0,-102.0,594.0,362.0,1137.0,,,,,,,,,,,,
14618,11:09.020,2,1275.0,389.0,1539.0,763.0,275.0,436.0,673.0,935.0,,,,,,,,,,,,
14633,11:09.520,2,1270.0,214.0,1584.0,655.0,375.0,107.0,577.0,426.0,,,,,,,,,,,,
14648,11:10.020,2,671.0,284.0,909.0,627.0,1489.0,403.0,1807.0,826.0,,,,,,,,,,,,
14663,11:10.520,3,1293.0,500.0,1502.0,804.0,694.0,406.0,870.0,665.0,1944.0,413.0,2200.0,717.0,,,,,,,,
14678,11:11.012,3,1033.0,590.0,1226.0,871.0,414.0,486.0,604.0,737.0,1602.0,506.0,1807.0,776.0,,,,,,,,
14693,11:11.512,3,678.0,539.0,846.0,765.0,1238.0,615.0,1433.0,900.0,1852.0,544.0,2080.0,803.0,,,,,,,,
14708,11:12.012,3,545.0,546.0,724.0,784.0,1732.0,525.0,1941.0,789.0,1127.0,612.0,1321.0,888.0,,,,,,,,
14723,11:12.513,3,1038.0,620.0,1233.0,902.0,431.0,559.0,619.0,802.0,1626.0,538.0,1828.0,796.0,,,,,,,,
14738,11:13.013,3,471.0,549.0,659.0,789.0,1073.0,608.0,1267.0,900.0,1664.0,531.0,1868.0,788.0,,,,,,,,
14753,11:13.513,3,1047.0,599.0,1248.0,891.0,431.0,532.0,621.0,787.0,1646.0,518.0,1851.0,786.0,,,,,,,,
14768,11:14.013,3,1445.0,590.0,1637.0,848.0,163.0,573.0,384.0,852.0,857.0,666.0,1061.0,963.0,,,,,,,,
14783,11:14.513,3,742.0,854.0,960.0,1173.0,-28.0,766.0,208.0,1060.0,1349.0,767.0,1541.0,1041.0,,,,,,,,
14798,11:15.013,3,717.0,738.0,952.0,1078.0,1364.0,643.0,1566.0,937.0,-112.0,639.0,134.0,961.0,,,,,,,,
14813,11:15.513,3,760.0,783.0,989.0,1108.0,-28.0,692.0,218.0,989.0,1407.0,689.0,1613.0,967.0,,,,,,,,
14828,11:16.013,2,1704.0,824.0,1959.0,1152.0,1100.0,747.0,1273.0,996.0,,,,,,,,,,,,
14843,11:16.513,2,1144.0,773.0,1331.0,1049.0,1738.0,820.0,1996.0,1151.0,,,,,,,,,,,,
14858,11:17.015,2,1099.0,738.0,1285.0,1007.0,1699.0,761.0,1954.0,1091.0,,,,,,,,,,,,
14873,11:17.515,2,1686.0,746.0,1943.0,1079.0,1087.0,694.0,1253.0,931.0,,,,,,,,,,,,
14888,11:18.015,2,1649.0,736.0,1899.0,1069.0,1046.0,681.0,1207.0,911.0,,,,,,,,,,,,
14903,11:18.515,2,1623.0,739.0,1871.0,1060.0,1021.0,670.0,1181.0,906.0,,,,,,,,,,,,
14918,11:19.015,2,1611.0,728.0,1854.0,1046.0,1001.0,654.0,1160.0,902.0,,,,,,,,,,,,
14933,11:19.515,2,1525.0,720.0,1762.0,1035.0,911.0,629.0,1075.0,879.0,,,,,,,,,,,,
14948,11:20.015,3,1429.0,770.0,1657.0,1085.0,803.0,685.0,967.0,939.0,2163.0,580.0,2432.0,907.0,,,,,,,,
14963,11:20.515,3,1377.0,745.0,1603.0,1051.0,758.0,650.0,933.0,886.0,2090.0,566.0,2381.0,883.0,,,,,,,,
14978,11:21.017,3,839.0,641.0,1011.0,876.0,1450.0,716.0,1678.0,1026.0,2186.0,528.0,2467.0,849.0,,,,,,,,
14993,11:21.517,3,1458.0,721.0,1685.0,1030.0,847.0,661.0,1013.0,890.0,2196.0,529.0,2477.0,848.0,,,,,,,,
15008,11:22.017,3,1412.0,711.0,1640.0,1048.0,792.0,652.0,956.0,883.0,2138.0,531.0,2415.0,843.0,,,,,,,,
15023,11:22.517,3,783.0,659.0,950.0,900.0,1394.0,708.0,1621.0,1025.0,2131.0,534.0,2414.0,844.0,,,,,,,,
15038,11:23.017,2,1491.0,693.0,1726.0,1013.0,891.0,662.0,1060.0,909.0,,,,,,,,,,,,
15053,11:23.517,3,1065.0,680.0,1287.0,989.0,419.0,616.0,626.0,882.0,1721.0,541.0,1948.0,827.0,,,,,,,,
15068,11:24.017,3,954.0,617.0,1175.0,933.0,269.0,541.0,492.0,821.0,1608.0,517.0,1823.0,796.0,,,,,,,,
15083,11:24.517,3,966.0,618.0,1186.0,932.0,1614.0,529.0,1828.0,800.0,276.0,543.0,499.0,822.0,,,,,,,,
15098,11:25.017,3,814.0,659.0,1042.0,985.0,60.0,565.0,309.0,873.0,1463.0,559.0,1664.0,825.0,,,,,,,,
15113,11:25.518,3,944.0,386.0,1170.0,727.0,211.0,296.0,451.0,592.0,1602.0,269.0,1825.0,565.0,,,,,,,,
15128,11:26.018,3,1014.0,183.0,1237.0,528.0,303.0,151.0,537.0,381.0,1711.0,150.0,1959.0,397.0,,,,,,,,
15143,11:26.518,2,500.0,429.0,747.0,765.0,1212.0,355.0,1411.0,652.0,,,,,,,,,,,,
15158,11:27.018,2,520.0,518.0,763.0,853.0,1213.0,445.0,1407.0,730.0,,,,,,,,,,,,
15173,11:27.518,3,1039.0,274.0,1257.0,608.0,1711.0,178.0,1951.0,482.0,364.0,185.0,585.0,479.0,,,,,,,,
15188,11:28.018,3,1141.0,248.0,1361.0,583.0,477.0,165.0,688.0,447.0,1832.0,185.0,2093.0,472.0,,,,,,,,
15203,11:28.518,3,1221.0,325.0,1427.0,636.0,616.0,271.0,802.0,525.0,1882.0,280.0,2124.0,561.0,,,,,,,,
15218,11:29.018,3,397.0,763.0,620.0,1061.0,1106.0,851.0,1348.0,1215.0,1847.0,813.0,2106.0,1132.0,,,,,,,,
15233,11:29.518,3,1063.0,538.0,1359.0,964.0,2005.0,474.0,2328.0,873.0,127.0,400.0,430.0,787.0,,,,,,,,
15248,11:30.020,3,1094.0,496.0,1396.0,908.0,146.0,354.0,448.0,746.0,2044.0,425.0,2383.0,833.0,,,,,,,,
15263,11:30.520,3,1599.0,526.0,1822.0,790.0,850.0,496.0,1099.0,844.0,13.0,366.0,294.0,701.0,,,,,,,,
15278,11:31.020,3,932.0,555.0,1176.0,885.0,170.0,443.0,423.0,764.0,1683.0,545.0,1911.0,816.0,,,,,,,,
15293,11:31.512,2,1461.0,617.0,1710.0,965.0,836.0,564.0,1022.0,822.0,,,,,,,,,,,,
15308,11:32.012,3,1316.0,602.0,1558.0,946.0,680.0,539.0,874.0,805.0,2157.0,500.0,2447.0,843.0,,,,,,,,
15323,11:32.512,3,363.0,453.0,587.0,745.0,1822.0,422.0,2083.0,745.0,1060.0,508.0,1298.0,853.0,,,,,,,,
15338,11:33.012,3,211.0,480.0,452.0,777.0,934.0,513.0,1177.0,863.0,1687.0,426.0,1934.0,754.0,,,,,,,,
15353,11:33.512,2,1371.0,478.0,1590.0,777.0,626.0,524.0,873.0,870.0,,,,,,,,,,,,
15368,11:34.013,2,1212.0,581.0,1415.0,871.0,475.0,638.0,725.0,970.0,,,,,,,,,,,,
15383,11:34.513,2,1167.0,618.0,1377.0,900.0,409.0,644.0,675.0,994.0,,,,,,,,,,,,
15398,11:35.013,2,1136.0,576.0,1336.0,856.0,390.0,642.0,663.0,996.0,,,,,,,,,,,,
15413,11:35.513,2,1160.0,573.0,1364.0,860.0,345.0,643.0,633.0,1011.0,,,,,,,,,,,,
15428,11:36.013,2,1190.0,615.0,1388.0,888.0,387.0,662.0,673.0,1022.0,,,,,,,,,,,,
15443,11:36.513,2,1184.0,621.0,1382.0,889.0,390.0,665.0,674.0,1020.0,,,,,,,,,,,,
15458,11:37.013,2,1265.0,621.0,1459.0,887.0,543.0,695.0,794.0,1040.0,,,,,,,,,,,,
15473,11:37.513,2,1312.0,611.0,1507.0,872.0,605.0,689.0,855.0,1035.0,,,,,,,,,,,,
15488,11:38.013,2,667.0,626.0,914.0,973.0,1367.0,555.0,1571.0,833.0,,,,,,,,,,,,
15503,11:38.515,3,812.0,611.0,1048.0,948.0,1508.0,531.0,1722.0,806.0,80.0,529.0,353.0,843.0,,,,,,,,
15518,11:39.015,3,944.0,599.0,1177.0,921.0,258.0,523.0,505.0,818.0,1632.0,481.0,1861.0,772.0,,,,,,,,
15533,11:39.515,2,1149.0,359.0,1363.0,653.0,413.0,451.0,691.0,812.0,,,,,,,,,,,,
15548,11:40.015,2,781.0,316.0,1009.0,627.0,-80.0,459.0,242.0,858.0,,,,,,,,,,,,
15563,11:40.515,2,1105.0,251.0,1318.0,557.0,344.0,371.0,638.0,765.0,,,,,,,,,,,,
15578,11:41.015,2,982.0,269.0,1200.0,575.0,123.0,358.0,455.0,770.0,,,,,,,,,,,,
15593,11:41.515,2,939.0,301.0,1154.0,598.0,68.0,380.0,414.0,791.0,,,,,,,,,,,,
15608,11:42.023,2,1158.0,402.0,1373.0,691.0,367.0,453.0,668.0,830.0,,,,,,,,,,,,
15623,11:42.517,2,1441.0,418.0,1678.0,733.0,652.0,496.0,937.0,873.0,,,,,,,,,,,,
15637,11:43.025,3,776.0,551.0,968.0,818.0,1328.0,494.0,1504.0,727.0,99.0,527.0,352.0,814.0,,,,,,,,
15651,11:43.517,3,727.0,596.0,826.0,731.0,1369.0,624.0,1474.0,760.0,1063.0,657.0,1166.0,810.0,,,,,,,,
15666,11:44.017,3,839.0,628.0,940.0,767.0,1192.0,698.0,1303.0,864.0,1533.0,646.0,1654.0,816.0,,,,,,,,
15681,11:44.517,3,1734.0,503.0,1959.0,784.0,1037.0,613.0,1254.0,915.0,289.0,476.0,490.0,731.0,,,,,,,,
15696,11:45.017,3,1731.0,451.0,1951.0,736.0,1025.0,597.0,1244.0,897.0,289.0,522.0,476.0,767.0,,,,,,,,
15711,11:45.517,3,1686.0,476.0,1884.0,738.0,450.0,547.0,626.0,767.0,1066.0,603.0,1255.0,900.0,,,,,,,,
15726,11:46.017,3,1007.0,604.0,1191.0,883.0,408.0,541.0,593.0,783.0,1618.0,457.0,1793.0,684.0,,,,,,,,
15741,11:46.517,3,1009.0,597.0,1205.0,882.0,388.0,541.0,588.0,800.0,1662.0,432.0,1842.0,654.0,,,,,,,,
15756,11:47.018,3,366.0,540.0,566.0,799.0,1643.0,490.0,1834.0,741.0,1003.0,596.0,1201.0,897.0,,,,,,,,
15771,11:47.518,3,1076.0,407.0,1278.0,716.0,459.0,337.0,661.0,606.0,1733.0,318.0,1947.0,600.0,,,,,,,,
15786,11:48.018,3,469.0,275.0,671.0,552.0,1091.0,348.0,1296.0,645.0,1746.0,283.0,1970.0,569.0,,,,,,,,
15801,11:48.518,3,1729.0,339.0,1952.0,625.0,1091.0,397.0,1294.0,701.0,461.0,329.0,663.0,606.0,,,,,,,,
15816,11:49.018,3,1454.0,799.0,1666.0,1097.0,891.0,750.0,1054.0,1014.0,2156.0,792.0,2423.0,1091.0,,,,,,,,
15831,11:49.518,2,1543.0,747.0,1765.0,1046.0,985.0,702.0,1144.0,958.0,,,,,,,,,,,,
15846,11:50.018,3,1366.0,655.0,1572.0,944.0,805.0,609.0,974.0,847.0,2039.0,656.0,2315.0,963.0,,,,,,,,
15861,11:50.518,2,1000.0,607.0,1206.0,864.0,299.0,557.0,563.0,886.0,,,,,,,,,,,,
15876,11:51.020,1,508.0,604.0,755.0,873.0,,,,,,,,,,,,,,,,
15891,11:51.520,2,962.0,600.0,1174.0,844.0,181.0,489.0,478.0,841.0,,,,,,,,,,,,
15906,11:52.012,2,991.0,617.0,1199.0,861.0,217.0,494.0,505.0,853.0,,,,,,,,,,,,
15921,11:52.512,2,830.0,701.0,1043.0,955.0,-17.0,579.0,305.0,941.0,,,,,,,,,,,,
15936,11:53.012,2,773.0,622.0,984.0,884.0,-105.0,607.0,210.0,977.0,,,,,,,,,,,,
15951,11:53.512,2,864.0,581.0,1065.0,833.0,-3.0,550.0,319.0,914.0,,,,,,,,,,,,
15966,11:54.012,2,1033.0,194.0,1243.0,456.0,212.0,170.0,513.0,516.0,,,,,,,,,,,,
15981,11:54.512,2,993.0,350.0,1192.0,626.0,177.0,362.0,473.0,717.0,,,,,,,,,,,,
15996,11:55.012,2,940.0,522.0,1136.0,787.0,125.0,551.0,425.0,908.0,,,,,,,,,,,,
16011,11:55.513,2,1004.0,608.0,1201.0,868.0,177.0,613.0,481.0,990.0,,,,,,,,,,,,
16026,11:56.013,2,983.0,555.0,1187.0,831.0,93.0,556.0,421.0,951.0,,,,,,,,,,,,
16041,11:56.513,2,977.0,598.0,1180.0,860.0,102.0,586.0,422.0,958.0,,,,,,,,,,,,
16056,11:57.013,2,979.0,602.0,1181.0,867.0,105.0,604.0,428.0,974.0,,,,,,,,,,,,
16071,11:57.513,2,956.0,623.0,1164.0,896.0,74.0,666.0,401.0,1040.0,,,,,,,,,,,,
16086,11:58.013,2,1013.0,384.0,1224.0,665.0,151.0,418.0,470.0,796.0,,,,,,,,,,,,
16101,11:58.513,3,26.0,458.0,285.0,761.0,802.0,541.0,1034.0,864.0,1510.0,480.0,1730.0,757.0,,,,,,,,
16116,11:59.013,2,1713.0,639.0,1966.0,969.0,1110.0,613.0,1277.0,859.0,,,,,,,,,,,,
16131,11:59.515,2,1499.0,624.0,1733.0,945.0,926.0,591.0,1096.0,831.0,,,,,,,,,,,,
16146,12:00.015,2,1069.0,540.0,1271.0,812.0,265.0,569.0,546.0,918.0,,,,,,,,,,,,
16161,12:00.515,1,707.0,504.0,932.0,786.0,,,,,,,,,,,,,,,,
16176,12:01.015,1,755.0,455.0,972.0,744.0,,,,,,,,,,,,,,,,
16191,12:01.515,2,397.0,154.0,677.0,419.0,1206.0,124.0,1435.0,333.0,,,,,,,,,,,,
16206,12:02.015,2,1192.0,171.0,1417.0,416.0,379.0,169.0,662.0,472.0,,,,,,,,,,,,
16221,12:02.515,3,741.0,239.0,935.0,518.0,1329.0,477.0,1559.0,782.0,2077.0,586.0,2374.0,923.0,,,,,,,,
16236,12:03.015,3,1122.0,431.0,1347.0,733.0,509.0,158.0,731.0,423.0,1795.0,661.0,2040.0,948.0,,,,,,,,
16251,12:03.515,3,1013.0,552.0,1239.0,848.0,1680.0,757.0,1919.0,1052.0,407.0,248.0,632.0,529.0,,,,,,,,
16266,12:04.017,3,719.0,750.0,964.0,1057.0,1370.0,994.0,1582.0,1259.0,46.0,402.0,326.0,700.0,,,,,,,,
16281,12:04.517,3,1350.0,631.0,1569.0,875.0,739.0,926.0,994.0,1234.0,16.0,1187.0,277.0,1489.0,,,,,,,,
16296,12:05.017,3,1331.0,532.0,1562.0,767.0,802.0,955.0,1070.0,1238.0,191.0,1306.0,437.0,1512.0,,,,,,,,
16311,12:05.517,3,1257.0,523.0,1490.0,765.0,728.0,978.0,1001.0,1251.0,71.0,1363.0,318.0,1525.0,,,,,,,,
16326,12:06.017,2,800.0,426.0,1025.0,711.0,-42.0,672.0,288.0,1055.0,,,,,,,,,,,,
16341,12:06.517,3,716.0,501.0,949.0,835.0,1412.0,384.0,1624.0,664.0,-25.0,506.0,215.0,792.0,,,,,,,,
16356,12:07.017,2,1129.0,688.0,1330.0,952.0,367.0,550.0,640.0,890.0,,,,,,,,,,,,
16371,12:07.517,2,1052.0,413.0,1258.0,688.0,216.0,249.0,515.0,627.0,,,,,,,,,,,,
16386,12:08.018,2,835.0,227.0,1052.0,518.0,-124.0,170.0,211.0,540.0,,,,,,,,,,,,
16401,12:08.518,1,794.0,197.0,1018.0,493.0,,,,,,,,,,,,,,,,
16416,12:09.018,1,757.0,184.0,988.0,465.0,,,,,,,,,,,,,,,,
16431,12:09.518,4,1593.0,180.0,1816.0,433.0,127.0,155.0,379.0,427.0,869.0,172.0,1096.0,495.0,1933.0,442.0,2024.0,562.0,,,,
16446,12:10.018,2,718.0,479.0,935.0,754.0,1092.0,752.0,1167.0,866.0,,,,,,,,,,,,
16461,12:10.518,2,620.0,430.0,854.0,735.0,1041.0,722.0,1115.0,839.0,,,,,,,,,,,,
16476,12:11.018,2,663.0,411.0,890.0,698.0,1075.0,686.0,1151.0,802.0,,,,,,,,,,,,
16491,12:11.518,2,921.0,465.0,1123.0,718.0,79.0,387.0,392.0,754.0,,,,,,,,,,,,
16506,12:12.018,2,863.0,425.0,1071.0,695.0,0.0,348.0,331.0,745.0,,,,,,,,,,,,
16521,12:12.520,2,836.0,417.0,1045.0,698.0,-27.0,371.0,295.0,750.0,,,,,,,,,,,,
16536,12:13.020,3,933.0,238.0,1147.0,530.0,1302.0,518.0,1380.0,634.0,105.0,188.0,422.0,570.0,,,,,,,,
16551,12:13.512,3,794.0,287.0,1016.0,584.0,1193.0,552.0,1270.0,668.0,-51.0,247.0,264.0,627.0,,,,,,,,
16566,12:14.012,2,610.0,301.0,851.0,593.0,1052.0,555.0,1127.0,669.0,,,,,,,,,,,,
16581,12:14.512,2,638.0,305.0,880.0,614.0,1080.0,572.0,1155.0,687.0,,,,,,,,,,,,
16596,12:15.012,1,646.0,317.0,891.0,643.0,,,,,,,,,,,,,,,,
16611,12:15.512,3,835.0,319.0,1059.0,636.0,1474.0,316.0,1704.0,624.0,62.0,274.0,314.0,584.0,,,,,,,,
16626,12:16.012,3,1071.0,307.0,1289.0,620.0,1718.0,294.0,1969.0,612.0,395.0,268.0,606.0,559.0,,,,,,,,
16641,12:16.512,3,1052.0,309.0,1271.0,619.0,370.0,275.0,582.0,567.0,1695.0,288.0,1946.0,623.0,,,,,,,,
16656,12:17.013,3,1715.0,188.0,1976.0,480.0,348.0,165.0,570.0,445.0,1054.0,169.0,1278.0,486.0,,,,,,,,
16671,12:17.513,3,890.0,201.0,1115.0,521.0,1536.0,205.0,1770.0,520.0,125.0,167.0,370.0,471.0,,,,,,,,
16687,12:18.013,3,159.0,192.0,397.0,493.0,1550.0,236.0,1784.0,543.0,1944.0,511.0,2039.0,638.0,,,,,,,,
16702,12:18.513,3,0.0,267.0,260.0,585.0,1428.0,367.0,1647.0,655.0,1808.0,600.0,1894.0,719.0,,,,,,,,
16717,12:19.013,1,651.0,421.0,892.0,730.0,,,,,,,,,,,,,,,,
16732,12:19.513,1,847.0,387.0,1066.0,688.0,,,,,,,,,,,,,,,,
16747,12:20.013,4,884.0,402.0,1102.0,705.0,151.0,392.0,385.0,681.0,1512.0,364.0,1737.0,668.0,1915.0,615.0,2009.0,740.0,,,,
16762,12:20.513,4,862.0,258.0,1087.0,575.0,1509.0,236.0,1735.0,539.0,102.0,245.0,347.0,543.0,1906.0,501.0,1999.0,623.0,,,,
16777,12:21.015,3,1716.0,378.0,1959.0,687.0,414.0,401.0,621.0,680.0,2151.0,643.0,2256.0,780.0,,,,,,,,
16792,12:21.515,3,1745.0,367.0,1991.0,686.0,448.0,399.0,651.0,672.0,2184.0,638.0,2290.0,770.0,,,,,,,,
16807,12:22.015,3,433.0,409.0,636.0,676.0,1723.0,378.0,1969.0,690.0,2158.0,643.0,2264.0,772.0,,,,,,,,
16822,12:22.515,4,1684.0,393.0,1928.0,704.0,392.0,409.0,598.0,689.0,1144.0,628.0,1318.0,847.0,1065.0,451.0,1253.0,726.0,,,,
16837,12:23.015,3,1652.0,382.0,1890.0,699.0,330.0,392.0,539.0,672.0,1111.0,599.0,1288.0,834.0,,,,,,,,
