frame,time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y
8849,08:05.000,0,,,,
8850,09:44.387,0,,,,
8851,09:44.420,0,,,,
8852,09:44.453,0,,,,
8853,09:44.487,0,,,,
8854,09:44.520,0,,,,
8855,09:44.553,0,,,,
8856,09:44.587,0,,,,
8857,09:44.620,0,,,,
8858,09:44.653,0,,,,
8859,09:44.687,0,,,,
8860,09:44.720,0,,,,
8861,09:44.753,0,,,,
8862,09:44.787,0,,,,
8863,09:44.820,0,,,,
8864,09:44.853,0,,,,
8865,09:44.887,0,,,,
8866,09:44.920,0,,,,
8867,09:44.953,0,,,,
8868,09:44.987,0,,,,
8869,09:45.020,0,,,,
8870,09:45.053,0,,,,
8871,09:45.087,0,,,,
8872,09:45.120,0,,,,
8873,09:45.153,0,,,,
8874,09:45.187,0,,,,
8875,09:45.220,0,,,,
8876,09:45.253,0,,,,
8877,09:45.287,0,,,,
8878,09:45.320,0,,,,
8879,09:45.353,0,,,,
8880,09:45.387,0,,,,
8881,09:45.420,0,,,,
8882,09:45.453,0,,,,
8883,09:45.487,0,,,,
8884,09:45.520,0,,,,
8885,09:45.553,0,,,,
8886,09:45.587,0,,,,
8887,09:45.620,0,,,,
8888,09:45.653,0,,,,
8889,09:45.687,0,,,,
8890,09:45.720,0,,,,
8891,09:45.753,0,,,,
8892,09:45.787,0,,,,
8893,09:45.820,0,,,,
8894,09:45.853,0,,,,
8895,09:45.887,0,,,,
8896,09:45.920,0,,,,
8897,09:45.953,0,,,,
8898,09:45.987,0,,,,
8899,09:46.020,0,,,,
8900,09:46.053,0,,,,
8901,09:46.087,0,,,,
8902,09:46.120,0,,,,
8903,09:46.153,0,,,,
8904,09:46.187,0,,,,
8905,09:46.220,0,,,,
8906,09:46.253,0,,,,
8907,09:46.287,0,,,,
8908,09:46.320,0,,,,
8909,09:46.353,0,,,,
8910,09:46.387,0,,,,
8911,09:46.420,0,,,,
8912,09:46.453,0,,,,
8913,09:46.487,0,,,,
8914,09:46.520,0,,,,
8915,09:46.553,0,,,,
8916,09:46.587,0,,,,
8917,09:46.620,0,,,,
8918,09:46.653,0,,,,
8919,09:46.687,0,,,,
8920,09:46.720,0,,,,
8921,09:46.753,0,,,,
8922,09:46.787,0,,,,
8923,09:46.820,0,,,,
8924,09:46.853,0,,,,
8925,09:46.887,0,,,,
8926,09:46.920,0,,,,
8927,09:46.953,0,,,,
8928,09:46.987,0,,,,
8929,09:47.020,0,,,,
8930,09:47.053,0,,,,
8931,09:47.087,0,,,,
8932,09:47.120,0,,,,
8933,09:47.155,0,,,,
8934,09:47.188,0,,,,
8935,09:47.222,0,,,,
8936,09:47.255,0,,,,
8937,09:47.288,0,,,,
8938,09:47.322,0,,,,
8939,09:47.355,0,,,,
8940,09:47.388,0,,,,
8941,09:47.422,0,,,,
8942,09:47.455,0,,,,
8943,09:47.488,0,,,,
8944,09:47.522,0,,,,
8945,09:47.555,0,,,,
8946,09:47.588,0,,,,
8947,09:47.622,0,,,,
8948,09:47.655,0,,,,
8949,09:47.688,0,,,,
8950,09:47.722,0,,,,
8951,09:47.755,0,,,,
8952,09:47.788,0,,,,
8953,09:47.822,0,,,,
8954,09:47.855,0,,,,
8955,09:47.888,0,,,,
8956,09:47.922,0,,,,
8957,09:47.955,0,,,,
8958,09:47.988,0,,,,
8959,09:48.022,0,,,,
8960,09:48.055,0,,,,
8961,09:48.088,0,,,,
8962,09:48.122,0,,,,
8963,09:48.155,0,,,,
8964,09:48.188,0,,,,
8965,09:48.222,0,,,,
8966,09:48.255,0,,,,
8967,09:48.288,0,,,,
8968,09:48.322,0,,,,
8969,09:48.355,0,,,,
8970,09:48.388,0,,,,
8971,09:48.422,0,,,,
8972,09:48.455,0,,,,
8973,09:48.488,0,,,,
8974,09:48.522,0,,,,
8975,09:48.555,0,,,,
8976,09:48.588,0,,,,
8977,09:48.622,0,,,,
8978,09:48.655,0,,,,
8979,09:48.688,0,,,,
8980,09:48.722,0,,,,
8981,09:48.755,0,,,,
8982,09:48.788,0,,,,
8983,09:48.822,0,,,,
8984,09:48.855,0,,,,
8985,09:48.888,0,,,,
8986,09:48.922,0,,,,
8987,09:48.955,0,,,,
8988,09:48.988,0,,,,
8989,09:49.022,0,,,,
8990,09:49.055,0,,,,
8991,09:49.088,0,,,,
8992,09:49.122,0,,,,
8993,09:49.155,0,,,,
8994,09:49.188,0,,,,
8995,09:49.222,0,,,,
8996,09:49.255,0,,,,
8997,09:49.288,0,,,,
8998,09:49.322,0,,,,
8999,09:49.355,0,,,,
9000,09:49.388,0,,,,
9001,09:49.422,0,,,,
9002,09:49.455,0,,,,
9003,09:49.488,0,,,,
9004,09:49.522,0,,,,
9005,09:49.555,0,,,,
9006,09:49.588,0,,,,
9007,09:49.622,0,,,,
9008,09:49.655,0,,,,
9009,09:49.688,0,,,,
9010,09:49.722,0,,,,
9011,09:49.755,0,,,,
9012,09:49.788,0,,,,
9013,09:49.822,0,,,,
9014,09:49.855,0,,,,
9015,09:49.888,0,,,,
9016,09:49.922,0,,,,
9017,09:49.955,0,,,,
9018,09:49.988,0,,,,
9019,09:50.022,0,,,,
9020,09:50.055,0,,,,
9021,09:50.088,0,,,,
9022,09:50.122,0,,,,
9023,09:50.155,0,,,,
9024,09:50.188,0,,,,
9025,09:50.222,0,,,,
9026,09:50.255,0,,,,
9027,09:50.288,0,,,,
9028,09:50.322,0,,,,
9029,09:50.355,0,,,,
9030,09:50.388,0,,,,
9031,09:50.422,0,,,,
9032,09:50.455,0,,,,
9033,09:50.488,0,,,,
9034,09:50.522,0,,,,
9035,09:50.555,0,,,,
9036,09:50.588,0,,,,
9037,09:50.622,0,,,,
9038,09:50.655,0,,,,
9039,09:50.688,0,,,,
9040,09:50.722,0,,,,
9041,09:50.755,0,,,,
9042,09:50.788,0,,,,
9043,09:50.822,0,,,,
9044,09:50.855,0,,,,
9045,09:50.888,0,,,,
9046,09:50.922,0,,,,
9047,09:50.955,0,,,,
