frame,time,faces_detected_count,061_detected,061_tl_x,061_tl_y,061_br_x,061_br_y,062_detected,062_tl_x,062_tl_y,062_br_x,062_br_y,UNKNOWN_detected,UNKNOWN_tl_x,UNKNOWN_tl_y,UNKNOWN_br_x,UNKNOWN_br_y
5447,02:58.977,1,False,,,,,True,1275,394,1506,725,False,,,,
5462,02:59.470,1,False,,,,,True,1189,498,1415,822,False,,,,
5477,02:59.963,1,False,,,,,True,1143,595,1368,916,False,,,,
5492,03:00.456,1,False,,,,,True,1055,577,1276,895,False,,,,
5507,03:00.949,1,False,,,,,True,1015,641,1236,953,False,,,,
5522,03:01.442,1,False,,,,,True,1062,663,1282,974,False,,,,
5537,03:01.935,1,False,,,,,True,1085,669,1294,967,False,,,,
5552,03:02.428,1,False,,,,,True,1176,847,1384,1153,False,,,,
5567,03:02.920,1,False,,,,,True,1174,771,1369,1080,False,,,,
5582,03:03.413,1,False,,,,,True,1185,734,1384,1031,False,,,,
5597,03:03.906,1,False,,,,,True,1201,733,1398,1013,False,,,,
5612,03:04.399,1,False,,,,,True,1195,726,1389,1012,False,,,,
5627,03:04.892,1,False,,,,,True,1170,698,1369,998,False,,,,
5642,03:05.385,1,False,,,,,True,1149,713,1353,1003,False,,,,
5657,03:05.878,1,False,,,,,True,1138,732,1338,1029,False,,,,
5672,03:06.371,1,False,,,,,True,1130,738,1333,1027,False,,,,
5687,03:06.863,1,False,,,,,True,1120,720,1314,1005,False,,,,
5702,03:07.356,1,False,,,,,True,1092,732,1290,1022,False,,,,
5717,03:07.849,1,False,,,,,True,1101,739,1300,1031,False,,,,
5732,03:08.342,1,False,,,,,True,1101,727,1300,1011,False,,,,
5747,03:08.835,1,False,,,,,True,1119,739,1317,1029,False,,,,
5762,03:09.328,1,False,,,,,True,1136,732,1337,1038,False,,,,
5777,03:09.821,1,False,,,,,True,1139,747,1336,1034,False,,,,
5792,03:10.313,1,False,,,,,True,1106,729,1303,1013,False,,,,
5807,03:10.806,1,False,,,,,True,1107,727,1300,1010,False,,,,
5822,03:11.299,1,False,,,,,True,1120,747,1323,1027,False,,,,
5837,03:11.792,1,False,,,,,True,1114,763,1312,1066,False,,,,
5852,03:12.285,1,False,,,,,True,1106,762,1302,1042,False,,,,
5867,03:12.778,1,False,,,,,True,1105,770,1303,1051,False,,,,
5882,03:13.271,1,False,,,,,True,1119,780,1317,1062,False,,,,
5897,03:13.764,1,False,,,,,True,1080,657,1275,947,False,,,,
5912,03:14.256,1,False,,,,,True,1013,593,1217,890,False,,,,
5927,03:14.749,1,False,,,,,True,1073,616,1275,902,False,,,,
5942,03:15.242,1,False,,,,,True,1063,655,1264,944,False,,,,
5957,03:15.735,1,False,,,,,True,1069,677,1268,972,False,,,,
5972,03:16.228,1,False,,,,,True,1102,702,1306,993,False,,,,
5987,03:16.721,1,False,,,,,True,1128,718,1331,1015,False,,,,
6002,03:17.214,1,False,,,,,True,610,549,871,838,False,,,,
6017,03:17.707,1,False,,,,,True,885,809,1108,1087,False,,,,
6032,03:18.199,1,False,,,,,True,900,785,1116,1068,False,,,,
6047,03:18.692,1,False,,,,,True,921,897,1141,1196,False,,,,
6062,03:19.185,1,False,,,,,True,947,847,1183,1195,False,,,,
6077,03:19.678,1,False,,,,,True,1012,913,1242,1262,False,,,,
6092,03:20.171,1,False,,,,,True,1008,804,1233,1136,False,,,,
6107,03:20.664,1,False,,,,,True,1026,896,1254,1240,False,,,,
6122,03:21.157,1,False,,,,,True,1015,912,1242,1256,False,,,,
6137,03:21.650,1,False,,,,,True,1315,855,1545,1194,False,,,,
6152,03:22.142,1,False,,,,,True,992,758,1205,1084,False,,,,
6167,03:22.635,1,False,,,,,True,1100,550,1314,867,False,,,,
6182,03:23.128,1,False,,,,,True,1741,281,2030,653,False,,,,
6197,03:23.621,1,False,,,,,True,1337,429,1576,741,False,,,,
6212,03:24.114,1,False,,,,,True,1422,670,1651,966,False,,,,
6227,03:24.607,1,False,,,,,True,1147,1021,1347,1313,False,,,,
6242,03:25.100,0,False,,,,,False,,,,,False,,,,
6257,03:25.592,0,False,,,,,False,,,,,False,,,,
6272,03:26.085,0,False,,,,,False,,,,,False,,,,
6287,03:26.578,1,False,,,,,True,166,1133,447,1498,False,,,,
6302,03:27.071,1,False,,,,,True,495,973,729,1328,False,,,,
6317,03:27.564,1,False,,,,,True,935,558,1127,833,False,,,,
6332,03:28.057,1,False,,,,,True,1113,313,1304,604,False,,,,
6347,03:28.550,1,False,,,,,True,1085,340,1278,630,False,,,,
6362,03:29.043,1,False,,,,,True,1157,596,1355,881,False,,,,
6377,03:29.535,1,False,,,,,True,1159,619,1354,913,False,,,,
6392,03:30.028,1,False,,,,,True,1132,682,1330,964,False,,,,
6407,03:30.521,1,False,,,,,True,1117,722,1321,1013,False,,,,
6422,03:31.014,1,False,,,,,True,1111,675,1319,972,False,,,,
6437,03:31.507,1,False,,,,,True,1115,610,1326,912,False,,,,
6452,03:32.000,1,False,,,,,True,1100,599,1314,905,False,,,,
6467,03:32.493,1,False,,,,,True,1173,467,1385,768,False,,,,
6482,03:32.986,1,False,,,,,True,1312,192,1534,517,False,,,,
6497,03:33.478,1,False,,,,,True,1145,435,1357,747,False,,,,
6512,03:33.971,1,False,,,,,True,1169,584,1390,898,False,,,,
6527,03:34.464,1,False,,,,,True,1124,430,1352,759,False,,,,
6542,03:34.957,1,False,,,,,True,1152,349,1386,695,False,,,,
6557,03:35.450,1,False,,,,,True,1148,354,1381,700,False,,,,
6572,03:35.943,1,False,,,,,True,1107,592,1321,898,False,,,,
6587,03:36.436,1,False,,,,,True,468,495,709,823,False,,,,
6602,03:36.928,1,False,,,,,True,916,549,1126,850,False,,,,
6617,03:37.421,1,False,,,,,True,995,539,1209,838,False,,,,
6632,03:37.914,1,False,,,,,True,1009,563,1228,869,False,,,,
6647,03:38.407,1,False,,,,,True,972,572,1188,877,False,,,,
6662,03:38.900,1,False,,,,,True,926,584,1145,894,False,,,,
6677,03:39.393,1,False,,,,,True,965,590,1180,898,False,,,,
6692,03:39.886,1,False,,,,,True,964,610,1179,914,False,,,,
6707,03:40.379,1,False,,,,,True,962,614,1178,921,False,,,,
6722,03:40.871,1,False,,,,,True,968,618,1183,926,False,,,,
6737,03:41.364,1,False,,,,,True,966,593,1178,896,False,,,,
6752,03:41.857,1,False,,,,,True,929,581,1143,878,False,,,,
6767,03:42.350,1,False,,,,,True,1039,643,1242,937,False,,,,
6782,03:42.843,1,False,,,,,True,1372,450,1553,719,False,,,,
6797,03:43.336,1,False,,,,,True,1299,659,1525,984,False,,,,
6812,03:43.829,1,False,,,,,True,1175,338,1507,848,False,,,,
6827,03:44.322,1,False,,,,,True,1143,547,1476,1028,False,,,,
6842,03:44.814,1,False,,,,,True,1171,348,1397,692,False,,,,
6857,03:45.307,1,False,,,,,True,1103,542,1302,832,False,,,,
6872,03:45.800,1,False,,,,,True,1071,543,1269,827,False,,,,
6887,03:46.293,1,False,,,,,True,1061,572,1256,858,False,,,,
6902,03:46.786,1,False,,,,,True,1115,644,1319,933,False,,,,
6917,03:47.279,1,False,,,,,True,1138,772,1342,1063,False,,,,
6932,03:47.772,1,False,,,,,True,1149,754,1357,1048,False,,,,
6947,03:48.264,1,False,,,,,True,1329,426,1539,730,False,,,,
6962,03:48.757,0,False,,,,,False,,,,,False,,,,
6977,03:49.250,0,False,,,,,False,,,,,False,,,,
6992,03:49.743,1,False,,,,,False,,,,,True,166,115,316,388
7007,03:50.236,0,False,,,,,False,,,,,False,,,,
7022,03:50.729,1,False,,,,,True,1136,540,1341,817,False,,,,
7037,03:51.222,1,False,,,,,True,1166,630,1365,919,False,,,,
7052,03:51.715,1,False,,,,,True,1154,672,1357,968,False,,,,
7067,03:52.207,1,False,,,,,True,1174,694,1384,1017,False,,,,
7082,03:52.700,1,False,,,,,True,1187,754,1426,1118,False,,,,
7097,03:53.193,1,False,,,,,True,1122,726,1399,1130,False,,,,
7112,03:53.686,1,False,,,,,True,1115,1099,1367,1462,False,,,,
7127,03:54.179,1,False,,,,,True,1099,977,1307,1297,False,,,,
7142,03:54.672,1,False,,,,,True,1113,932,1302,1225,False,,,,
7157,03:55.165,1,False,,,,,True,1152,962,1343,1249,False,,,,
