frame,time,actual_video_time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y,face_2_tl_x,face_2_tl_y,face_2_br_x,face_2_br_y,face_3_tl_x,face_3_tl_y,face_3_br_x,face_3_br_y
12592,06:18.000,06:18.027,0,,,,,,,,,,,,,,,,
12607,06:18.500,06:18.527,0,,,,,,,,,,,,,,,,
12622,06:19.000,06:19.002,0,,,,,,,,,,,,,,,,
12637,06:19.500,06:19.527,0,,,,,,,,,,,,,,,,
12652,06:20.000,06:20.027,0,,,,,,,,,,,,,,,,
12667,06:20.500,06:20.527,0,,,,,,,,,,,,,,,,
12682,06:21.000,06:21.027,0,,,,,,,,,,,,,,,,
12697,06:21.500,06:21.527,0,,,,,,,,,,,,,,,,
12712,06:22.000,06:22.027,0,,,,,,,,,,,,,,,,
12727,06:22.500,06:22.528,0,,,,,,,,,,,,,,,,
12742,06:23.000,06:23.028,0,,,,,,,,,,,,,,,,
12758,06:23.500,06:23.512,0,,,,,,,,,,,,,,,,
12775,06:24.000,06:24.028,0,,,,,,,,,,,,,,,,
12787,06:24.500,06:24.520,0,,,,,,,,,,,,,,,,
12802,06:25.000,06:25.028,0,,,,,,,,,,,,,,,,
12817,06:25.500,06:25.528,0,,,,,,,,,,,,,,,,
12832,06:26.000,06:26.028,0,,,,,,,,,,,,,,,,
12848,06:26.500,06:26.505,1,1210.0,702.0,1311.0,830.0,,,,,,,,,,,,
12864,06:27.000,06:27.030,2,1390.0,688.0,1558.0,932.0,136.0,720.0,298.0,886.0,,,,,,,,
12879,06:27.500,06:27.530,2,1423.0,524.0,1542.0,676.0,12.0,504.0,251.0,763.0,,,,,,,,
12894,06:28.000,06:28.030,2,421.0,472.0,619.0,713.0,1775.0,500.0,1913.0,665.0,,,,,,,,
12909,06:28.500,06:28.522,1,1285.0,601.0,1396.0,750.0,,,,,,,,,,,,
12924,06:29.000,06:29.022,2,1105.0,558.0,1212.0,707.0,2268.0,510.0,2458.0,792.0,,,,,,,,
12939,06:29.500,06:29.522,2,1083.0,564.0,1188.0,708.0,2224.0,518.0,2422.0,806.0,,,,,,,,
12951,06:30.000,06:30.197,2,1090.0,597.0,1198.0,746.0,2233.0,550.0,2431.0,834.0,,,,,,,,
12960,06:30.500,06:30.523,1,163.0,677.0,267.0,823.0,,,,,,,,,,,,
12975,06:31.000,06:31.023,1,586.0,672.0,687.0,813.0,,,,,,,,,,,,
12990,06:31.500,06:31.523,2,815.0,625.0,911.0,755.0,-57.0,549.0,189.0,866.0,,,,,,,,
13005,06:32.000,06:32.023,0,,,,,,,,,,,,,,,,
13020,06:32.500,06:32.523,0,,,,,,,,,,,,,,,,
13035,06:33.000,06:33.023,0,,,,,,,,,,,,,,,,
13050,06:33.500,06:33.523,1,1447.0,640.0,1657.0,921.0,,,,,,,,,,,,
13065,06:34.000,06:34.023,1,1418.0,598.0,1629.0,885.0,,,,,,,,,,,,
13080,06:34.500,06:34.523,1,1338.0,624.0,1538.0,898.0,,,,,,,,,,,,
13095,06:35.000,06:35.025,1,1357.0,631.0,1560.0,916.0,,,,,,,,,,,,
