frame,time,actual_video_time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y,face_2_tl_x,face_2_tl_y,face_2_br_x,face_2_br_y,face_3_tl_x,face_3_tl_y,face_3_br_x,face_3_br_y
1917,00:58.000,00:58.042,0,,,,,,,,,,,,,,,,
1931,00:58.500,00:58.508,0,,,,,,,,,,,,,,,,
1946,00:59.000,00:59.008,0,,,,,,,,,,,,,,,,
1961,00:59.500,00:59.508,0,,,,,,,,,,,,,,,,
1976,01:00.000,01:00.008,0,,,,,,,,,,,,,,,,
1991,01:00.500,01:00.500,0,,,,,,,,,,,,,,,,
2006,01:01.000,01:01.000,0,,,,,,,,,,,,,,,,
2021,01:01.500,01:01.500,0,,,,,,,,,,,,,,,,
2036,01:02.000,01:02.002,0,,,,,,,,,,,,,,,,
2051,01:02.500,01:02.502,0,,,,,,,,,,,,,,,,
2064,01:03.000,01:03.010,0,,,,,,,,,,,,,,,,
2080,01:03.500,01:03.527,0,,,,,,,,,,,,,,,,
2095,01:04.000,01:04.027,0,,,,,,,,,,,,,,,,
2106,01:04.500,01:04.502,0,,,,,,,,,,,,,,,,
2121,01:05.000,01:05.002,0,,,,,,,,,,,,,,,,
2136,01:05.500,01:05.502,0,,,,,,,,,,,,,,,,
2151,01:06.000,01:06.003,1,959.0,1028.0,1097.0,1243.0,,,,,,,,,,,,
2166,01:06.500,01:06.503,2,2110.0,980.0,2272.0,1180.0,927.0,917.0,1068.0,1127.0,,,,,,,,
2181,01:07.000,01:07.003,1,1248.0,888.0,1358.0,1049.0,,,,,,,,,,,,
2196,01:07.500,01:07.503,1,1262.0,951.0,1370.0,1114.0,,,,,,,,,,,,
2211,01:08.000,01:08.003,2,386.0,970.0,524.0,1159.0,1479.0,861.0,1646.0,1057.0,,,,,,,,
2226,01:08.500,01:08.503,2,1380.0,847.0,1565.0,1058.0,251.0,994.0,406.0,1189.0,,,,,,,,
2241,01:09.000,01:09.003,2,1231.0,888.0,1341.0,1046.0,-50.0,961.0,151.0,1203.0,,,,,,,,
2256,01:09.500,01:09.503,2,1476.0,874.0,1595.0,1051.0,364.0,897.0,525.0,1126.0,,,,,,,,
2271,01:10.000,01:10.005,1,1290.0,918.0,1400.0,1109.0,,,,,,,,,,,,
2286,01:10.500,01:10.505,2,2109.0,863.0,2274.0,1073.0,1040.0,860.0,1158.0,1052.0,,,,,,,,
2300,01:11.000,01:11.005,0,,,,,,,,,,,,,,,,
2315,01:11.500,01:11.505,0,,,,,,,,,,,,,,,,
2330,01:12.000,01:12.005,1,2133.0,904.0,2283.0,1095.0,,,,,,,,,,,,
2345,01:12.500,01:12.505,2,1198.0,909.0,1304.0,1061.0,1858.0,754.0,2128.0,1058.0,,,,,,,,
2360,01:13.000,01:13.005,2,1263.0,905.0,1374.0,1051.0,1888.0,695.0,2128.0,978.0,,,,,,,,
2375,01:13.500,01:13.505,2,1428.0,876.0,1542.0,1030.0,2106.0,682.0,2374.0,974.0,,,,,,,,
2390,01:14.000,01:14.007,1,1709.0,873.0,1836.0,1031.0,,,,,,,,,,,,
2405,01:14.500,01:14.507,1,-3.0,867.0,290.0,1185.0,,,,,,,,,,,,
2421,01:15.000,01:15.040,1,796.0,879.0,1002.0,1147.0,,,,,,,,,,,,
2435,01:15.500,01:15.507,1,844.0,798.0,1049.0,1065.0,,,,,,,,,,,,
2450,01:16.000,01:16.007,1,904.0,712.0,1103.0,974.0,,,,,,,,,,,,
2465,01:16.500,01:16.507,1,904.0,693.0,1096.0,950.0,,,,,,,,,,,,
2480,01:17.000,01:17.007,1,810.0,705.0,1004.0,955.0,,,,,,,,,,,,
2495,01:17.500,01:17.508,1,543.0,891.0,761.0,1165.0,,,,,,,,,,,,
2510,01:18.000,01:18.008,1,2071.0,1061.0,2226.0,1248.0,,,,,,,,,,,,
2525,01:18.500,01:18.508,2,1542.0,824.0,1781.0,1103.0,914.0,983.0,1025.0,1141.0,,,,,,,,
2540,01:19.000,01:19.008,2,1333.0,871.0,1441.0,1021.0,2049.0,708.0,2383.0,1039.0,,,,,,,,
2555,01:19.500,01:19.508,2,1309.0,836.0,1415.0,985.0,2017.0,677.0,2346.0,1012.0,,,,,,,,
2570,01:20.000,01:20.008,0,,,,,,,,,,,,,,,,
2585,01:20.500,01:20.500,1,828.0,767.0,1019.0,1020.0,,,,,,,,,,,,
2600,01:21.000,01:21.000,0,,,,,,,,,,,,,,,,
2615,01:21.500,01:21.502,1,1498.0,862.0,1608.0,1014.0,,,,,,,,,,,,
2630,01:22.000,01:22.002,2,1342.0,839.0,1446.0,987.0,2060.0,695.0,2373.0,1039.0,,,,,,,,
2645,01:22.500,01:22.502,1,1497.0,833.0,1609.0,989.0,,,,,,,,,,,,
2660,01:23.000,01:23.002,0,,,,,,,,,,,,,,,,
2675,01:23.500,01:23.502,1,411.0,829.0,650.0,1123.0,,,,,,,,,,,,
2690,01:24.000,01:24.002,1,834.0,854.0,1029.0,1120.0,,,,,,,,,,,,
2705,01:24.500,01:24.502,1,813.0,862.0,952.0,1117.0,,,,,,,,,,,,
2720,01:25.000,01:25.002,0,,,,,,,,,,,,,,,,
2735,01:25.500,01:25.503,0,,,,,,,,,,,,,,,,
2750,01:26.000,01:26.003,0,,,,,,,,,,,,,,,,
2765,01:26.500,01:26.503,0,,,,,,,,,,,,,,,,
2780,01:27.000,01:27.003,0,,,,,,,,,,,,,,,,
2795,01:27.500,01:27.503,0,,,,,,,,,,,,,,,,
2810,01:28.000,01:28.003,0,,,,,,,,,,,,,,,,
2825,01:28.500,01:28.503,0,,,,,,,,,,,,,,,,
2840,01:29.000,01:29.003,0,,,,,,,,,,,,,,,,
2855,01:29.500,01:29.505,0,,,,,,,,,,,,,,,,
2870,01:30.000,01:30.005,0,,,,,,,,,,,,,,,,
2885,01:30.500,01:30.505,1,2131.0,980.0,2283.0,1181.0,,,,,,,,,,,,
2900,01:31.000,01:31.005,1,1846.0,951.0,1974.0,1137.0,,,,,,,,,,,,
2915,01:31.500,01:31.505,1,1744.0,969.0,1865.0,1133.0,,,,,,,,,,,,
2930,01:32.000,01:32.005,1,1962.0,959.0,2099.0,1130.0,,,,,,,,,,,,
2945,01:32.500,01:32.505,1,1979.0,934.0,2118.0,1112.0,,,,,,,,,,,,
2960,01:33.000,01:33.005,1,2060.0,926.0,2209.0,1100.0,,,,,,,,,,,,
2975,01:33.500,01:33.507,1,2204.0,952.0,2367.0,1133.0,,,,,,,,,,,,
2990,01:34.000,01:34.007,1,2274.0,933.0,2420.0,1118.0,,,,,,,,,,,,
3005,01:34.500,01:34.507,1,2308.0,915.0,2443.0,1100.0,,,,,,,,,,,,
3020,01:35.000,01:35.007,0,,,,,,,,,,,,,,,,
3035,01:35.500,01:35.507,1,1956.0,928.0,2093.0,1099.0,,,,,,,,,,,,
3050,01:36.000,01:36.007,1,1682.0,884.0,1800.0,1045.0,,,,,,,,,,,,
3065,01:36.500,01:36.507,1,1845.0,911.0,1976.0,1080.0,,,,,,,,,,,,
3080,01:37.000,01:37.007,1,2213.0,896.0,2382.0,1081.0,,,,,,,,,,,,
3095,01:37.500,01:37.508,1,122.0,1047.0,410.0,1277.0,,,,,,,,,,,,
3110,01:38.000,01:38.008,1,681.0,874.0,892.0,1098.0,,,,,,,,,,,,
3125,01:38.500,01:38.508,1,831.0,687.0,1032.0,899.0,,,,,,,,,,,,
3140,01:39.000,01:39.008,1,1009.0,643.0,1207.0,874.0,,,,,,,,,,,,
3155,01:39.500,01:39.508,1,774.0,554.0,974.0,819.0,,,,,,,,,,,,
3170,01:40.000,01:40.000,0,,,,,,,,,,,,,,,,
3185,01:40.500,01:40.500,0,,,,,,,,,,,,,,,,
3200,01:41.000,01:41.000,0,,,,,,,,,,,,,,,,
3215,01:41.500,01:41.502,1,427.0,283.0,625.0,570.0,,,,,,,,,,,,
3230,01:42.000,01:42.002,1,881.0,579.0,1024.0,821.0,,,,,,,,,,,,
3245,01:42.500,01:42.502,0,,,,,,,,,,,,,,,,
3260,01:43.000,01:43.002,0,,,,,,,,,,,,,,,,
3275,01:43.500,01:43.502,0,,,,,,,,,,,,,,,,
3290,01:44.000,01:44.002,1,1595.0,883.0,1707.0,1038.0,,,,,,,,,,,,
3305,01:44.500,01:44.502,2,1577.0,840.0,1688.0,990.0,2252.0,648.0,2484.0,960.0,,,,,,,,
3320,01:45.000,01:45.002,1,1892.0,819.0,2024.0,979.0,,,,,,,,,,,,
3335,01:45.500,01:45.503,0,,,,,,,,,,,,,,,,
3350,01:46.000,01:46.003,1,2231.0,813.0,2387.0,991.0,,,,,,,,,,,,
3365,01:46.500,01:46.503,1,2202.0,835.0,2363.0,1008.0,,,,,,,,,,,,
3380,01:47.000,01:47.003,1,1636.0,1011.0,1753.0,1166.0,,,,,,,,,,,,
3395,01:47.500,01:47.503,2,1206.0,976.0,1313.0,1116.0,1782.0,726.0,2015.0,1015.0,,,,,,,,
3410,01:48.000,01:48.003,2,1109.0,882.0,1216.0,1020.0,1680.0,655.0,1904.0,925.0,,,,,,,,
3425,01:48.500,01:48.503,2,1355.0,847.0,1462.0,980.0,1986.0,594.0,2255.0,904.0,,,,,,,,
3440,01:49.000,01:49.003,2,1101.0,957.0,1209.0,1096.0,1675.0,733.0,1892.0,1013.0,,,,,,,,
3455,01:49.500,01:49.505,2,1333.0,901.0,1441.0,1037.0,1962.0,653.0,2225.0,958.0,,,,,,,,
3470,01:50.000,01:50.005,1,1631.0,834.0,1748.0,981.0,,,,,,,,,,,,
3485,01:50.500,01:50.505,1,1883.0,825.0,2016.0,978.0,,,,,,,,,,,,
3500,01:51.000,01:51.005,1,2056.0,791.0,2207.0,950.0,,,,,,,,,,,,
3515,01:51.500,01:51.505,1,2227.0,817.0,2389.0,984.0,,,,,,,,,,,,
3530,01:52.000,01:52.005,1,2309.0,829.0,2446.0,1005.0,,,,,,,,,,,,
3545,01:52.500,01:52.505,0,,,,,,,,,,,,,,,,
3560,01:53.000,01:53.005,0,,,,,,,,,,,,,,,,
3575,01:53.500,01:53.507,1,2257.0,884.0,2414.0,1056.0,,,,,,,,,,,,
3590,01:54.000,01:54.007,0,,,,,,,,,,,,,,,,
3605,01:54.500,01:54.507,0,,,,,,,,,,,,,,,,
3620,01:55.000,01:55.007,0,,,,,,,,,,,,,,,,
3635,01:55.500,01:55.507,0,,,,,,,,,,,,,,,,
3650,01:56.000,01:56.007,1,506.0,818.0,703.0,1081.0,,,,,,,,,,,,
3665,01:56.500,01:56.507,1,-48.0,813.0,189.0,1110.0,,,,,,,,,,,,
3680,01:57.000,01:57.007,0,,,,,,,,,,,,,,,,
3695,01:57.500,01:57.508,0,,,,,,,,,,,,,,,,
3710,01:58.000,01:58.008,0,,,,,,,,,,,,,,,,
3725,01:58.500,01:58.508,0,,,,,,,,,,,,,,,,
3740,01:59.000,01:59.008,0,,,,,,,,,,,,,,,,
3755,01:59.500,01:59.508,0,,,,,,,,,,,,,,,,
3770,02:00.000,02:00.000,0,,,,,,,,,,,,,,,,
3785,02:00.500,02:00.500,0,,,,,,,,,,,,,,,,
3800,02:01.000,02:01.000,0,,,,,,,,,,,,,,,,
3815,02:01.500,02:01.502,0,,,,,,,,,,,,,,,,
3830,02:02.000,02:02.002,0,,,,,,,,,,,,,,,,
3845,02:02.500,02:02.502,0,,,,,,,,,,,,,,,,
3860,02:03.000,02:03.002,0,,,,,,,,,,,,,,,,
3875,02:03.500,02:03.502,0,,,,,,,,,,,,,,,,
3890,02:04.000,02:04.002,0,,,,,,,,,,,,,,,,
3905,02:04.500,02:04.502,0,,,,,,,,,,,,,,,,
3920,02:05.000,02:05.002,0,,,,,,,,,,,,,,,,
3935,02:05.500,02:05.503,0,,,,,,,,,,,,,,,,
3950,02:06.000,02:06.003,0,,,,,,,,,,,,,,,,
3965,02:06.500,02:06.503,0,,,,,,,,,,,,,,,,
3980,02:07.000,02:07.003,0,,,,,,,,,,,,,,,,
3995,02:07.500,02:07.503,0,,,,,,,,,,,,,,,,
4010,02:08.000,02:08.003,1,82.0,849.0,294.0,1124.0,,,,,,,,,,,,
4025,02:08.500,02:08.503,0,,,,,,,,,,,,,,,,
4040,02:09.000,02:09.003,0,,,,,,,,,,,,,,,,
4055,02:09.500,02:09.505,0,,,,,,,,,,,,,,,,
4070,02:10.000,02:10.005,0,,,,,,,,,,,,,,,,
4085,02:10.500,02:10.505,0,,,,,,,,,,,,,,,,
4100,02:11.000,02:11.005,0,,,,,,,,,,,,,,,,
4115,02:11.500,02:11.505,0,,,,,,,,,,,,,,,,
4130,02:12.000,02:12.005,0,,,,,,,,,,,,,,,,
4145,02:12.500,02:12.505,0,,,,,,,,,,,,,,,,
4160,02:13.000,02:13.005,1,1963.0,910.0,2104.0,1092.0,,,,,,,,,,,,
4175,02:13.500,02:13.507,2,1473.0,915.0,1583.0,1067.0,2098.0,770.0,2373.0,1068.0,,,,,,,,
4190,02:14.000,02:14.007,2,1073.0,848.0,1182.0,998.0,1584.0,678.0,1790.0,944.0,,,,,,,,
4205,02:14.500,02:14.507,2,1360.0,736.0,1471.0,886.0,1905.0,519.0,2158.0,821.0,,,,,,,,
4220,02:15.000,02:15.007,1,1744.0,779.0,1869.0,937.0,,,,,,,,,,,,
4235,02:15.500,02:15.507,2,1590.0,798.0,1705.0,954.0,2178.0,622.0,2460.0,963.0,,,,,,,,
4250,02:16.000,02:16.007,1,1844.0,808.0,1977.0,969.0,,,,,,,,,,,,
4265,02:16.500,02:16.507,1,2275.0,832.0,2423.0,1011.0,,,,,,,,,,,,
4280,02:17.000,02:17.007,1,-74.0,864.0,117.0,1135.0,,,,,,,,,,,,
4295,02:17.500,02:17.508,1,535.0,820.0,700.0,1080.0,,,,,,,,,,,,
4310,02:18.000,02:18.008,0,,,,,,,,,,,,,,,,
4325,02:18.500,02:18.508,0,,,,,,,,,,,,,,,,
4340,02:19.000,02:19.000,0,,,,,,,,,,,,,,,,
4355,02:19.500,02:19.500,0,,,,,,,,,,,,,,,,
4370,02:20.000,02:20.000,0,,,,,,,,,,,,,,,,
4385,02:20.500,02:20.500,0,,,,,,,,,,,,,,,,
4400,02:21.000,02:21.000,0,,,,,,,,,,,,,,,,
4415,02:21.500,02:21.502,0,,,,,,,,,,,,,,,,
4430,02:22.000,02:22.002,1,2292.0,933.0,2435.0,1104.0,,,,,,,,,,,,
4445,02:22.500,02:22.502,1,2130.0,876.0,2286.0,1056.0,,,,,,,,,,,,
4460,02:23.000,02:23.002,1,2263.0,859.0,2418.0,1044.0,,,,,,,,,,,,
4475,02:23.500,02:23.502,0,,,,,,,,,,,,,,,,
4490,02:24.000,02:24.002,0,,,,,,,,,,,,,,,,
4505,02:24.500,02:24.502,0,,,,,,,,,,,,,,,,
4520,02:25.000,02:25.002,0,,,,,,,,,,,,,,,,
4535,02:25.500,02:25.503,0,,,,,,,,,,,,,,,,
4550,02:26.000,02:26.003,0,,,,,,,,,,,,,,,,
4565,02:26.500,02:26.503,0,,,,,,,,,,,,,,,,
