frame,time,gaze_x,gaze_y,gaze_delta_x,gaze_delta_y,gaze_delta_euclidean,faces_detected_count,gaze_on_any_face,008_detected,008_tl_x,008_tl_y,008_br_x,008_br_y,gaze_on_008,009_detected,009_tl_x,009_tl_y,009_br_x,009_br_y,gaze_on_009,010_detected,010_tl_x,010_tl_y,010_br_x,010_br_y,gaze_on_010,011_detected,011_tl_x,011_tl_y,011_br_x,011_br_y,gaze_on_011,UNKNOWN_detected,UNKNOWN_tl_x,UNKNOWN_tl_y,UNKNOWN_br_x,UNKNOWN_br_y,gaze_on_UNKNOWN
18496,10:15.968,182,68,,,,1,False,True,319,676,425,796,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
18511,10:16.468,182,68,0.0,0.0,0.0,1,False,True,331,675,438,793,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
18526,10:16.968,182,68,0.0,0.0,0.0,1,False,True,323,697,430,821,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
18541,10:17.467,182,68,0.0,0.0,0.0,1,False,True,386,728,488,847,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
18556,10:17.967,182,68,0.0,0.0,0.0,1,False,True,399,732,499,853,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
18571,10:18.466,182,68,0.0,0.0,0.0,1,False,True,396,748,496,871,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
18586,10:18.966,182,68,0.0,0.0,0.0,1,False,True,366,861,467,981,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
18601,10:19.465,182,68,0.0,0.0,0.0,1,False,True,304,1038,409,1164,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
18616,10:19.965,182,68,0.0,0.0,0.0,1,False,True,341,1041,446,1168,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
18631,10:20.464,182,68,0.0,0.0,0.0,1,False,True,356,1062,460,1188,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
18646,10:20.964,182,68,0.0,0.0,0.0,1,False,True,404,1042,505,1167,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
18661,10:21.463,182,58,0.0,-10.0,10.0,1,False,True,418,1011,518,1131,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
18676,10:21.963,182,58,0.0,0.0,0.0,1,False,True,426,925,524,1045,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
18691,10:22.462,182,58,0.0,0.0,0.0,1,False,True,423,919,521,1038,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
18706,10:22.962,182,58,0.0,0.0,0.0,1,False,True,421,922,521,1041,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
18721,10:23.462,182,58,0.0,0.0,0.0,1,False,True,419,900,519,1030,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
18736,10:23.961,182,58,0.0,0.0,0.0,1,False,True,426,892,524,1024,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
18751,10:24.461,182,58,0.0,0.0,0.0,1,False,True,408,891,510,1026,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
18766,10:24.960,182,58,0.0,0.0,0.0,1,False,True,422,875,521,1002,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
18781,10:25.460,182,58,0.0,0.0,0.0,1,False,True,708,868,796,984,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
18796,10:25.959,182,58,0.0,0.0,0.0,1,False,True,748,958,836,1071,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
18811,10:26.459,182,58,0.0,0.0,0.0,1,False,True,647,928,738,1045,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
18826,10:26.958,182,58,0.0,0.0,0.0,1,False,True,624,977,719,1093,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
18841,10:27.458,182,58,0.0,0.0,0.0,1,False,True,575,954,670,1072,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
18856,10:27.957,182,58,0.0,0.0,0.0,1,False,True,570,962,665,1081,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
18871,10:28.457,182,58,0.0,0.0,0.0,1,False,True,578,948,673,1066,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
18886,10:28.957,182,58,0.0,0.0,0.0,1,False,True,598,934,692,1048,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
18901,10:29.456,182,58,0.0,0.0,0.0,1,False,True,678,795,767,908,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
18916,10:29.956,182,58,0.0,0.0,0.0,1,False,True,612,822,704,938,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
18931,10:30.455,182,58,0.0,0.0,0.0,1,False,True,580,828,675,945,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
18946,10:30.955,182,58,0.0,0.0,0.0,1,False,True,567,826,663,943,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
18961,10:31.454,182,68,0.0,10.0,10.0,1,False,True,542,825,637,943,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
18976,10:31.954,182,68,0.0,0.0,0.0,1,False,True,548,807,641,924,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
18991,10:32.453,182,68,0.0,0.0,0.0,1,False,True,540,813,630,928,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
19006,10:32.953,182,68,0.0,0.0,0.0,1,False,True,528,809,619,926,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
19021,10:33.452,182,58,0.0,-10.0,10.0,1,False,True,541,819,631,933,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
19036,10:33.952,182,58,0.0,0.0,0.0,1,False,True,628,800,717,915,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
19051,10:34.451,182,58,0.0,0.0,0.0,3,False,True,1460,823,1543,931,False,False,,,,,False,True,-123,619,135,981,False,True,788,720,892,864,False,False,,,,,False
19066,10:34.951,182,58,0.0,0.0,0.0,2,False,True,1279,821,1359,924,False,False,,,,,False,False,,,,,False,False,,,,,False,True,585,701,698,846,False
19081,10:35.451,182,68,0.0,10.0,10.0,2,False,True,1098,829,1177,938,False,False,,,,,False,False,,,,,False,False,,,,,False,True,320,686,458,848,False
19096,10:35.950,182,68,0.0,0.0,0.0,1,False,True,527,799,621,915,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
19111,10:36.450,182,68,0.0,0.0,0.0,1,False,True,608,812,694,926,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
19126,10:36.949,182,68,0.0,0.0,0.0,1,False,True,604,827,687,939,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
19141,10:37.449,182,68,0.0,0.0,0.0,1,False,True,608,838,690,948,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
19156,10:37.948,182,68,0.0,0.0,0.0,1,False,True,627,823,713,937,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
19171,10:38.448,182,68,0.0,0.0,0.0,1,False,True,610,831,698,942,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
19186,10:38.947,182,68,0.0,0.0,0.0,1,False,True,617,818,704,932,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
19201,10:39.447,182,58,0.0,-10.0,10.0,1,False,True,622,821,706,933,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
19216,10:39.946,182,58,0.0,0.0,0.0,1,False,True,617,821,704,934,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
19231,10:40.446,182,58,0.0,0.0,0.0,1,False,True,603,822,691,934,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
19246,10:40.946,182,58,0.0,0.0,0.0,1,False,True,585,836,677,953,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
19261,10:41.445,182,68,0.0,10.0,10.0,1,False,True,583,841,676,960,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
19276,10:41.945,182,68,0.0,0.0,0.0,1,False,True,575,841,669,958,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
19291,10:42.444,182,68,0.0,0.0,0.0,1,False,True,574,820,666,934,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
19306,10:42.944,182,68,0.0,0.0,0.0,1,False,True,577,800,671,910,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
19321,10:43.443,182,68,0.0,0.0,0.0,1,False,True,587,800,679,914,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
19336,10:43.943,182,68,0.0,0.0,0.0,1,False,True,591,774,684,889,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
19351,10:44.442,182,68,0.0,0.0,0.0,1,False,True,560,708,656,829,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
19366,10:44.942,182,68,0.0,0.0,0.0,1,False,True,550,809,645,929,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
