total_frames_queried,avg_faces_per_frame,pct_gaze_on_any_face,mean_gaze_delta_x,mean_gaze_delta_y,mean_gaze_euclidean,pct_gaze_on_008,pct_gaze_on_009,pct_gaze_on_010,pct_gaze_on_011,pct_gaze_on_UNKNOWN
364,1.18,4.4,228.78,164.38,293.99,0.0,2.75,1.65,0.0,0.0
