frame,time,gaze_x,gaze_y,gaze_delta_x,gaze_delta_y,gaze_delta_euclidean,faces_detected_count,gaze_on_any_face,008_detected,008_tl_x,008_tl_y,008_br_x,008_br_y,gaze_on_008,009_detected,009_tl_x,009_tl_y,009_br_x,009_br_y,gaze_on_009,010_detected,010_tl_x,010_tl_y,010_br_x,010_br_y,gaze_on_010,011_detected,011_tl_x,011_tl_y,011_br_x,011_br_y,gaze_on_011,UNKNOWN_detected,UNKNOWN_tl_x,UNKNOWN_tl_y,UNKNOWN_br_x,UNKNOWN_br_y,gaze_on_UNKNOWN
4000,02:10.456,182.0,68.0,0.0,0.0,0.0,2,False,False,,,,,False,False,,,,,False,True,1063,1027,1156,1152,False,True,1508,929,1663,1143,False,False,,,,,False
4015,02:10.945,182.0,68.0,0.0,0.0,0.0,2,False,False,,,,,False,False,,,,,False,True,1019,926,1113,1050,False,True,1444,839,1598,1049,False,False,,,,,False
4030,02:11.434,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,True,982,908,1118,1099,False,False,,,,,False,False,,,,,False,False,,,,,False
4045,02:11.923,1088.0,922.0,906.0,854.0,1245.0510029713641,1,True,False,,,,,False,True,983,829,1142,1029,True,False,,,,,False,False,,,,,False,False,,,,,False
4060,02:12.413,182.0,58.0,-906.0,-864.0,1251.931308019733,1,False,False,,,,,False,True,942,908,1097,1105,False,False,,,,,False,False,,,,,False,False,,,,,False
4075,02:12.902,182.0,58.0,0.0,0.0,0.0,1,False,False,,,,,False,True,941,927,1091,1129,False,False,,,,,False,False,,,,,False,False,,,,,False
4090,02:13.391,182.0,58.0,0.0,0.0,0.0,1,False,False,,,,,False,True,966,895,1109,1085,False,False,,,,,False,False,,,,,False,False,,,,,False
4105,02:13.880,182.0,68.0,0.0,10.0,10.0,1,False,False,,,,,False,True,1088,784,1239,999,False,False,,,,,False,False,,,,,False,False,,,,,False
4120,02:14.369,,,,,,1,False,False,,,,,False,True,1129,764,1251,960,False,False,,,,,False,False,,,,,False,False,,,,,False
4135,02:14.859,,,,,,1,False,False,,,,,False,True,1028,675,1144,885,False,False,,,,,False,False,,,,,False,False,,,,,False
4150,02:15.348,,,,,,1,False,False,,,,,False,True,984,599,1114,828,False,False,,,,,False,False,,,,,False,False,,,,,False
4165,02:15.837,1330.0,690.0,,,,1,False,False,,,,,False,True,1350,613,1496,835,False,False,,,,,False,False,,,,,False,False,,,,,False
4180,02:16.326,1624.0,654.0,294.0,-36.0,296.1958811327396,0,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
4195,02:16.816,,,,,,0,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
4210,02:17.305,1798.0,1162.0,,,,2,False,False,,,,,False,False,,,,,False,True,1289,1072,1380,1195,False,False,,,,,False,True,1838,1054,2011,1267,False
4225,02:17.794,1350.0,1070.0,-448.0,-92.0,457.348882145786,2,True,False,,,,,False,False,,,,,False,True,737,1027,841,1160,False,True,1293,964,1450,1179,True,False,,,,,False
4240,02:18.283,1340.0,1108.0,-10.0,38.0,39.293765408777,2,False,False,,,,,False,False,,,,,False,True,633,1348,760,1508,False,False,,,,,False,True,1313,1262,1508,1506,False
4255,02:18.772,1246.0,688.0,-94.0,-420.0,430.3905203417009,2,False,False,,,,,False,False,,,,,False,True,676,913,794,1057,False,True,1295,813,1454,1035,False,False,,,,,False
4270,02:19.262,362.0,526.0,-884.0,-162.0,898.7213138676527,2,False,False,,,,,False,False,,,,,False,True,1032,840,1130,970,False,True,1518,806,1620,988,False,False,,,,,False
4285,02:19.751,1796.0,690.0,1434.0,164.0,1443.3474980059375,2,False,False,,,,,False,False,,,,,False,True,1208,916,1304,1045,False,True,1730,924,1829,1102,False,False,,,,,False
4300,02:20.240,182.0,68.0,-1614.0,-622.0,1729.7051771906104,2,False,False,,,,,False,False,,,,,False,True,1304,915,1397,1038,False,True,1808,914,1904,1093,False,False,,,,,False
4315,02:20.729,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,False,,,,,False,True,1197,864,1288,985,False,False,,,,,False,False,,,,,False
4330,02:21.218,182.0,68.0,0.0,0.0,0.0,2,False,False,,,,,False,False,,,,,False,True,1210,907,1297,1023,False,False,,,,,False,True,1592,868,1679,1029,False
4345,02:21.708,182.0,68.0,0.0,0.0,0.0,2,False,False,,,,,False,False,,,,,False,True,1272,841,1363,962,False,False,,,,,False,True,1657,783,1744,956,False
4360,02:22.197,,,,,,2,False,False,,,,,False,False,,,,,False,True,1301,900,1395,1025,False,True,1719,831,1808,1003,False,False,,,,,False
4375,02:22.686,1328.0,676.0,,,,2,False,False,,,,,False,False,,,,,False,True,1325,852,1420,978,False,True,1805,777,1904,957,False,False,,,,,False
4390,02:23.175,1350.0,944.0,22.0,268.0,268.9014689435519,2,True,False,,,,,False,False,,,,,False,True,1309,867,1402,989,True,True,1806,788,1906,974,False,False,,,,,False
4405,02:23.664,1462.0,778.0,112.0,-166.0,200.24984394500785,2,False,False,,,,,False,False,,,,,False,True,1286,841,1382,966,False,True,1759,779,1857,961,False,False,,,,,False
4420,02:24.154,1730.0,874.0,268.0,96.0,284.67525357852935,2,False,False,,,,,False,False,,,,,False,True,1273,858,1369,980,False,True,1755,787,1856,967,False,False,,,,,False
4435,02:24.643,1352.0,894.0,-378.0,20.0,378.5287307457652,2,False,False,,,,,False,False,,,,,False,True,1224,854,1321,981,False,True,1715,782,1813,962,False,False,,,,,False
4450,02:25.132,1286.0,928.0,-66.0,34.0,74.24284477308234,2,True,False,,,,,False,False,,,,,False,True,1240,852,1335,976,True,True,1733,795,1829,969,False,False,,,,,False
4465,02:25.621,1966.0,706.0,680.0,-222.0,715.3209070060794,2,False,False,,,,,False,False,,,,,False,True,1267,873,1359,989,False,True,1715,827,1805,999,False,False,,,,,False
4480,02:26.110,1986.0,686.0,20.0,-20.0,28.284271247461902,2,False,False,,,,,False,False,,,,,False,True,1284,858,1379,979,False,True,1731,812,1823,984,False,False,,,,,False
4495,02:26.600,278.0,922.0,-1708.0,236.0,1724.227363197789,2,False,False,,,,,False,False,,,,,False,True,1308,999,1404,1120,False,True,1768,958,1861,1148,False,False,,,,,False
4510,02:27.089,1246.0,1016.0,968.0,94.0,972.5533404394846,2,True,False,,,,,False,False,,,,,False,True,1196,954,1291,1071,True,False,,,,,False,True,1606,936,1698,1112,False
4525,02:27.578,1966.0,560.0,720.0,-456.0,852.2534834191058,2,False,False,,,,,False,False,,,,,False,True,1232,771,1326,888,False,False,,,,,False,True,1626,722,1717,901,False
4540,02:28.067,,,,,,2,False,False,,,,,False,False,,,,,False,True,1239,825,1332,942,False,False,,,,,False,True,1625,763,1718,936,False
4555,02:28.557,1384.0,658.0,,,,2,False,False,,,,,False,False,,,,,False,True,1275,879,1369,993,False,True,1670,811,1769,985,False,False,,,,,False
4570,02:29.046,1446.0,1046.0,62.0,388.0,392.9223841931126,2,False,False,,,,,False,False,,,,,False,True,937,904,1034,1025,False,True,1409,816,1492,985,False,False,,,,,False
4585,02:29.535,1376.0,1040.0,-70.0,-6.0,70.25667228100119,2,False,False,,,,,False,False,,,,,False,True,816,886,916,1013,False,False,,,,,False,True,1325,811,1405,980,False
4600,02:30.024,1422.0,1366.0,46.0,326.0,329.22940330413985,2,False,False,,,,,False,False,,,,,False,True,875,913,976,1045,False,False,,,,,False,True,1360,837,1446,1016,False
4615,02:30.513,1514.0,686.0,92.0,-680.0,686.1953074744828,2,False,False,,,,,False,False,,,,,False,True,854,835,954,961,False,True,1357,786,1442,950,False,False,,,,,False
4630,02:31.003,1454.0,1098.0,-60.0,412.0,416.34600994845624,2,False,False,,,,,False,False,,,,,False,False,,,,,False,True,1352,585,1480,780,False,True,813,708,878,816,False
4645,02:31.492,1420.0,1156.0,-34.0,58.0,67.23094525588644,0,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
4660,02:31.981,182.0,68.0,-1238.0,-1088.0,1648.1468381184973,0,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
4675,02:32.470,182.0,68.0,0.0,0.0,0.0,2,False,False,,,,,False,False,,,,,False,True,873,839,948,944,False,True,1385,785,1462,929,False,False,,,,,False
4690,02:32.959,182.0,68.0,0.0,0.0,0.0,2,False,False,,,,,False,False,,,,,False,False,,,,,False,True,1506,762,1588,915,False,True,982,837,1048,935,False
4705,02:33.449,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,False,,,,,False,False,,,,,False,True,2161,713,2274,896,False,False,,,,,False
4720,02:33.938,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,False,,,,,False,False,,,,,False,True,2236,704,2351,893,False,False,,,,,False
4735,02:34.427,182.0,68.0,0.0,0.0,0.0,0,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
4750,02:34.916,182.0,68.0,0.0,0.0,0.0,0,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
4765,02:35.405,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False,True,2137,661,2288,869,False
4780,02:35.895,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,False,,,,,False,False,,,,,False,True,1510,734,1583,876,False,False,,,,,False
4795,02:36.384,182.0,68.0,0.0,0.0,0.0,0,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
4810,02:36.873,182.0,68.0,0.0,0.0,0.0,0,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
4825,02:37.362,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,False,,,,,False,False,,,,,False,True,1841,831,1956,1004,False,False,,,,,False
4840,02:37.851,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,False,,,,,False,False,,,,,False,True,1752,805,1896,993,False,False,,,,,False
4855,02:38.341,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,False,,,,,False,False,,,,,False,True,1534,879,1659,1049,False,False,,,,,False
4870,02:38.830,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,False,,,,,False,True,1177,817,1259,928,False,False,,,,,False,False,,,,,False
4885,02:39.319,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,False,,,,,False,True,1645,746,1741,867,False,False,,,,,False,False,,,,,False
4900,02:39.808,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,True,1126,886,1245,1092,False,False,,,,,False,False,,,,,False,False,,,,,False
4915,02:40.298,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,True,1174,676,1298,876,False,False,,,,,False,False,,,,,False,False,,,,,False
4930,02:40.787,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,True,677,331,835,582,False,False,,,,,False,False,,,,,False,False,,,,,False
4945,02:41.276,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,True,-14,359,238,687,False,False,,,,,False,False,,,,,False,False,,,,,False
4960,02:41.765,,,,,,1,False,False,,,,,False,False,,,,,False,True,1357,864,1449,994,False,False,,,,,False,False,,,,,False
4975,02:42.254,1862.0,934.0,,,,2,True,False,,,,,False,False,,,,,False,True,1025,837,1111,960,False,False,,,,,False,True,1817,792,2010,1044,True
4990,02:42.744,1168.0,622.0,-694.0,-312.0,760.907353098917,1,False,False,,,,,False,False,,,,,False,True,2218,858,2371,1036,False,False,,,,,False,False,,,,,False
5005,02:43.233,182.0,68.0,-986.0,-554.0,1130.9783375467455,1,False,False,,,,,False,True,844,684,1103,1009,False,False,,,,,False,False,,,,,False,False,,,,,False
5020,02:43.722,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,True,985,752,1244,1056,False,False,,,,,False,False,,,,,False,False,,,,,False
5035,02:44.211,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,True,1144,894,1399,1210,False,False,,,,,False,False,,,,,False,False,,,,,False
5050,02:44.700,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,True,1006,720,1250,1034,False,False,,,,,False,False,,,,,False,False,,,,,False
5065,02:45.190,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,True,804,704,1059,1019,False,False,,,,,False,False,,,,,False,False,,,,,False
5080,02:45.679,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,True,688,755,951,1079,False,False,,,,,False,False,,,,,False,False,,,,,False
5095,02:46.168,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,True,675,765,926,1088,False,False,,,,,False,False,,,,,False,False,,,,,False
5110,02:46.657,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,True,804,702,1038,990,False,False,,,,,False,False,,,,,False,False,,,,,False
5125,02:47.146,,,,,,1,False,False,,,,,False,True,1063,661,1202,886,False,False,,,,,False,False,,,,,False,False,,,,,False
5140,02:47.636,1264.0,842.0,,,,1,True,False,,,,,False,True,1122,720,1319,977,True,False,,,,,False,False,,,,,False,False,,,,,False
5155,02:48.125,1232.0,742.0,-32.0,-100.0,104.9952379872535,1,True,False,,,,,False,True,1125,589,1340,883,True,False,,,,,False,False,,,,,False,False,,,,,False
5170,02:48.614,1194.0,782.0,-38.0,40.0,55.17245689653488,1,True,False,,,,,False,True,1059,565,1281,870,True,False,,,,,False,False,,,,,False,False,,,,,False
5185,02:49.103,1598.0,692.0,404.0,-90.0,413.90337036559634,1,False,False,,,,,False,True,53,618,287,906,False,False,,,,,False,False,,,,,False,False,,,,,False
5200,02:49.593,1190.0,946.0,-408.0,254.0,480.60378691808086,2,False,False,,,,,False,False,,,,,False,True,980,904,1082,1044,False,False,,,,,False,True,1753,791,1947,1060,False
5215,02:50.082,1622.0,862.0,432.0,-84.0,440.09089970141395,2,True,False,,,,,False,False,,,,,False,True,810,852,918,996,False,True,1538,754,1686,992,True,False,,,,,False
5230,02:50.571,,,,,,2,False,False,,,,,False,False,,,,,False,True,1121,964,1225,1107,False,False,,,,,False,True,1882,824,2070,1078,False
5245,02:51.060,1924.0,886.0,,,,1,False,False,,,,,False,False,,,,,False,True,1517,999,1630,1151,False,False,,,,,False,False,,,,,False
5260,02:51.549,182.0,68.0,-1742.0,-818.0,1924.4968173525256,1,False,False,,,,,False,True,13,843,307,1163,False,False,,,,,False,False,,,,,False,False,,,,,False
5275,02:52.039,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,True,829,757,973,975,False,False,,,,,False,False,,,,,False,False,,,,,False
5290,02:52.528,182.0,68.0,0.0,0.0,0.0,2,False,False,,,,,False,False,,,,,False,True,1336,882,1445,1020,False,False,,,,,False,True,2174,762,2383,1065,False
5305,02:53.017,1566.0,926.0,1384.0,858.0,1628.379562632742,2,False,False,,,,,False,False,,,,,False,True,619,997,741,1150,False,True,1357,943,1466,1168,False,False,,,,,False
5320,02:53.506,,,,,,2,False,False,,,,,False,False,,,,,False,True,1368,1072,1480,1221,False,False,,,,,False,True,2238,950,2468,1252,False
5335,02:53.995,1486.0,958.0,,,,1,True,False,,,,,False,False,,,,,False,True,1416,935,1526,1077,True,False,,,,,False,False,,,,,False
5350,02:54.485,,,,,,2,False,False,,,,,False,False,,,,,False,True,755,991,870,1138,False,True,1488,897,1657,1133,False,False,,,,,False
5365,02:54.974,182.0,68.0,,,,2,False,False,,,,,False,False,,,,,False,True,1052,1030,1156,1172,False,False,,,,,False,True,1821,884,2023,1149,False
5380,02:55.463,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,False,,,,,False,True,1771,961,1894,1109,False,False,,,,,False,False,,,,,False
5395,02:55.952,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,False,,,,,False,True,1963,972,2098,1125,False,False,,,,,False,False,,,,,False
5410,02:56.441,182.0,68.0,0.0,0.0,0.0,1,False,False,,,,,False,False,,,,,False,True,1868,942,1995,1094,False,False,,,,,False,False,,,,,False
5425,02:56.931,908.0,762.0,726.0,694.0,1004.346553735313,1,False,False,,,,,False,False,,,,,False,True,1943,947,2075,1097,False,False,,,,,False,False,,,,,False
5440,02:57.420,1194.0,760.0,286.0,-2.0,286.0069929215019,1,False,False,,,,,False,False,,,,,False,True,1960,932,2094,1083,False,False,,,,,False,False,,,,,False
5455,02:57.909,,,,,,1,False,False,,,,,False,False,,,,,False,True,1811,904,1936,1052,False,False,,,,,False,False,,,,,False
5470,02:58.398,,,,,,1,False,False,,,,,False,False,,,,,False,True,1647,943,1762,1087,False,False,,,,,False,False,,,,,False
5485,02:58.887,1062.0,776.0,,,,1,False,False,,,,,False,False,,,,,False,True,1717,957,1832,1100,False,False,,,,,False,False,,,,,False
5500,02:59.377,,,,,,1,False,False,,,,,False,False,,,,,False,True,1705,958,1822,1101,False,False,,,,,False,False,,,,,False
5515,02:59.866,,,,,,1,False,False,,,,,False,False,,,,,False,True,1707,955,1823,1096,False,False,,,,,False,False,,,,,False
5530,03:00.355,1758.0,970.0,,,,1,True,False,,,,,False,False,,,,,False,True,1708,959,1825,1099,True,False,,,,,False,False,,,,,False
5545,03:00.844,1096.0,748.0,-662.0,-222.0,698.2320531170136,1,False,False,,,,,False,False,,,,,False,True,1736,952,1854,1096,False,False,,,,,False,False,,,,,False
5560,03:01.334,1790.0,1072.0,694.0,324.0,765.9059994542412,1,True,False,,,,,False,False,,,,,False,True,1760,1008,1879,1157,True,False,,,,,False,False,,,,,False
5575,03:01.823,2090.0,790.0,300.0,-282.0,411.7329231431463,1,False,False,,,,,False,False,,,,,False,True,1752,1004,1871,1150,False,False,,,,,False,False,,,,,False
5590,03:02.312,,,,,,1,False,False,,,,,False,False,,,,,False,True,1910,964,2041,1114,False,False,,,,,False,False,,,,,False
5605,03:02.801,868.0,970.0,,,,1,False,False,,,,,False,False,,,,,False,True,1986,972,2119,1121,False,False,,,,,False,False,,,,,False
5620,03:03.290,2300.0,746.0,1432.0,-224.0,1449.413674559475,1,False,False,,,,,False,False,,,,,False,True,1989,1000,2125,1153,False,False,,,,,False,False,,,,,False
5635,03:03.780,826.0,1096.0,-1474.0,350.0,1514.9838282965268,1,False,False,,,,,False,False,,,,,False,True,1948,1057,2079,1210,False,False,,,,,False,False,,,,,False
5650,03:04.269,,,,,,0,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
5665,03:04.758,,,,,,0,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
5680,03:05.247,1582.0,706.0,,,,0,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
5695,03:05.736,182.0,68.0,-1400.0,-638.0,1538.5200681174101,0,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
5710,03:06.226,182.0,68.0,0.0,0.0,0.0,0,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
5725,03:06.715,1390.0,494.0,1208.0,426.0,1280.9137363616646,0,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
5740,03:07.204,182.0,68.0,-1208.0,-426.0,1280.9137363616646,1,False,False,,,,,False,False,,,,,False,True,2236,900,2398,1082,False,False,,,,,False,False,,,,,False
5755,03:07.693,182.0,68.0,0.0,0.0,0.0,0,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
5770,03:08.182,182.0,68.0,0.0,0.0,0.0,0,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
5785,03:08.672,1724.0,738.0,1542.0,670.0,1681.2685686706927,0,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False,False,,,,,False
