video_name,frame,time,tl_x,tl_y,br_x,br_y
049_POV.mp4,36291,19:55.500,904.0,1112.0,1003.0,1183.0
049_POV.mp4,36336,19:57.000,922.0,1091.0,1034.0,1157.0
054_POV.mp4,34144,18:13.500,689.0,665.0,724.0,706.0
055_POV.mp4,7965,04:03.500,1669.0,1048.0,1719.0,1115.0
055_POV.mp4,7980,04:04.000,1668.0,1036.0,1719.0,1104.0
055_POV.mp4,7995,04:04.500,1668.0,1029.0,1718.0,1097.0
055_POV.mp4,8010,04:05.000,1667.0,1026.0,1717.0,1093.0
055_POV.mp4,8025,04:05.500,1666.0,1024.0,1717.0,1092.0
055_POV.mp4,8040,04:06.000,1668.0,1026.0,1719.0,1093.0
055_POV.mp4,8055,04:06.500,1669.0,1024.0,1720.0,1092.0
055_POV.mp4,8070,04:07.000,1669.0,1019.0,1719.0,1086.0
055_POV.mp4,8115,04:08.500,1687.0,1005.0,1738.0,1071.0
055_POV.mp4,8130,04:09.000,1964.0,967.0,2022.0,1041.0
055_POV.mp4,8145,04:09.500,1977.0,975.0,2035.0,1046.0
055_POV.mp4,8160,04:10.000,1947.0,968.0,2005.0,1045.0
055_POV.mp4,8175,04:10.500,1619.0,944.0,1667.0,1012.0
055_POV.mp4,8190,04:11.000,1469.0,998.0,1517.0,1063.0
055_POV.mp4,8205,04:11.500,1480.0,1045.0,1532.0,1109.0
055_POV.mp4,8221,04:12.000,1486.0,1035.0,1535.0,1100.0
055_POV.mp4,8236,04:12.500,1497.0,1036.0,1545.0,1101.0
055_POV.mp4,8251,04:13.000,1496.0,1029.0,1546.0,1094.0
055_POV.mp4,8266,04:13.500,1507.0,1019.0,1559.0,1086.0
055_POV.mp4,8281,04:14.000,1508.0,1014.0,1559.0,1078.0
055_POV.mp4,8296,04:14.500,1523.0,999.0,1572.0,1065.0
055_POV.mp4,8311,04:15.000,1526.0,957.0,1574.0,1025.0
055_POV.mp4,8326,04:15.500,1526.0,954.0,1575.0,1019.0
055_POV.mp4,10007,05:11.500,1742.0,1016.0,1791.0,1079.0
055_POV.mp4,10022,05:12.000,1728.0,1005.0,1780.0,1074.0
055_POV.mp4,10037,05:12.500,1731.0,1002.0,1782.0,1071.0
055_POV.mp4,10052,05:13.000,1724.0,997.0,1774.0,1065.0
055_POV.mp4,10067,05:13.500,1725.0,999.0,1776.0,1067.0
055_POV.mp4,10082,05:14.000,1726.0,998.0,1776.0,1065.0
055_POV.mp4,10097,05:14.500,1719.0,994.0,1772.0,1063.0
055_POV.mp4,10112,05:15.000,1315.0,1013.0,1360.0,1077.0
055_POV.mp4,10127,05:15.500,1087.0,991.0,1134.0,1055.0
055_POV.mp4,10141,05:16.000,955.0,988.0,1001.0,1052.0
055_POV.mp4,10156,05:16.500,950.0,985.0,997.0,1050.0
055_POV.mp4,10171,05:17.000,954.0,979.0,1001.0,1046.0
055_POV.mp4,10186,05:17.500,958.0,977.0,1003.0,1043.0
055_POV.mp4,10201,05:18.000,974.0,972.0,1019.0,1038.0
055_POV.mp4,10216,05:18.500,1080.0,932.0,1125.0,995.0
055_POV.mp4,10231,05:19.000,1455.0,854.0,1501.0,918.0
055_POV.mp4,10246,05:19.500,1464.0,856.0,1512.0,921.0
055_POV.mp4,10261,05:20.000,1468.0,855.0,1514.0,920.0
055_POV.mp4,10276,05:20.500,1474.0,855.0,1520.0,918.0
055_POV.mp4,10291,05:21.000,1540.0,880.0,1588.0,946.0
055_POV.mp4,10306,05:21.500,1546.0,878.0,1594.0,943.0
055_POV.mp4,10321,05:22.000,1542.0,879.0,1591.0,943.0
055_POV.mp4,10336,05:22.500,1580.0,1042.0,1629.0,1106.0
055_POV.mp4,10351,05:23.000,1589.0,1016.0,1636.0,1079.0
055_POV.mp4,10366,05:23.500,1620.0,1011.0,1667.0,1076.0
055_POV.mp4,10381,05:24.000,1623.0,996.0,1670.0,1061.0
055_POV.mp4,10396,05:24.500,1648.0,994.0,1697.0,1060.0
060_POV.mp4,26534,14:15.500,1564.0,761.0,1646.0,863.0
007_POV.mp4,51669,27:06.500,1134.0,861.0,1210.0,971.0
007_POV.mp4,51699,27:07.500,1159.0,852.0,1237.0,958.0
061_POV.mp4,6376,03:14.500,1429.0,1173.0,1505.0,1237.0
061_POV.mp4,7263,03:44.000,1292.0,1227.0,1402.0,1297.0
061_POV.mp4,7323,03:46.000,1273.0,1239.0,1371.0,1306.0
061_POV.mp4,7519,03:52.500,1408.0,1197.0,1510.0,1269.0
061_POV.mp4,7549,03:53.500,1318.0,1205.0,1416.0,1270.0
061_POV.mp4,7564,03:54.000,1273.0,1063.0,1355.0,1136.0
061_POV.mp4,16071,08:37.500,1296.0,1033.0,1395.0,1106.0
061_POV.mp4,16102,08:38.500,1319.0,1022.0,1420.0,1092.0
061_POV.mp4,16898,09:05.000,1325.0,1148.0,1419.0,1214.0
061_POV.mp4,17785,09:34.500,1190.0,850.0,1262.0,921.0
061_POV.mp4,18085,09:44.500,1150.0,1016.0,1234.0,1080.0
063_POV.mp4,17118,08:51.000,1766.0,1058.0,1808.0,1116.0
063_POV.mp4,17133,08:51.500,1806.0,1043.0,1848.0,1105.0
063_POV.mp4,17253,08:55.500,1905.0,931.0,1975.0,1031.0
063_POV.mp4,17660,09:09.000,1970.0,1046.0,2018.0,1113.0
063_POV.mp4,17675,09:09.500,1812.0,1019.0,1855.0,1080.0
063_POV.mp4,17705,09:10.500,1471.0,965.0,1526.0,1049.0
063_POV.mp4,17720,09:11.000,1248.0,953.0,1316.0,1062.0
063_POV.mp4,17735,09:11.500,1182.0,939.0,1251.0,1046.0
063_POV.mp4,17750,09:12.000,1192.0,933.0,1260.0,1044.0
063_POV.mp4,17765,09:12.500,1232.0,928.0,1302.0,1037.0
063_POV.mp4,17780,09:13.000,1197.0,914.0,1265.0,1024.0
063_POV.mp4,17795,09:13.500,1213.0,912.0,1283.0,1021.0
063_POV.mp4,17839,09:15.000,1016.0,993.0,1087.0,1104.0
063_POV.mp4,17884,09:16.500,1297.0,1071.0,1364.0,1180.0
063_POV.mp4,18035,09:21.500,1458.0,1070.0,1531.0,1186.0
063_POV.mp4,18050,09:22.000,1231.0,1030.0,1301.0,1141.0
063_POV.mp4,18065,09:22.500,1227.0,1018.0,1295.0,1126.0
063_POV.mp4,18080,09:23.000,1170.0,983.0,1237.0,1089.0
063_POV.mp4,18095,09:23.500,1171.0,978.0,1240.0,1085.0
063_POV.mp4,18110,09:24.000,1200.0,982.0,1268.0,1089.0
063_POV.mp4,19431,10:08.000,2116.0,1254.0,2168.0,1322.0
063_POV.mp4,19446,10:08.500,2018.0,1233.0,2068.0,1303.0
063_POV.mp4,19461,10:09.000,1686.0,1199.0,1729.0,1265.0
063_POV.mp4,19476,10:09.500,1680.0,1125.0,1749.0,1227.0
063_POV.mp4,19536,10:11.500,1258.0,1015.0,1327.0,1124.0
063_POV.mp4,19551,10:12.000,1145.0,788.0,1211.0,892.0
063_POV.mp4,19566,10:12.500,1134.0,754.0,1203.0,858.0
063_POV.mp4,19581,10:13.000,1212.0,836.0,1278.0,936.0
063_POV.mp4,19596,10:13.500,1268.0,836.0,1338.0,940.0
063_POV.mp4,19611,10:14.000,1490.0,843.0,1563.0,954.0
063_POV.mp4,20450,10:42.000,1723.0,1143.0,1764.0,1201.0
063_POV.mp4,20465,10:42.500,1782.0,1130.0,1825.0,1192.0
063_POV.mp4,20480,10:43.000,1784.0,1132.0,1829.0,1196.0
063_POV.mp4,20495,10:43.500,1793.0,1125.0,1836.0,1185.0
063_POV.mp4,20510,10:44.000,1789.0,1119.0,1832.0,1181.0
063_POV.mp4,20525,10:44.500,1803.0,1125.0,1847.0,1185.0
063_POV.mp4,20570,10:46.000,1824.0,1135.0,1870.0,1199.0
063_POV.mp4,20585,10:46.500,1825.0,1139.0,1868.0,1201.0
063_POV.mp4,20600,10:47.000,1823.0,1135.0,1869.0,1198.0
063_POV.mp4,20615,10:47.500,1822.0,1131.0,1867.0,1194.0
063_POV.mp4,20630,10:48.000,1829.0,1130.0,1873.0,1194.0
063_POV.mp4,20645,10:48.500,1832.0,1127.0,1874.0,1186.0
063_POV.mp4,20660,10:49.000,1837.0,1123.0,1882.0,1185.0
063_POV.mp4,20675,10:49.500,1833.0,1124.0,1876.0,1184.0
063_POV.mp4,20690,10:50.000,1830.0,1120.0,1874.0,1183.0
063_POV.mp4,20705,10:50.500,1828.0,1120.0,1872.0,1181.0
063_POV.mp4,20720,10:51.000,1828.0,1120.0,1871.0,1181.0
063_POV.mp4,20735,10:51.500,1828.0,1125.0,1871.0,1186.0
063_POV.mp4,20750,10:52.000,1833.0,1125.0,1875.0,1185.0
063_POV.mp4,20765,10:52.500,1833.0,1127.0,1876.0,1189.0
063_POV.mp4,20780,10:53.000,1829.0,1128.0,1873.0,1192.0
063_POV.mp4,20795,10:53.500,1821.0,1126.0,1864.0,1186.0
063_POV.mp4,20809,10:54.000,1833.0,1116.0,1875.0,1177.0
063_POV.mp4,20824,10:54.500,1831.0,1120.0,1875.0,1183.0
063_POV.mp4,20839,10:55.000,1830.0,1116.0,1873.0,1178.0
063_POV.mp4,20854,10:55.500,1834.0,1116.0,1877.0,1178.0
063_POV.mp4,20869,10:56.000,1837.0,1117.0,1882.0,1180.0
063_POV.mp4,20885,10:56.500,1837.0,1120.0,1883.0,1184.0
063_POV.mp4,20900,10:57.000,1841.0,1119.0,1885.0,1182.0
063_POV.mp4,20915,10:57.500,1851.0,1120.0,1895.0,1181.0
063_POV.mp4,20930,10:58.000,1852.0,1119.0,1896.0,1180.0
063_POV.mp4,20945,10:58.500,1856.0,1119.0,1900.0,1181.0
063_POV.mp4,20960,10:59.000,1853.0,1118.0,1898.0,1180.0
063_POV.mp4,20975,10:59.500,1856.0,1119.0,1901.0,1182.0
063_POV.mp4,20990,11:00.000,1848.0,1125.0,1891.0,1186.0
063_POV.mp4,21020,11:01.000,1912.0,1189.0,1956.0,1254.0
063_POV.mp4,21035,11:01.500,1792.0,1135.0,1836.0,1196.0
063_POV.mp4,21050,11:02.000,1785.0,1133.0,1831.0,1195.0
063_POV.mp4,21065,11:02.500,1806.0,1131.0,1855.0,1196.0
063_POV.mp4,21080,11:03.000,1912.0,1148.0,1954.0,1209.0
063_POV.mp4,21095,11:03.500,1910.0,1143.0,1953.0,1202.0
063_POV.mp4,21110,11:04.000,1882.0,1130.0,1926.0,1190.0
063_POV.mp4,21125,11:04.500,1866.0,1104.0,1909.0,1167.0
063_POV.mp4,21140,11:05.000,1887.0,1121.0,1930.0,1181.0
063_POV.mp4,21155,11:05.500,1889.0,1118.0,1931.0,1178.0
063_POV.mp4,21170,11:06.000,1897.0,1118.0,1941.0,1181.0
063_POV.mp4,21185,11:06.500,1892.0,1117.0,1936.0,1181.0
063_POV.mp4,21200,11:07.000,1886.0,1109.0,1931.0,1174.0
063_POV.mp4,21215,11:07.500,1889.0,1104.0,1932.0,1167.0
063_POV.mp4,21230,11:08.000,1890.0,1108.0,1933.0,1168.0
063_POV.mp4,21245,11:08.500,1890.0,1094.0,1932.0,1154.0
063_POV.mp4,21260,11:09.000,1881.0,1093.0,1924.0,1152.0
063_POV.mp4,21275,11:09.500,1881.0,1086.0,1925.0,1143.0
063_POV.mp4,21290,11:10.000,1891.0,1087.0,1934.0,1148.0
063_POV.mp4,21305,11:10.500,1893.0,1079.0,1935.0,1139.0
063_POV.mp4,21320,11:11.000,1900.0,1079.0,1943.0,1141.0
063_POV.mp4,21335,11:11.500,1897.0,1087.0,1941.0,1147.0
063_POV.mp4,21350,11:12.000,1896.0,1086.0,1940.0,1146.0
063_POV.mp4,21365,11:12.500,1898.0,1088.0,1942.0,1149.0
063_POV.mp4,21380,11:13.000,1892.0,1082.0,1934.0,1142.0
063_POV.mp4,21395,11:13.500,1891.0,1085.0,1932.0,1144.0
063_POV.mp4,21454,11:15.500,1813.0,1095.0,1855.0,1153.0
063_POV.mp4,21469,11:16.000,1808.0,1092.0,1851.0,1152.0
063_POV.mp4,21485,11:16.500,1803.0,1094.0,1843.0,1152.0
063_POV.mp4,21500,11:17.000,1803.0,1090.0,1846.0,1152.0
063_POV.mp4,21515,11:17.500,1803.0,1091.0,1844.0,1151.0
063_POV.mp4,21530,11:18.000,1808.0,1090.0,1850.0,1148.0
063_POV.mp4,21545,11:18.500,1814.0,1088.0,1855.0,1144.0
063_POV.mp4,21560,11:19.000,1817.0,1086.0,1858.0,1146.0
063_POV.mp4,21575,11:19.500,1815.0,1082.0,1856.0,1143.0
063_POV.mp4,21590,11:20.000,1812.0,1079.0,1854.0,1139.0
063_POV.mp4,21771,11:26.000,1932.0,1093.0,1977.0,1157.0
063_POV.mp4,21786,11:26.500,1927.0,1083.0,1971.0,1143.0
063_POV.mp4,21801,11:27.000,1502.0,1107.0,1542.0,1164.0
063_POV.mp4,21816,11:27.500,1449.0,1100.0,1487.0,1158.0
063_POV.mp4,21831,11:28.000,1507.0,1098.0,1547.0,1158.0
063_POV.mp4,21891,11:30.000,1893.0,1122.0,1936.0,1185.0
063_POV.mp4,21906,11:30.500,1962.0,1126.0,2007.0,1189.0
063_POV.mp4,21921,11:31.000,1961.0,1130.0,2007.0,1192.0
063_POV.mp4,21936,11:31.500,1941.0,1116.0,1985.0,1173.0
063_POV.mp4,21951,11:32.000,1876.0,1093.0,1920.0,1153.0
063_POV.mp4,21966,11:32.500,1895.0,1101.0,1937.0,1163.0
063_POV.mp4,21981,11:33.000,1902.0,1101.0,1945.0,1162.0
063_POV.mp4,21996,11:33.500,1910.0,1103.0,1952.0,1163.0
063_POV.mp4,22010,11:34.000,1909.0,1104.0,1952.0,1165.0
063_POV.mp4,22025,11:34.500,1913.0,1104.0,1957.0,1165.0
063_POV.mp4,22040,11:35.000,1910.0,1099.0,1953.0,1158.0
063_POV.mp4,22055,11:35.500,1908.0,1108.0,1951.0,1168.0
063_POV.mp4,22387,11:46.500,2023.0,1214.0,2070.0,1283.0
063_POV.mp4,22402,11:47.000,2024.0,1212.0,2072.0,1280.0
063_POV.mp4,22417,11:47.500,1983.0,1214.0,2031.0,1282.0
063_POV.mp4,22432,11:48.000,1747.0,1195.0,1789.0,1256.0
063_POV.mp4,22447,11:48.500,1763.0,1193.0,1808.0,1257.0
063_POV.mp4,22462,11:49.000,1755.0,1176.0,1807.0,1252.0
063_POV.mp4,22537,11:51.500,1232.0,859.0,1299.0,961.0
063_POV.mp4,22552,11:52.000,1247.0,858.0,1319.0,962.0
063_POV.mp4,22567,11:52.500,1264.0,856.0,1334.0,961.0
063_POV.mp4,22582,11:53.000,1273.0,858.0,1343.0,962.0
063_POV.mp4,22597,11:53.500,1486.0,877.0,1557.0,984.0
063_POV.mp4,22641,11:55.000,1082.0,921.0,1153.0,1030.0
063_POV.mp4,22702,11:57.000,1369.0,1008.0,1440.0,1119.0
063_POV.mp4,22717,11:57.500,1437.0,990.0,1510.0,1102.0
063_POV.mp4,22732,11:58.000,1434.0,961.0,1505.0,1071.0
063_POV.mp4,22747,11:58.500,1434.0,959.0,1506.0,1072.0
063_POV.mp4,22777,11:59.500,1429.0,962.0,1502.0,1078.0
063_POV.mp4,22807,12:00.500,1429.0,966.0,1500.0,1078.0
063_POV.mp4,22822,12:01.000,1426.0,966.0,1497.0,1075.0
063_POV.mp4,22837,12:01.500,1429.0,969.0,1500.0,1078.0
063_POV.mp4,22852,12:02.000,1421.0,966.0,1491.0,1073.0
063_POV.mp4,22867,12:02.500,1456.0,965.0,1526.0,1071.0
063_POV.mp4,25942,13:45.000,1763.0,1321.0,1808.0,1385.0
063_POV.mp4,25972,13:46.000,1741.0,1301.0,1786.0,1369.0
063_POV.mp4,26032,13:48.000,1440.0,981.0,1513.0,1091.0
063_POV.mp4,26047,13:48.500,1398.0,1014.0,1470.0,1118.0
063_POV.mp4,26062,13:49.000,1508.0,1017.0,1584.0,1123.0
063_POV.mp4,26377,13:59.500,1557.0,947.0,1629.0,1056.0
063_POV.mp4,26392,14:00.000,1561.0,946.0,1632.0,1053.0
063_POV.mp4,26407,14:00.500,1560.0,943.0,1632.0,1052.0
063_POV.mp4,26422,14:01.000,1562.0,939.0,1633.0,1048.0
063_POV.mp4,26437,14:01.500,1561.0,934.0,1632.0,1046.0
063_POV.mp4,26452,14:02.000,1597.0,902.0,1671.0,1014.0
063_POV.mp4,26602,14:07.000,1623.0,853.0,1699.0,963.0
063_POV.mp4,26632,14:08.000,1608.0,857.0,1683.0,966.0
063_POV.mp4,26647,14:08.500,1604.0,853.0,1681.0,963.0
063_POV.mp4,26662,14:09.000,1610.0,859.0,1683.0,968.0
063_POV.mp4,26692,14:10.000,1605.0,863.0,1680.0,972.0
063_POV.mp4,26707,14:10.500,1604.0,864.0,1678.0,970.0
063_POV.mp4,26752,14:12.000,1600.0,885.0,1674.0,992.0
063_POV.mp4,26767,14:12.500,1599.0,885.0,1673.0,993.0
063_POV.mp4,27443,14:35.000,1497.0,1003.0,1569.0,1114.0
063_POV.mp4,27458,14:35.500,1491.0,999.0,1562.0,1109.0
063_POV.mp4,27473,14:36.000,1491.0,996.0,1562.0,1106.0
063_POV.mp4,27488,14:36.500,1483.0,989.0,1554.0,1097.0
063_POV.mp4,27503,14:37.000,1484.0,974.0,1557.0,1084.0
063_POV.mp4,27518,14:37.500,1471.0,1015.0,1543.0,1125.0
063_POV.mp4,27533,14:38.000,1239.0,1017.0,1311.0,1128.0
063_POV.mp4,27548,14:38.500,1101.0,814.0,1171.0,928.0
063_POV.mp4,27563,14:39.000,1112.0,745.0,1179.0,848.0
063_POV.mp4,27578,14:39.500,1314.0,1079.0,1384.0,1187.0
063_POV.mp4,27623,14:41.000,1439.0,1024.0,1511.0,1123.0
063_POV.mp4,27638,14:41.500,1358.0,967.0,1426.0,1072.0
063_POV.mp4,27653,14:42.000,1327.0,956.0,1396.0,1059.0
063_POV.mp4,27668,14:42.500,1318.0,964.0,1387.0,1071.0
063_POV.mp4,27683,14:43.000,1322.0,961.0,1388.0,1056.0
063_POV.mp4,27698,14:43.500,1311.0,954.0,1381.0,1058.0
063_POV.mp4,27713,14:44.000,1305.0,951.0,1380.0,1059.0
063_POV.mp4,27728,14:44.500,1301.0,954.0,1374.0,1057.0
063_POV.mp4,27743,14:45.000,1261.0,986.0,1329.0,1088.0
063_POV.mp4,27758,14:45.500,1273.0,1013.0,1345.0,1118.0
063_POV.mp4,27773,14:46.000,1227.0,1000.0,1295.0,1106.0
063_POV.mp4,27788,14:46.500,1244.0,1000.0,1311.0,1098.0
063_POV.mp4,27803,14:47.000,1260.0,995.0,1326.0,1095.0
063_POV.mp4,27818,14:47.500,1278.0,1005.0,1347.0,1108.0
063_POV.mp4,27833,14:48.000,1253.0,994.0,1320.0,1098.0
063_POV.mp4,27848,14:48.500,1256.0,998.0,1325.0,1104.0
063_POV.mp4,27863,14:49.000,1267.0,987.0,1336.0,1090.0
063_POV.mp4,27878,14:49.500,1271.0,987.0,1338.0,1091.0
063_POV.mp4,27893,14:50.000,1270.0,988.0,1328.0,1094.0
063_POV.mp4,27908,14:50.500,1262.0,985.0,1330.0,1090.0
063_POV.mp4,27923,14:51.000,1266.0,982.0,1335.0,1083.0
063_POV.mp4,27938,14:51.500,1273.0,977.0,1344.0,1079.0
063_POV.mp4,27953,14:52.000,1426.0,886.0,1497.0,989.0
063_POV.mp4,27968,14:52.500,1514.0,766.0,1588.0,877.0
063_POV.mp4,27983,14:53.000,1310.0,675.0,1380.0,779.0
063_POV.mp4,27998,14:53.500,1252.0,635.0,1320.0,737.0
063_POV.mp4,28013,14:54.000,1227.0,618.0,1294.0,712.0
063_POV.mp4,28028,14:54.500,1198.0,570.0,1266.0,673.0
063_POV.mp4,28043,14:55.000,1240.0,643.0,1308.0,743.0
063_POV.mp4,28058,14:55.500,1259.0,692.0,1328.0,797.0
063_POV.mp4,28073,14:56.000,1198.0,746.0,1267.0,857.0
063_POV.mp4,28088,14:56.500,1177.0,721.0,1247.0,830.0
063_POV.mp4,28103,14:57.000,1182.0,705.0,1255.0,818.0
063_POV.mp4,28118,14:57.500,1185.0,700.0,1252.0,802.0
063_POV.mp4,28133,14:58.000,1188.0,697.0,1257.0,801.0
063_POV.mp4,28148,14:58.500,1188.0,694.0,1257.0,798.0
063_POV.mp4,28163,14:59.000,1191.0,690.0,1261.0,803.0
063_POV.mp4,28178,14:59.500,1202.0,688.0,1269.0,793.0
063_POV.mp4,28193,15:00.000,1202.0,687.0,1272.0,793.0
063_POV.mp4,28208,15:00.500,1202.0,687.0,1268.0,789.0
063_POV.mp4,28223,15:01.000,1202.0,683.0,1269.0,789.0
063_POV.mp4,28238,15:01.500,1203.0,681.0,1270.0,785.0
063_POV.mp4,28253,15:02.000,1202.0,680.0,1270.0,786.0
063_POV.mp4,28268,15:02.500,1441.0,961.0,1510.0,1066.0
063_POV.mp4,28692,15:16.500,1987.0,1177.0,2035.0,1244.0
063_POV.mp4,28707,15:17.000,1981.0,1174.0,2027.0,1238.0
063_POV.mp4,28722,15:17.500,1895.0,1153.0,1942.0,1216.0
063_POV.mp4,28737,15:18.000,1768.0,1137.0,1813.0,1207.0
063_POV.mp4,28752,15:18.500,1768.0,1132.0,1813.0,1203.0
063_POV.mp4,31933,17:04.500,1699.0,835.0,1762.0,920.0
063_POV.mp4,33992,18:13.000,1726.0,1219.0,1774.0,1288.0
063_POV.mp4,34037,18:14.500,1355.0,1026.0,1413.0,1110.0
063_POV.mp4,34232,18:21.000,828.0,882.0,906.0,986.0
063_POV.mp4,34457,18:28.500,1660.0,931.0,1705.0,991.0
063_POV.mp4,34487,18:29.500,1667.0,931.0,1711.0,990.0
063_POV.mp4,34516,18:30.500,1669.0,922.0,1712.0,983.0
063_POV.mp4,34531,18:31.000,1868.0,898.0,1916.0,964.0
063_POV.mp4,34546,18:31.500,1870.0,943.0,1921.0,1009.0
063_POV.mp4,34561,18:32.000,1480.0,1065.0,1524.0,1126.0
063_POV.mp4,34652,18:35.000,1686.0,786.0,1730.0,843.0
063_POV.mp4,34667,18:35.500,1966.0,874.0,2010.0,930.0
