frame,time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y,face_2_tl_x,face_2_tl_y,face_2_br_x,face_2_br_y,face_3_tl_x,face_3_tl_y,face_3_br_x,face_3_br_y
7355,04:02.981,3,975.0,555.0,1123.0,783.0,1522.0,491.0,1670.0,701.0,491.0,472.0,661.0,693.0,,,,
7370,04:03.476,3,497.0,436.0,671.0,662.0,981.0,549.0,1127.0,769.0,1526.0,485.0,1675.0,695.0,,,,
7385,04:03.972,3,476.0,439.0,651.0,668.0,975.0,562.0,1123.0,789.0,1519.0,493.0,1668.0,706.0,,,,
7400,04:04.467,3,676.0,547.0,835.0,770.0,1686.0,574.0,1846.0,784.0,1136.0,654.0,1280.0,870.0,,,,
7415,04:04.963,3,568.0,591.0,730.0,815.0,1030.0,723.0,1175.0,943.0,1574.0,658.0,1728.0,865.0,,,,
7430,04:05.458,3,547.0,590.0,712.0,817.0,1018.0,723.0,1163.0,934.0,1562.0,659.0,1712.0,867.0,,,,
7445,04:05.954,3,526.0,584.0,693.0,812.0,1003.0,710.0,1149.0,927.0,1547.0,646.0,1697.0,852.0,,,,
7460,04:06.449,3,543.0,561.0,710.0,790.0,1564.0,641.0,1715.0,846.0,1017.0,692.0,1157.0,910.0,,,,
7475,04:06.945,3,531.0,570.0,701.0,803.0,1005.0,699.0,1151.0,913.0,1555.0,646.0,1703.0,851.0,,,,
7490,04:07.440,3,534.0,549.0,700.0,783.0,1008.0,671.0,1154.0,895.0,1559.0,617.0,1709.0,825.0,,,,
7505,04:07.936,3,534.0,552.0,700.0,785.0,1008.0,671.0,1152.0,905.0,1556.0,631.0,1707.0,836.0,,,,
7520,04:08.432,3,470.0,536.0,641.0,772.0,951.0,657.0,1099.0,874.0,1509.0,618.0,1658.0,827.0,,,,
