frame,time,actual_video_time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y,face_2_tl_x,face_2_tl_y,face_2_br_x,face_2_br_y,face_3_tl_x,face_3_tl_y,face_3_br_x,face_3_br_y
10006,04:54.000,04:54.032,0,,,,,,,,,,,,,,,,
10021,04:54.500,04:54.532,0,,,,,,,,,,,,,,,,
10036,04:55.000,04:55.032,0,,,,,,,,,,,,,,,,
10051,04:55.500,04:55.532,0,,,,,,,,,,,,,,,,
10066,04:56.000,04:56.032,0,,,,,,,,,,,,,,,,
10080,04:56.500,04:56.500,0,,,,,,,,,,,,,,,,
10095,04:57.000,04:57.000,0,,,,,,,,,,,,,,,,
10110,04:57.500,04:57.500,0,,,,,,,,,,,,,,,,
10125,04:58.000,04:58.000,0,,,,,,,,,,,,,,,,
10140,04:58.500,04:58.500,0,,,,,,,,,,,,,,,,
10155,04:59.000,04:59.000,0,,,,,,,,,,,,,,,,
10170,04:59.500,04:59.500,0,,,,,,,,,,,,,,,,
10185,05:00.000,05:00.000,0,,,,,,,,,,,,,,,,
10200,05:00.500,05:00.502,0,,,,,,,,,,,,,,,,
10215,05:01.000,05:01.002,0,,,,,,,,,,,,,,,,
10230,05:01.500,05:01.502,0,,,,,,,,,,,,,,,,
10245,05:02.000,05:02.002,0,,,,,,,,,,,,,,,,
10260,05:02.500,05:02.502,0,,,,,,,,,,,,,,,,
10275,05:03.000,05:03.002,0,,,,,,,,,,,,,,,,
10290,05:03.500,05:03.502,0,,,,,,,,,,,,,,,,
10305,05:04.000,05:04.002,0,,,,,,,,,,,,,,,,
10321,05:04.500,05:04.528,0,,,,,,,,,,,,,,,,
10336,05:05.000,05:05.028,0,,,,,,,,,,,,,,,,
10351,05:05.500,05:05.528,0,,,,,,,,,,,,,,,,
10366,05:06.000,05:06.028,0,,,,,,,,,,,,,,,,
10381,05:06.500,05:06.528,0,,,,,,,,,,,,,,,,
10396,05:07.000,05:07.028,0,,,,,,,,,,,,,,,,
10411,05:07.500,05:07.528,0,,,,,,,,,,,,,,,,
10426,05:08.000,05:08.028,0,,,,,,,,,,,,,,,,
10441,05:08.500,05:08.530,0,,,,,,,,,,,,,,,,
10456,05:09.000,05:09.030,0,,,,,,,,,,,,,,,,
10471,05:09.500,05:09.530,0,,,,,,,,,,,,,,,,
10486,05:10.000,05:10.030,0,,,,,,,,,,,,,,,,
10501,05:10.500,05:10.530,0,,,,,,,,,,,,,,,,
10517,05:11.000,05:11.013,0,,,,,,,,,,,,,,,,
10537,05:11.500,05:11.530,0,,,,,,,,,,,,,,,,
10553,05:12.000,05:12.030,0,,,,,,,,,,,,,,,,
10567,05:12.500,05:12.532,0,,,,,,,,,,,,,,,,
