frame,time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y,face_2_tl_x,face_2_tl_y,face_2_br_x,face_2_br_y
22151,20:16.667,1,1152.0,607.0,1261.0,766.0,,,,,,,,
22152,24:26.917,1,1147.0,610.0,1258.0,769.0,,,,,,,,
22153,24:26.950,1,1144.0,615.0,1255.0,774.0,,,,,,,,
22154,24:26.983,1,1144.0,622.0,1254.0,782.0,,,,,,,,
22155,24:27.017,1,1145.0,630.0,1256.0,791.0,,,,,,,,
22156,24:27.050,1,1147.0,640.0,1257.0,799.0,,,,,,,,
22157,24:27.083,1,1147.0,651.0,1258.0,808.0,,,,,,,,
22158,24:27.117,1,1147.0,655.0,1257.0,814.0,,,,,,,,
22159,24:27.150,1,1146.0,658.0,1256.0,816.0,,,,,,,,
22160,24:27.183,1,1145.0,657.0,1255.0,815.0,,,,,,,,
22161,24:27.217,1,1144.0,653.0,1255.0,811.0,,,,,,,,
22162,24:27.250,1,1144.0,645.0,1254.0,802.0,,,,,,,,
22163,24:27.283,1,1144.0,635.0,1254.0,793.0,,,,,,,,
22164,24:27.317,1,1143.0,625.0,1254.0,781.0,,,,,,,,
22165,24:27.350,1,1142.0,615.0,1251.0,769.0,,,,,,,,
22166,24:27.383,1,1140.0,604.0,1247.0,758.0,,,,,,,,
22167,24:27.417,1,1134.0,594.0,1243.0,752.0,,,,,,,,
22168,24:27.450,1,1125.0,591.0,1234.0,747.0,,,,,,,,
22169,24:27.483,1,1117.0,589.0,1227.0,746.0,,,,,,,,
22170,24:27.517,1,1110.0,589.0,1218.0,747.0,,,,,,,,
22171,24:27.550,1,1099.0,594.0,1209.0,750.0,,,,,,,,
22172,24:27.583,1,1088.0,598.0,1199.0,757.0,,,,,,,,
22173,24:27.617,2,1077.0,610.0,1185.0,765.0,2278.0,476.0,2477.0,735.0,,,,
22174,24:27.650,2,1053.0,619.0,1164.0,778.0,2237.0,472.0,2464.0,750.0,,,,
22175,24:27.683,2,1022.0,630.0,1134.0,788.0,2185.0,479.0,2410.0,755.0,,,,
22176,24:27.717,2,981.0,643.0,1092.0,798.0,2124.0,495.0,2353.0,768.0,,,,
22177,24:27.750,2,932.0,647.0,1045.0,803.0,2057.0,509.0,2278.0,776.0,,,,
22178,24:27.783,2,1987.0,524.0,2202.0,786.0,879.0,651.0,993.0,809.0,,,,
22179,24:27.817,2,1923.0,530.0,2128.0,788.0,826.0,650.0,941.0,809.0,,,,
22180,24:27.850,2,1861.0,532.0,2058.0,786.0,772.0,648.0,889.0,809.0,,,,
22181,24:27.883,2,1808.0,534.0,1994.0,780.0,723.0,643.0,842.0,805.0,,,,
22182,24:27.917,2,678.0,636.0,797.0,798.0,1758.0,524.0,1944.0,770.0,,,,
22183,24:27.950,2,1714.0,515.0,1897.0,757.0,633.0,627.0,758.0,791.0,,,,
22184,24:27.983,2,597.0,614.0,721.0,779.0,1679.0,501.0,1861.0,745.0,,,,
22185,24:28.017,2,563.0,601.0,690.0,770.0,1649.0,482.0,1832.0,727.0,,,,
22186,24:28.050,2,1625.0,475.0,1802.0,717.0,535.0,593.0,664.0,763.0,,,,
22187,24:28.083,2,1604.0,472.0,1780.0,707.0,509.0,585.0,641.0,757.0,,,,
22188,24:28.117,2,1583.0,464.0,1758.0,700.0,485.0,582.0,620.0,752.0,,,,
22189,24:28.150,2,465.0,577.0,599.0,750.0,1562.0,459.0,1735.0,700.0,,,,
22190,24:28.183,2,1544.0,458.0,1717.0,698.0,445.0,579.0,582.0,751.0,,,,
22191,24:28.217,2,1525.0,460.0,1698.0,699.0,425.0,580.0,564.0,754.0,,,,
22192,24:28.250,2,1506.0,462.0,1679.0,704.0,408.0,585.0,547.0,760.0,,,,
22193,24:28.283,2,1490.0,468.0,1661.0,707.0,392.0,589.0,532.0,764.0,,,,
22194,24:28.317,2,1477.0,470.0,1642.0,712.0,378.0,593.0,519.0,771.0,,,,
22195,24:28.350,2,1464.0,476.0,1631.0,715.0,363.0,594.0,507.0,775.0,,,,
22196,24:28.383,2,1454.0,479.0,1618.0,718.0,354.0,602.0,498.0,779.0,,,,
22197,24:28.417,2,347.0,604.0,491.0,778.0,1446.0,478.0,1611.0,718.0,,,,
22198,24:28.450,2,337.0,601.0,482.0,777.0,1440.0,476.0,1605.0,719.0,,,,
22199,24:28.483,2,332.0,595.0,479.0,776.0,1438.0,475.0,1604.0,716.0,,,,
22200,24:28.517,2,1437.0,472.0,1604.0,713.0,329.0,593.0,476.0,772.0,,,,
22201,24:28.550,2,1438.0,467.0,1607.0,709.0,327.0,591.0,472.0,769.0,,,,
22202,24:28.583,2,1440.0,463.0,1609.0,709.0,327.0,589.0,472.0,766.0,,,,
22203,24:28.617,2,1443.0,465.0,1612.0,709.0,328.0,587.0,472.0,764.0,,,,
22204,24:28.650,2,1445.0,466.0,1613.0,710.0,329.0,587.0,473.0,764.0,,,,
22205,24:28.683,2,1446.0,468.0,1616.0,713.0,330.0,589.0,474.0,766.0,,,,
22206,24:28.717,2,330.0,592.0,475.0,769.0,1447.0,473.0,1616.0,719.0,,,,
22207,24:28.750,2,331.0,594.0,477.0,774.0,1447.0,476.0,1615.0,729.0,,,,
22208,24:28.783,2,332.0,599.0,478.0,778.0,1449.0,479.0,1616.0,734.0,,,,
22209,24:28.817,2,334.0,607.0,479.0,783.0,1451.0,483.0,1613.0,738.0,,,,
22210,24:28.850,2,1451.0,484.0,1618.0,742.0,335.0,610.0,479.0,787.0,,,,
22211,24:28.883,2,1452.0,485.0,1617.0,738.0,335.0,614.0,478.0,789.0,,,,
22212,24:28.917,2,1454.0,484.0,1622.0,735.0,333.0,615.0,478.0,791.0,,,,
22213,24:28.950,2,1457.0,481.0,1627.0,729.0,331.0,615.0,476.0,791.0,,,,
22214,24:28.983,2,1460.0,478.0,1632.0,727.0,330.0,612.0,473.0,790.0,,,,
22215,24:29.017,2,1464.0,474.0,1637.0,726.0,328.0,613.0,470.0,788.0,,,,
22216,24:29.050,2,1468.0,469.0,1643.0,722.0,325.0,612.0,469.0,789.0,,,,
22217,24:29.083,2,1473.0,469.0,1645.0,717.0,324.0,613.0,468.0,789.0,,,,
22218,24:29.117,2,1476.0,468.0,1647.0,719.0,322.0,612.0,467.0,790.0,,,,
22219,24:29.150,2,1477.0,468.0,1649.0,722.0,321.0,616.0,466.0,792.0,,,,
22220,24:29.183,2,1477.0,471.0,1648.0,723.0,321.0,618.0,465.0,794.0,,,,
22221,24:29.217,2,1475.0,472.0,1648.0,722.0,320.0,621.0,464.0,797.0,,,,
22222,24:29.250,2,1472.0,477.0,1646.0,723.0,320.0,623.0,463.0,799.0,,,,
22223,24:29.283,2,1470.0,480.0,1643.0,726.0,319.0,624.0,462.0,800.0,,,,
