frame,time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y
9520,08:36.667,2,1012.0,435.0,1115.0,588.0,2225.0,497.0,2424.0,729.0
9521,10:13.390,2,1012.0,434.0,1116.0,587.0,2225.0,496.0,2425.0,727.0
9522,10:13.423,2,1012.0,433.0,1116.0,587.0,2225.0,496.0,2422.0,727.0
9523,10:13.457,2,1013.0,432.0,1116.0,585.0,2225.0,494.0,2420.0,726.0
9524,10:13.490,2,1013.0,429.0,1116.0,583.0,2225.0,492.0,2423.0,724.0
9525,10:13.523,2,1013.0,428.0,1117.0,583.0,2226.0,494.0,2428.0,724.0
9526,10:13.557,2,1014.0,427.0,1117.0,582.0,2226.0,493.0,2427.0,723.0
9527,10:13.590,2,1014.0,427.0,1117.0,581.0,2228.0,492.0,2428.0,723.0
9528,10:13.623,2,1014.0,427.0,1118.0,581.0,2230.0,492.0,2431.0,723.0
9529,10:13.657,2,1015.0,427.0,1118.0,581.0,2230.0,491.0,2434.0,723.0
9530,10:13.690,2,1015.0,428.0,1118.0,581.0,2231.0,493.0,2431.0,723.0
9531,10:13.723,2,1015.0,427.0,1118.0,581.0,2231.0,494.0,2430.0,723.0
9532,10:13.757,2,1014.0,427.0,1118.0,582.0,2234.0,492.0,2432.0,723.0
9533,10:13.790,2,1013.0,426.0,1117.0,581.0,2233.0,491.0,2433.0,723.0
9534,10:13.823,2,1012.0,427.0,1116.0,580.0,2234.0,489.0,2433.0,722.0
9535,10:13.857,2,1012.0,427.0,1116.0,580.0,2235.0,490.0,2437.0,724.0
9536,10:13.890,2,1012.0,427.0,1115.0,581.0,2235.0,492.0,2436.0,725.0
9537,10:13.923,2,1013.0,429.0,1116.0,582.0,2237.0,492.0,2439.0,730.0
9538,10:13.957,2,1013.0,429.0,1117.0,582.0,2238.0,493.0,2440.0,731.0
9539,10:13.990,2,1014.0,428.0,1118.0,582.0,2241.0,496.0,2441.0,732.0
9540,10:14.023,2,1015.0,428.0,1119.0,583.0,2242.0,498.0,2441.0,733.0
9541,10:14.057,2,1016.0,428.0,1120.0,583.0,2245.0,500.0,2443.0,735.0
9542,10:14.090,2,1016.0,431.0,1120.0,585.0,2245.0,504.0,2444.0,738.0
9543,10:14.123,2,1016.0,435.0,1119.0,588.0,2244.0,504.0,2445.0,741.0
9544,10:14.157,2,1015.0,437.0,1118.0,589.0,2243.0,506.0,2445.0,743.0
9545,10:14.192,2,1013.0,438.0,1116.0,591.0,2240.0,508.0,2445.0,744.0
9546,10:14.225,2,1011.0,442.0,1114.0,597.0,2239.0,508.0,2446.0,746.0
9547,10:14.258,2,1010.0,443.0,1113.0,599.0,2238.0,511.0,2446.0,748.0
9548,10:14.292,2,2236.0,514.0,2445.0,751.0,1010.0,444.0,1112.0,600.0
9549,10:14.325,2,2237.0,516.0,2445.0,751.0,1010.0,446.0,1112.0,602.0
9550,10:14.358,2,1010.0,447.0,1112.0,602.0,2239.0,518.0,2442.0,752.0
9551,10:14.392,2,1011.0,448.0,1114.0,604.0,2242.0,523.0,2442.0,752.0
9552,10:14.425,2,1012.0,450.0,1115.0,605.0,2244.0,525.0,2440.0,755.0
9553,10:14.458,2,1014.0,453.0,1117.0,605.0,2246.0,526.0,2440.0,757.0
9554,10:14.492,2,1014.0,453.0,1117.0,606.0,2248.0,529.0,2442.0,757.0
9555,10:14.525,2,1013.0,454.0,1117.0,606.0,2248.0,531.0,2442.0,760.0
