frame,time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y
5220,04:43.333,1,1045.0,721.0,1299.0,1010.0
5221,05:42.168,1,1045.0,714.0,1299.0,1004.0
5222,05:42.202,1,1044.0,707.0,1297.0,1000.0
5223,05:42.235,1,1043.0,704.0,1296.0,995.0
5224,05:42.268,1,1040.0,702.0,1294.0,993.0
5225,05:42.302,1,1038.0,703.0,1292.0,994.0
5226,05:42.335,1,1038.0,702.0,1292.0,994.0
5227,05:42.368,1,1039.0,705.0,1293.0,995.0
5228,05:42.402,1,1040.0,706.0,1293.0,996.0
5229,05:42.435,1,1040.0,702.0,1294.0,990.0
5230,05:42.468,1,1040.0,702.0,1294.0,989.0
5231,05:42.502,1,1040.0,699.0,1294.0,987.0
5232,05:42.535,1,1040.0,700.0,1294.0,988.0
5233,05:42.568,1,1039.0,699.0,1293.0,987.0
5234,05:42.602,1,1037.0,695.0,1292.0,985.0
5235,05:42.635,1,1036.0,692.0,1292.0,982.0
5236,05:42.668,1,1038.0,689.0,1295.0,980.0
5237,05:42.702,1,1044.0,685.0,1298.0,976.0
5238,05:42.735,1,1045.0,678.0,1300.0,972.0
5239,05:42.768,1,1046.0,676.0,1301.0,967.0
5240,05:42.802,1,1048.0,677.0,1303.0,963.0
5241,05:42.835,1,1051.0,666.0,1305.0,956.0
5242,05:42.868,1,1052.0,666.0,1306.0,954.0
5243,05:42.902,1,1052.0,665.0,1306.0,955.0
5244,05:42.935,1,1052.0,664.0,1305.0,952.0
5245,05:42.968,1,1053.0,665.0,1305.0,952.0
5246,05:43.002,1,1055.0,663.0,1307.0,951.0
5247,05:43.035,1,1056.0,660.0,1308.0,948.0
5248,05:43.068,1,1058.0,659.0,1309.0,947.0
5249,05:43.102,1,1060.0,658.0,1311.0,947.0
5250,05:43.135,1,1061.0,659.0,1312.0,948.0
5251,05:43.168,1,1060.0,659.0,1309.0,949.0
5252,05:43.202,1,1052.0,663.0,1302.0,950.0
5253,05:43.235,1,1039.0,673.0,1286.0,956.0
5254,05:43.268,1,1017.0,670.0,1265.0,961.0
5255,05:43.302,1,997.0,662.0,1242.0,961.0
5256,05:43.335,1,981.0,658.0,1220.0,956.0
5257,05:43.368,1,972.0,662.0,1209.0,964.0
5258,05:43.402,1,978.0,668.0,1213.0,972.0
5259,05:43.435,1,997.0,675.0,1236.0,980.0
5260,05:43.468,1,1025.0,675.0,1262.0,980.0
5261,05:43.502,1,1057.0,674.0,1292.0,975.0
5262,05:43.535,1,1084.0,672.0,1317.0,975.0
5263,05:43.568,1,1106.0,675.0,1337.0,977.0
5264,05:43.602,1,1123.0,675.0,1358.0,981.0
5265,05:43.635,1,1139.0,674.0,1373.0,980.0
5266,05:43.668,1,1150.0,675.0,1385.0,981.0
5267,05:43.702,1,1159.0,674.0,1392.0,977.0
5268,05:43.735,1,1167.0,669.0,1401.0,974.0
5269,05:43.768,1,1171.0,668.0,1407.0,973.0
5270,05:43.802,1,1171.0,668.0,1407.0,974.0
5271,05:43.835,1,1167.0,671.0,1403.0,975.0
5272,05:43.870,1,1160.0,669.0,1395.0,973.0
5273,05:43.903,1,1151.0,671.0,1387.0,973.0
5274,05:43.937,1,1143.0,672.0,1380.0,974.0
5275,05:43.970,1,1135.0,670.0,1373.0,974.0
5276,05:44.003,1,1131.0,669.0,1366.0,973.0
5277,05:44.037,1,1127.0,671.0,1363.0,975.0
5278,05:44.070,1,1124.0,673.0,1362.0,977.0
5279,05:44.103,1,1122.0,675.0,1361.0,978.0
5280,05:44.137,1,1121.0,678.0,1359.0,980.0
5281,05:44.170,1,1121.0,679.0,1359.0,983.0
5282,05:44.203,1,1121.0,686.0,1360.0,986.0
5283,05:44.237,1,1122.0,691.0,1360.0,989.0
5284,05:44.270,1,1123.0,695.0,1360.0,992.0
5285,05:44.303,1,1123.0,697.0,1360.0,994.0
5286,05:44.337,1,1120.0,697.0,1358.0,994.0
5287,05:44.370,1,1116.0,698.0,1355.0,993.0
5288,05:44.403,1,1113.0,700.0,1351.0,994.0
5289,05:44.437,1,1112.0,702.0,1348.0,996.0
5290,05:44.470,1,1109.0,704.0,1345.0,998.0
5291,05:44.503,1,1108.0,706.0,1343.0,999.0
5292,05:44.537,1,1108.0,706.0,1342.0,1000.0
5293,05:44.570,1,1109.0,706.0,1343.0,1000.0
5294,05:44.603,1,1109.0,707.0,1343.0,1000.0
5295,05:44.637,1,1108.0,707.0,1343.0,1000.0
