frame,time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y
14890,13:03.333,1,1170.0,831.0,1314.0,1026.0
14891,16:04.060,1,1170.0,831.0,1315.0,1026.0
14892,16:04.093,1,1170.0,832.0,1316.0,1026.0
14893,16:04.127,1,1171.0,832.0,1317.0,1027.0
14894,16:04.160,1,1172.0,832.0,1318.0,1027.0
14895,16:04.193,1,1174.0,834.0,1319.0,1027.0
14896,16:04.227,1,1175.0,835.0,1320.0,1027.0
14897,16:04.260,1,1176.0,836.0,1321.0,1028.0
14898,16:04.293,1,1176.0,837.0,1322.0,1028.0
14899,16:04.327,1,1177.0,837.0,1322.0,1029.0
14900,16:04.360,1,1177.0,837.0,1322.0,1029.0
14901,16:04.393,1,1177.0,837.0,1322.0,1029.0
14902,16:04.427,1,1177.0,838.0,1323.0,1030.0
14903,16:04.460,1,1177.0,837.0,1324.0,1031.0
14904,16:04.493,1,1178.0,837.0,1324.0,1031.0
14905,16:04.527,1,1178.0,838.0,1325.0,1032.0
14906,16:04.560,1,1178.0,838.0,1324.0,1032.0
14907,16:04.593,1,1178.0,838.0,1325.0,1032.0
14908,16:04.627,1,1177.0,837.0,1324.0,1033.0
14909,16:04.660,1,1177.0,837.0,1324.0,1033.0
14910,16:04.693,1,1177.0,837.0,1323.0,1033.0
14911,16:04.727,1,1177.0,838.0,1323.0,1033.0
14912,16:04.760,1,1176.0,838.0,1323.0,1033.0
14913,16:04.793,1,1176.0,838.0,1323.0,1034.0
14914,16:04.827,1,1176.0,839.0,1323.0,1033.0
14915,16:04.860,1,1176.0,839.0,1322.0,1034.0
14916,16:04.893,1,1175.0,840.0,1321.0,1033.0
14917,16:04.927,1,1175.0,839.0,1321.0,1032.0
14918,16:04.960,1,1174.0,838.0,1321.0,1031.0
14919,16:04.993,1,1174.0,838.0,1321.0,1033.0
14920,16:05.027,1,1173.0,838.0,1320.0,1033.0
14921,16:05.060,1,1173.0,838.0,1320.0,1034.0
14922,16:05.093,1,1173.0,838.0,1320.0,1034.0
14923,16:05.127,1,1172.0,838.0,1319.0,1034.0
14924,16:05.160,1,1172.0,838.0,1319.0,1033.0
14925,16:05.193,1,1172.0,838.0,1318.0,1033.0
14926,16:05.227,1,1171.0,837.0,1317.0,1032.0
14927,16:05.260,1,1170.0,836.0,1316.0,1030.0
14928,16:05.293,1,1170.0,836.0,1316.0,1030.0
14929,16:05.327,1,1170.0,835.0,1315.0,1029.0
14930,16:05.360,1,1169.0,835.0,1315.0,1029.0
14931,16:05.393,1,1169.0,835.0,1315.0,1029.0
14932,16:05.427,1,1170.0,835.0,1315.0,1029.0
14933,16:05.460,1,1170.0,835.0,1315.0,1029.0
14934,16:05.493,1,1169.0,837.0,1315.0,1030.0
14935,16:05.527,1,1169.0,837.0,1316.0,1030.0
14936,16:05.560,1,1170.0,837.0,1316.0,1030.0
14937,16:05.593,1,1170.0,837.0,1316.0,1030.0
14938,16:05.627,1,1169.0,838.0,1315.0,1030.0
14939,16:05.660,1,1169.0,838.0,1315.0,1030.0
14940,16:05.693,1,1169.0,838.0,1315.0,1030.0
