frame,time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y
4516,02:26.972,1,1412.0,797.0,1551.0,975.0
4531,02:27.460,1,1425.0,789.0,1562.0,965.0
4546,02:27.948,1,1440.0,785.0,1580.0,961.0
4561,02:28.436,1,1497.0,762.0,1639.0,940.0
4576,02:28.925,1,1454.0,790.0,1594.0,973.0
4591,02:29.413,1,1398.0,872.0,1536.0,1049.0
4606,02:29.901,1,1384.0,826.0,1523.0,1004.0
4621,02:30.389,1,1388.0,831.0,1530.0,1010.0
4636,02:30.877,1,1390.0,836.0,1529.0,1013.0
4651,02:31.366,1,1420.0,818.0,1560.0,995.0
4666,02:31.854,1,1525.0,748.0,1667.0,929.0
4681,02:32.342,1,1528.0,766.0,1673.0,945.0
4696,02:32.830,1,1522.0,759.0,1665.0,941.0
4711,02:33.318,1,1423.0,820.0,1563.0,1002.0
4726,02:33.806,1,1316.0,882.0,1449.0,1056.0
4741,02:34.295,1,1230.0,859.0,1365.0,1039.0
4756,02:34.783,1,1238.0,807.0,1372.0,989.0
4771,02:35.271,1,1184.0,817.0,1318.0,992.0
4786,02:35.759,1,1188.0,845.0,1323.0,1022.0
4801,02:36.247,1,1216.0,850.0,1349.0,1026.0
4816,02:36.735,1,1245.0,845.0,1381.0,1019.0
4831,02:37.224,1,1249.0,807.0,1381.0,983.0
4846,02:37.712,1,1265.0,837.0,1397.0,1013.0
4861,02:38.200,1,1303.0,819.0,1438.0,997.0
4876,02:38.688,1,1316.0,849.0,1450.0,1028.0
4891,02:39.176,1,1355.0,993.0,1492.0,1177.0
4906,02:39.664,1,1307.0,743.0,1439.0,921.0
4921,02:40.153,1,1186.0,699.0,1318.0,870.0
4936,02:40.641,1,1185.0,680.0,1317.0,857.0
4951,02:41.129,1,1197.0,698.0,1329.0,872.0
4966,02:41.617,1,1229.0,739.0,1364.0,915.0
4981,02:42.105,1,1227.0,744.0,1359.0,923.0
4996,02:42.593,1,1242.0,752.0,1376.0,928.0
5011,02:43.082,1,1250.0,753.0,1382.0,926.0
5026,02:43.570,1,1258.0,740.0,1393.0,914.0
5041,02:44.058,1,1261.0,767.0,1396.0,938.0
5056,02:44.546,1,1370.0,753.0,1509.0,924.0
5071,02:45.034,1,1361.0,734.0,1500.0,909.0
5086,02:45.522,1,1361.0,736.0,1497.0,907.0
5101,02:46.011,1,1378.0,739.0,1515.0,910.0
5116,02:46.499,1,1382.0,719.0,1518.0,895.0
5131,02:46.987,1,1369.0,747.0,1506.0,918.0
5146,02:47.475,1,1376.0,762.0,1513.0,933.0
5161,02:47.963,1,1373.0,759.0,1511.0,930.0
5176,02:48.452,1,1391.0,757.0,1528.0,929.0
5191,02:48.940,1,1415.0,750.0,1552.0,926.0
5206,02:49.428,1,1433.0,744.0,1572.0,915.0
5221,02:49.916,1,1416.0,734.0,1558.0,910.0
5236,02:50.404,1,1388.0,727.0,1525.0,901.0
5251,02:50.892,1,1389.0,733.0,1528.0,909.0
5266,02:51.381,1,1377.0,733.0,1512.0,905.0
5281,02:51.869,1,1393.0,704.0,1528.0,874.0
5296,02:52.357,1,1321.0,734.0,1455.0,904.0
5311,02:52.845,1,1267.0,761.0,1400.0,933.0
5326,02:53.333,1,1302.0,784.0,1437.0,954.0
5341,02:53.821,1,1319.0,797.0,1450.0,974.0
5356,02:54.310,1,1311.0,816.0,1444.0,992.0
5371,02:54.798,1,1270.0,890.0,1404.0,1067.0
5386,02:55.286,1,1247.0,906.0,1380.0,1081.0
5401,02:55.774,1,1289.0,1016.0,1426.0,1202.0
5416,02:56.262,1,1410.0,796.0,1545.0,976.0
5431,02:56.750,1,1404.0,851.0,1542.0,1031.0
5446,02:57.239,1,1374.0,822.0,1509.0,1003.0
5461,02:57.727,1,1359.0,849.0,1496.0,1025.0
5476,02:58.215,1,1317.0,854.0,1452.0,1039.0
5491,02:58.703,1,1309.0,868.0,1442.0,1047.0
5506,02:59.191,1,1308.0,881.0,1443.0,1062.0
5521,02:59.679,1,1331.0,871.0,1465.0,1049.0
5536,03:00.168,1,1317.0,888.0,1451.0,1064.0
5551,03:00.656,1,1296.0,877.0,1432.0,1055.0
5566,03:01.144,1,1297.0,877.0,1432.0,1051.0
5581,03:01.632,1,1301.0,872.0,1436.0,1052.0
5596,03:02.120,1,1295.0,880.0,1430.0,1056.0
5611,03:02.608,1,1299.0,883.0,1432.0,1059.0
5626,03:03.097,1,1300.0,884.0,1435.0,1063.0
5641,03:03.585,1,1328.0,1007.0,1465.0,1189.0
5656,03:04.073,1,1339.0,875.0,1471.0,1052.0
5671,03:04.561,1,1334.0,907.0,1469.0,1082.0
5686,03:05.049,1,1316.0,820.0,1449.0,994.0
5701,03:05.537,1,1318.0,892.0,1452.0,1067.0
5716,03:06.026,1,1326.0,876.0,1460.0,1050.0
5731,03:06.514,1,1330.0,881.0,1466.0,1055.0
5746,03:07.002,1,1343.0,889.0,1478.0,1066.0
5761,03:07.490,1,1434.0,862.0,1573.0,1041.0
5776,03:07.978,1,1567.0,845.0,1716.0,1029.0
5791,03:08.467,1,1412.0,789.0,1550.0,965.0
5806,03:08.955,1,1407.0,798.0,1544.0,975.0
5821,03:09.443,1,1394.0,803.0,1529.0,982.0
5836,03:09.931,1,1380.0,1071.0,1518.0,1263.0
5851,03:10.419,1,1382.0,801.0,1517.0,982.0
5866,03:10.907,1,1216.0,826.0,1349.0,1004.0
5881,03:11.396,1,1181.0,985.0,1316.0,1171.0
5896,03:11.884,1,1231.0,860.0,1364.0,1036.0
5911,03:12.372,1,1210.0,841.0,1343.0,1018.0
5926,03:12.860,1,1192.0,866.0,1324.0,1041.0
5941,03:13.348,1,1178.0,868.0,1312.0,1047.0
5956,03:13.836,1,1106.0,912.0,1239.0,1089.0
5971,03:14.325,1,1145.0,750.0,1276.0,923.0
5986,03:14.813,1,1151.0,757.0,1282.0,928.0
6001,03:15.301,1,1148.0,750.0,1278.0,920.0
6016,03:15.789,1,1159.0,749.0,1289.0,924.0
6031,03:16.277,1,1174.0,983.0,1310.0,1167.0
6046,03:16.765,1,1212.0,876.0,1345.0,1048.0
6061,03:17.254,1,1227.0,857.0,1360.0,1037.0
