frame,time,actual_video_time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y,face_2_tl_x,face_2_tl_y,face_2_br_x,face_2_br_y,face_3_tl_x,face_3_tl_y,face_3_br_x,face_3_br_y
7622,04:03.000,04:03.028,3,1462.0,545.0,1623.0,755.0,473.0,596.0,620.0,805.0,950.0,675.0,1090.0,883.0,,,,
7637,04:03.500,04:03.528,3,1432.0,546.0,1594.0,759.0,449.0,640.0,601.0,847.0,932.0,702.0,1074.0,915.0,,,,
7652,04:04.000,04:04.028,3,1445.0,480.0,1610.0,695.0,441.0,559.0,594.0,768.0,930.0,629.0,1074.0,848.0,,,,
7667,04:04.500,04:04.528,3,1453.0,481.0,1618.0,698.0,442.0,565.0,594.0,774.0,928.0,633.0,1071.0,848.0,,,,
7682,04:05.000,04:05.028,3,1420.0,452.0,1582.0,665.0,409.0,538.0,563.0,752.0,901.0,607.0,1043.0,820.0,,,,
7697,04:05.500,04:05.528,3,1385.0,410.0,1547.0,625.0,364.0,488.0,522.0,706.0,863.0,555.0,1011.0,776.0,,,,
7712,04:06.000,04:06.030,3,334.0,478.0,496.0,701.0,1366.0,407.0,1528.0,620.0,856.0,551.0,1003.0,772.0,,,,
7727,04:06.500,04:06.530,4,810.0,584.0,958.0,805.0,1323.0,454.0,1479.0,659.0,276.0,502.0,442.0,732.0,2124.0,854.0,2166.0,906.0
7742,04:07.000,04:07.030,4,187.0,439.0,364.0,673.0,747.0,526.0,898.0,747.0,1269.0,395.0,1428.0,602.0,2046.0,796.0,2088.0,853.0
7757,04:07.500,04:07.530,2,237.0,563.0,429.0,811.0,847.0,425.0,1010.0,638.0,,,,,,,,
7772,04:08.000,04:08.030,2,98.0,551.0,304.0,809.0,747.0,404.0,915.0,623.0,,,,,,,,
7787,04:08.500,04:08.530,2,104.0,542.0,305.0,800.0,771.0,414.0,938.0,624.0,,,,,,,,
7802,04:09.000,04:09.030,3,112.0,539.0,315.0,798.0,768.0,443.0,935.0,648.0,1503.0,725.0,1564.0,815.0,,,,
7818,04:09.500,04:09.530,4,572.0,527.0,734.0,757.0,-28.0,430.0,165.0,674.0,1135.0,421.0,1288.0,624.0,1865.0,712.0,1941.0,818.0
7836,04:10.000,04:10.032,3,123.0,527.0,325.0,783.0,786.0,417.0,949.0,625.0,1499.0,726.0,1559.0,820.0,,,,
7853,04:10.500,04:10.523,2,599.0,401.0,774.0,621.0,1335.0,715.0,1391.0,806.0,,,,,,,,
7871,04:11.000,04:11.032,3,70.0,540.0,277.0,802.0,765.0,426.0,927.0,633.0,1457.0,736.0,1519.0,824.0,,,,
7886,04:11.500,04:11.532,3,149.0,546.0,349.0,796.0,810.0,431.0,971.0,640.0,1503.0,737.0,1562.0,827.0,,,,
7901,04:12.000,04:12.032,3,144.0,520.0,350.0,776.0,793.0,412.0,955.0,621.0,1487.0,730.0,1546.0,821.0,,,,
7916,04:12.500,04:12.515,3,150.0,520.0,355.0,775.0,793.0,413.0,957.0,624.0,1487.0,728.0,1550.0,821.0,,,,
7933,04:13.000,04:13.032,3,158.0,543.0,361.0,799.0,803.0,426.0,962.0,630.0,1498.0,738.0,1562.0,835.0,,,,
