frame,time,faces_detected_count,033_detected,033_tl_x,033_tl_y,033_br_x,033_br_y,034_detected,034_tl_x,034_tl_y,034_br_x,034_br_y,035_detected,035_tl_x,035_tl_y,035_br_x,035_br_y,036_detected,036_tl_x,036_tl_y,036_br_x,036_br_y,UNKNOWN_detected,UNKNOWN_tl_x,UNKNOWN_tl_y,UNKNOWN_br_x,UNKNOWN_br_y
16231,08:52.982,2,True,76,902,219,1063,False,,,,,False,,,,,False,,,,,True,952,849,1029,958
16246,08:53.475,2,True,0,936,145,1100,False,,,,,False,,,,,False,,,,,True,900,863,977,974
16261,08:53.967,2,True,-10,959,128,1123,False,,,,,False,,,,,False,,,,,True,891,877,967,988
16276,08:54.460,2,True,-2,946,139,1109,False,,,,,False,,,,,False,,,,,True,898,874,976,986
16291,08:54.952,2,True,3,936,148,1100,False,,,,,False,,,,,False,,,,,True,902,870,979,983
16306,08:55.445,2,True,1,937,143,1100,False,,,,,False,,,,,False,,,,,True,898,872,976,985
16321,08:55.937,2,True,13,920,160,1084,False,,,,,False,,,,,False,,,,,True,907,862,984,974
16336,08:56.430,2,True,12,922,160,1085,False,,,,,False,,,,,False,,,,,True,906,860,982,970
16351,08:56.922,2,True,17,926,161,1088,False,,,,,False,,,,,False,,,,,True,909,864,986,974
16366,08:57.415,2,True,17,927,162,1087,False,,,,,False,,,,,False,,,,,True,909,863,986,974
16381,08:57.908,2,True,6,924,153,1086,False,,,,,False,,,,,False,,,,,True,907,860,983,970
16396,08:58.400,2,True,0,920,144,1081,False,,,,,False,,,,,False,,,,,True,902,853,980,967
16411,08:58.893,2,True,0,917,144,1079,False,,,,,False,,,,,False,,,,,True,902,852,980,967
16426,08:59.385,2,True,-4,917,138,1077,False,,,,,False,,,,,False,,,,,True,900,853,975,962
16441,08:59.878,2,True,-17,914,131,1073,False,,,,,False,,,,,False,,,,,True,902,848,979,958
16456,09:00.370,2,True,-26,920,117,1079,False,,,,,False,,,,,False,,,,,True,901,849,978,960
16471,09:00.863,2,True,-33,931,111,1090,False,,,,,False,,,,,False,,,,,True,895,855,973,967
16486,09:01.356,2,True,-33,941,111,1097,False,,,,,False,,,,,False,,,,,True,897,863,975,974
16501,09:01.848,2,True,-15,944,136,1101,False,,,,,False,,,,,False,,,,,True,913,865,992,977
16516,09:02.341,2,True,-16,933,136,1090,False,,,,,False,,,,,False,,,,,True,912,855,991,968
16531,09:02.833,2,True,-2,904,155,1062,False,,,,,False,,,,,False,,,,,True,925,840,1004,952
16546,09:03.326,2,True,-18,906,133,1064,False,,,,,False,,,,,False,,,,,True,911,844,990,957
16561,09:03.818,2,True,-17,922,133,1080,False,,,,,False,,,,,False,,,,,True,910,846,987,957
16576,09:04.311,2,True,-12,900,136,1054,False,,,,,False,,,,,False,,,,,True,914,823,990,932
16591,09:04.803,2,True,-20,885,130,1044,False,,,,,False,,,,,False,,,,,True,910,805,986,918
16606,09:05.296,2,True,-19,892,131,1048,False,,,,,False,,,,,False,,,,,True,907,814,984,924
16621,09:05.789,2,True,-13,891,138,1050,False,,,,,False,,,,,False,,,,,True,908,815,985,924
16636,09:06.281,2,True,-10,891,142,1051,False,,,,,False,,,,,False,,,,,True,911,815,990,926
16651,09:06.774,2,True,-4,888,147,1047,False,,,,,False,,,,,False,,,,,True,915,817,995,926
16666,09:07.266,2,True,-8,883,144,1041,False,,,,,False,,,,,False,,,,,True,912,817,992,929
16681,09:07.759,2,True,-9,883,141,1041,False,,,,,False,,,,,False,,,,,True,911,820,992,930
16696,09:08.251,2,True,-11,879,138,1036,False,,,,,False,,,,,False,,,,,True,908,813,988,923
16711,09:08.744,2,True,-9,876,140,1032,False,,,,,False,,,,,False,,,,,True,911,809,990,918
16726,09:09.236,2,True,-9,878,139,1034,False,,,,,False,,,,,False,,,,,True,909,811,988,922
16741,09:09.729,2,True,-8,878,141,1034,False,,,,,False,,,,,False,,,,,True,911,811,990,923
16756,09:10.222,2,True,-9,879,141,1036,False,,,,,False,,,,,False,,,,,True,912,812,991,924
16771,09:10.714,2,True,-17,886,134,1043,False,,,,,False,,,,,False,,,,,True,906,817,984,926
16786,09:11.207,2,True,-17,895,129,1050,False,,,,,False,,,,,False,,,,,True,904,824,980,933
16801,09:11.699,2,True,-53,901,69,1059,False,,,,,False,,,,,False,,,,,True,863,808,944,919
16816,09:12.192,2,True,-52,896,75,1052,False,,,,,False,,,,,False,,,,,True,868,802,948,913
16831,09:12.684,2,True,-47,897,88,1053,False,,,,,False,,,,,False,,,,,True,875,806,954,917
16846,09:13.177,2,True,-46,893,89,1052,False,,,,,False,,,,,False,,,,,True,876,805,955,916
16861,09:13.670,2,True,-48,890,86,1047,False,,,,,False,,,,,False,,,,,True,875,802,954,914
16876,09:14.162,2,True,-52,898,84,1055,False,,,,,False,,,,,False,,,,,True,874,807,953,918
16891,09:14.655,2,True,-56,901,79,1061,False,,,,,False,,,,,False,,,,,True,870,810,950,924
16906,09:15.147,2,True,-54,900,83,1057,False,,,,,False,,,,,False,,,,,True,874,809,953,921
16921,09:15.640,2,True,-43,891,94,1049,False,,,,,False,,,,,False,,,,,True,880,807,959,919
16936,09:16.132,2,True,-46,884,93,1043,False,,,,,False,,,,,False,,,,,True,881,803,960,917
16951,09:16.625,2,True,-36,881,106,1041,False,,,,,False,,,,,False,,,,,True,889,804,968,915
16966,09:17.117,2,True,-30,880,111,1038,False,,,,,False,,,,,False,,,,,True,891,804,970,916
16981,09:17.610,2,True,-30,877,114,1035,False,,,,,False,,,,,False,,,,,True,895,805,973,916
16996,09:18.103,2,True,-28,878,116,1035,False,,,,,False,,,,,False,,,,,True,896,808,974,917
17011,09:18.595,2,True,-16,882,123,1041,False,,,,,False,,,,,False,,,,,True,894,811,973,923
17026,09:19.088,2,True,-7,884,132,1041,False,,,,,False,,,,,False,,,,,True,894,813,973,925
17041,09:19.580,2,True,-6,884,132,1042,False,,,,,False,,,,,False,,,,,True,894,813,974,925
17056,09:20.073,2,True,-5,882,132,1040,False,,,,,False,,,,,False,,,,,True,892,812,971,924
17071,09:20.565,2,True,7,888,156,1046,False,,,,,False,,,,,False,,,,,True,909,830,988,940
17086,09:21.058,2,True,61,822,202,977,False,,,,,False,,,,,False,,,,,True,941,794,1019,906
17101,09:21.550,2,True,71,841,215,998,False,,,,,False,,,,,False,,,,,True,950,810,1030,920
17116,09:22.043,2,True,65,847,209,1005,False,,,,,False,,,,,False,,,,,True,946,812,1025,925
17131,09:22.536,2,True,79,861,223,1019,False,,,,,False,,,,,False,,,,,True,956,829,1034,938
17146,09:23.028,2,True,89,848,236,1004,False,,,,,False,,,,,False,,,,,True,966,821,1044,933
17161,09:23.521,2,True,85,853,238,1009,False,,,,,False,,,,,False,,,,,True,977,829,1052,938
17176,09:24.013,2,True,50,841,201,1003,False,,,,,False,,,,,False,,,,,True,969,821,1046,932
17191,09:24.506,2,True,-10,873,140,1039,False,,,,,False,,,,,False,,,,,True,929,833,1008,943
17206,09:24.998,2,True,-4,868,145,1034,False,,,,,False,,,,,False,,,,,True,932,827,1011,940
17221,09:25.491,2,True,-27,878,122,1047,False,,,,,False,,,,,False,,,,,True,918,829,998,940
17236,09:25.983,2,True,-33,889,113,1053,False,,,,,False,,,,,False,,,,,True,914,832,993,944
17251,09:26.476,2,True,-35,883,113,1046,False,,,,,False,,,,,False,,,,,True,909,818,986,927
17266,09:26.969,2,True,-37,884,110,1048,False,,,,,False,,,,,False,,,,,True,907,816,983,924
17281,09:27.461,2,True,-45,884,101,1050,False,,,,,False,,,,,False,,,,,True,897,814,976,924
17296,09:27.954,2,True,-44,886,104,1052,False,,,,,False,,,,,False,,,,,True,899,815,978,925
17311,09:28.446,2,True,-33,881,116,1046,False,,,,,False,,,,,False,,,,,True,908,815,984,923
17326,09:28.939,2,True,-40,886,109,1051,False,,,,,False,,,,,False,,,,,True,903,817,980,925
17341,09:29.431,2,True,-23,876,128,1045,False,,,,,False,,,,,False,,,,,True,917,819,993,929
17356,09:29.924,2,True,-24,878,126,1047,False,,,,,False,,,,,False,,,,,True,917,819,992,929
17371,09:30.417,2,True,-22,879,125,1047,False,,,,,False,,,,,False,,,,,True,918,821,994,931
17386,09:30.909,2,True,-28,886,120,1059,False,,,,,False,,,,,False,,,,,True,915,827,993,937
17401,09:31.402,2,True,-43,906,106,1073,False,,,,,False,,,,,False,,,,,True,906,835,981,945
17416,09:31.894,2,True,-45,916,101,1083,False,,,,,False,,,,,False,,,,,True,901,842,979,954
17431,09:32.387,2,True,-47,917,101,1090,False,,,,,False,,,,,False,,,,,True,902,846,978,955
17446,09:32.879,2,True,-50,921,98,1091,False,,,,,False,,,,,False,,,,,True,901,849,976,958
17461,09:33.372,2,True,-52,923,96,1094,False,,,,,False,,,,,False,,,,,True,898,848,975,958
17476,09:33.864,2,True,-49,923,101,1094,False,,,,,False,,,,,False,,,,,True,901,850,978,960
17491,09:34.357,2,True,-47,921,102,1093,False,,,,,False,,,,,False,,,,,True,902,851,979,960
17506,09:34.850,2,True,-47,924,104,1094,False,,,,,False,,,,,False,,,,,True,903,854,978,961
17521,09:35.342,2,True,-44,920,106,1092,False,,,,,False,,,,,False,,,,,True,903,853,980,963
17536,09:35.835,2,True,-48,929,102,1097,False,,,,,False,,,,,False,,,,,True,901,859,979,968
17551,09:36.327,2,True,-47,935,100,1101,False,,,,,False,,,,,False,,,,,True,901,861,977,971
17566,09:36.820,2,True,-48,938,97,1105,False,,,,,False,,,,,False,,,,,True,899,864,976,974
17581,09:37.312,2,True,-50,941,95,1107,False,,,,,False,,,,,False,,,,,True,897,866,973,976
17596,09:37.805,2,True,-50,943,94,1108,False,,,,,False,,,,,False,,,,,True,896,866,972,975
17611,09:38.297,2,True,-50,945,91,1110,False,,,,,False,,,,,False,,,,,True,894,865,971,976
17626,09:38.790,2,True,-49,940,96,1105,False,,,,,False,,,,,False,,,,,True,899,867,977,978
17641,09:39.283,2,True,-50,951,90,1117,False,,,,,False,,,,,False,,,,,True,894,872,972,981
17656,09:39.775,2,True,-49,947,94,1113,False,,,,,False,,,,,False,,,,,True,898,870,975,979
17671,09:40.268,2,True,-7,931,137,1092,False,,,,,False,,,,,False,,,,,True,905,865,982,973
17686,09:40.760,2,True,39,918,159,1070,False,,,,,False,,,,,False,,,,,True,903,865,980,974
17701,09:41.253,2,True,51,918,167,1066,False,,,,,False,,,,,False,,,,,True,903,868,980,977
17716,09:41.745,2,True,82,921,188,1072,False,,,,,False,,,,,False,,,,,True,903,866,979,976
17731,09:42.238,2,True,100,925,203,1075,False,,,,,False,,,,,False,,,,,True,903,868,979,978
17746,09:42.731,2,True,100,925,203,1075,False,,,,,False,,,,,False,,,,,True,903,867,978,977
17761,09:43.223,2,True,98,923,203,1074,False,,,,,False,,,,,False,,,,,True,905,865,982,976
17776,09:43.716,2,True,106,920,214,1070,False,,,,,False,,,,,False,,,,,True,910,863,986,973
17791,09:44.208,2,True,109,919,215,1072,False,,,,,False,,,,,False,,,,,True,910,864,987,972
17806,09:44.701,2,True,138,905,242,1052,False,,,,,False,,,,,False,,,,,True,928,851,1005,960
17821,09:45.193,2,True,151,885,255,1030,False,,,,,False,,,,,False,,,,,True,934,843,1010,953
17836,09:45.686,2,True,103,915,210,1065,False,,,,,False,,,,,False,,,,,True,903,851,981,960
17851,09:46.178,2,True,98,913,201,1061,False,,,,,False,,,,,False,,,,,True,895,845,975,955
17866,09:46.671,2,True,104,916,209,1064,False,,,,,False,,,,,False,,,,,True,902,846,979,957
17881,09:47.164,2,True,95,915,199,1062,False,,,,,False,,,,,False,,,,,True,895,842,973,953
17896,09:47.656,2,True,104,910,210,1057,False,,,,,False,,,,,False,,,,,True,903,845,980,956
17911,09:48.149,2,True,162,889,263,1036,False,,,,,False,,,,,False,,,,,True,941,843,1017,951
17926,09:48.641,2,True,167,888,268,1036,False,,,,,False,,,,,False,,,,,True,944,837,1020,947
17941,09:49.134,2,True,133,875,237,1021,False,,,,,False,,,,,False,,,,,True,921,823,996,933
17956,09:49.626,2,True,74,892,182,1043,False,,,,,False,,,,,False,,,,,True,882,817,958,925
17971,09:50.119,2,True,57,916,166,1067,False,,,,,False,,,,,False,,,,,True,869,825,945,935
17986,09:50.611,2,True,70,893,179,1043,False,,,,,False,,,,,False,,,,,True,879,814,956,922
18001,09:51.104,2,True,70,902,178,1052,False,,,,,False,,,,,False,,,,,True,878,818,955,928
18016,09:51.597,2,True,35,899,162,1051,False,,,,,False,,,,,False,,,,,True,877,819,955,929
18031,09:52.089,2,True,24,905,151,1056,False,,,,,False,,,,,False,,,,,True,879,826,955,935
18046,09:52.582,2,True,30,906,158,1058,False,,,,,False,,,,,False,,,,,True,886,829,962,938
18061,09:53.074,2,True,34,906,161,1057,False,,,,,False,,,,,False,,,,,True,882,832,960,942
18076,09:53.567,2,True,35,900,163,1052,False,,,,,False,,,,,False,,,,,True,885,829,965,941
