frame,time,faces_detected_count,033_detected,033_tl_x,033_tl_y,033_br_x,033_br_y,034_detected,034_tl_x,034_tl_y,034_br_x,034_br_y,035_detected,035_tl_x,035_tl_y,035_br_x,035_br_y,036_detected,036_tl_x,036_tl_y,036_br_x,036_br_y,UNKNOWN_detected,UNKNOWN_tl_x,UNKNOWN_tl_y,UNKNOWN_br_x,UNKNOWN_br_y
6281,03:20.985,2,False,,,,,False,,,,,True,1051,743,1160,887,True,1648,617,1796,882,False,,,,
6296,03:21.465,2,False,,,,,False,,,,,True,1058,738,1167,884,True,1655,619,1804,883,False,,,,
6311,03:21.945,2,False,,,,,False,,,,,True,1069,739,1178,886,False,,,,,True,1669,611,1817,880
6326,03:22.425,2,False,,,,,False,,,,,True,1070,735,1179,881,False,,,,,True,1673,608,1821,880
6341,03:22.905,2,False,,,,,False,,,,,True,1075,731,1183,876,True,1677,607,1822,880,False,,,,
6356,03:23.385,2,False,,,,,False,,,,,True,1061,759,1170,901,False,,,,,True,1659,637,1808,906
6371,03:23.865,2,False,,,,,False,,,,,True,1112,709,1219,854,True,1725,600,1878,878,False,,,,
6386,03:24.345,2,False,,,,,False,,,,,True,1087,719,1195,866,False,,,,,True,1697,610,1845,879
6401,03:24.825,2,False,,,,,False,,,,,True,1101,698,1208,845,False,,,,,True,1714,589,1873,863
6416,03:25.305,2,False,,,,,False,,,,,True,1101,695,1209,842,False,,,,,True,1712,589,1871,862
6431,03:25.785,2,False,,,,,False,,,,,True,1120,684,1228,828,False,,,,,True,1743,584,1887,848
6446,03:26.265,2,False,,,,,False,,,,,True,1108,703,1216,848,False,,,,,True,1724,591,1876,863
6461,03:26.745,2,False,,,,,False,,,,,True,1109,706,1217,853,False,,,,,True,1725,595,1875,867
6476,03:27.225,2,False,,,,,False,,,,,True,1111,706,1220,852,False,,,,,True,1727,587,1881,863
6491,03:27.705,2,False,,,,,False,,,,,True,1110,707,1219,852,False,,,,,True,1722,584,1882,857
6506,03:28.185,2,False,,,,,False,,,,,True,1111,698,1220,843,False,,,,,True,1728,577,1880,849
6521,03:28.665,2,False,,,,,False,,,,,True,1108,693,1216,837,False,,,,,True,1723,567,1881,854
6536,03:29.145,2,False,,,,,False,,,,,True,1108,694,1216,837,False,,,,,True,1711,567,1868,852
6551,03:29.625,2,False,,,,,False,,,,,True,1109,697,1217,840,False,,,,,True,1718,572,1873,848
6566,03:30.105,2,False,,,,,False,,,,,True,1108,691,1217,833,False,,,,,True,1721,564,1870,836
6581,03:30.585,2,False,,,,,False,,,,,True,1111,689,1219,829,False,,,,,True,1727,558,1881,828
6596,03:31.065,2,False,,,,,False,,,,,True,1113,690,1222,832,False,,,,,True,1729,553,1886,831
6611,03:31.545,2,False,,,,,False,,,,,True,1122,687,1231,830,False,,,,,True,1738,542,1895,827
