frame,time,faces_detected_count,039_detected,039_tl_x,039_tl_y,039_br_x,039_br_y,040_detected,040_tl_x,040_tl_y,040_br_x,040_br_y,041_detected,041_tl_x,041_tl_y,041_br_x,041_br_y,UNKNOWN_detected,UNKNOWN_tl_x,UNKNOWN_tl_y,UNKNOWN_br_x,UNKNOWN_br_y
7262,03:56.992,2,False,,,,,True,1602,710,1750,933,True,-62,769,120,1016,False,,,,
7277,03:57.482,2,False,,,,,True,1596,709,1744,931,True,-67,764,117,1015,False,,,,
7292,03:57.971,2,False,,,,,True,1606,705,1756,924,True,-70,762,113,1013,False,,,,
7307,03:58.461,2,False,,,,,True,1607,706,1764,924,True,-75,779,110,1027,False,,,,
7322,03:58.950,2,False,,,,,True,1609,701,1765,918,True,-79,769,102,1022,False,,,,
7337,03:59.440,2,False,,,,,True,1608,702,1764,919,True,-81,777,101,1030,False,,,,
7352,03:59.929,2,False,,,,,True,1600,704,1755,922,True,-59,752,134,1009,False,,,,
7367,04:00.419,2,False,,,,,True,1597,723,1760,935,True,56,709,257,980,False,,,,
7382,04:00.908,2,False,,,,,True,1601,738,1771,944,True,76,712,274,973,False,,,,
7397,04:01.398,2,False,,,,,True,1599,753,1767,951,True,-5,736,198,997,False,,,,
7412,04:01.887,2,False,,,,,True,1599,755,1767,952,True,-26,741,172,1000,False,,,,
7427,04:02.377,2,False,,,,,True,1585,803,1760,969,True,-27,740,175,998,False,,,,
7442,04:02.867,2,False,,,,,True,1571,821,1740,979,True,-33,734,170,991,False,,,,
7457,04:03.356,2,False,,,,,True,1589,768,1755,960,True,-41,741,158,1005,False,,,,
7472,04:03.846,2,False,,,,,True,1620,711,1787,930,True,-44,731,166,1000,False,,,,
7487,04:04.335,2,False,,,,,True,1638,705,1807,928,True,-29,734,187,1000,False,,,,
7502,04:04.825,2,False,,,,,True,1645,702,1815,929,True,-32,724,189,994,False,,,,
7517,04:05.314,2,False,,,,,True,2192,757,2404,1007,True,559,717,738,951,False,,,,
7532,04:05.804,2,False,,,,,True,2189,755,2402,1005,True,559,706,739,940,False,,,,
7547,04:06.293,2,False,,,,,True,1998,717,2208,966,True,374,717,570,958,False,,,,
7562,04:06.783,2,False,,,,,True,1957,725,2164,971,True,331,734,528,980,False,,,,
7577,04:07.272,2,False,,,,,True,1997,714,2194,965,True,331,736,523,978,False,,,,
7592,04:07.762,2,False,,,,,True,2020,715,2212,968,True,333,737,522,979,False,,,,
7607,04:08.251,2,False,,,,,True,1960,731,2165,980,True,321,748,507,988,False,,,,
7622,04:08.741,2,False,,,,,True,1930,726,2136,968,True,313,742,500,983,False,,,,
7637,04:09.230,2,False,,,,,True,1928,726,2135,964,True,321,746,501,983,False,,,,
7652,04:09.720,2,False,,,,,True,1929,713,2132,951,True,332,745,503,977,False,,,,
7667,04:10.209,2,False,,,,,True,1927,714,2126,946,True,357,750,522,988,False,,,,
7682,04:10.699,2,False,,,,,True,1918,711,2111,950,True,412,753,542,979,False,,,,
7697,04:11.188,2,False,,,,,True,1911,716,2101,949,True,412,756,540,984,False,,,,
7712,04:11.678,2,False,,,,,True,1915,713,2106,950,True,412,755,540,980,False,,,,
7727,04:12.167,2,False,,,,,True,1911,714,2101,950,True,339,740,515,980,False,,,,
7742,04:12.657,2,False,,,,,True,1936,715,2132,953,True,338,744,533,992,False,,,,
7757,04:13.146,2,False,,,,,True,2096,750,2311,995,True,474,750,661,983,False,,,,
7772,04:13.636,2,False,,,,,True,2052,716,2260,965,True,419,739,616,983,False,,,,
7787,04:14.125,2,False,,,,,True,1915,730,2111,966,True,273,733,482,987,False,,,,
7802,04:14.615,2,False,,,,,True,1923,754,2121,988,True,277,764,489,1015,False,,,,
7817,04:15.104,2,False,,,,,True,1871,775,2062,1011,True,214,778,433,1035,False,,,,
7832,04:15.594,2,False,,,,,True,1868,779,2060,1014,True,209,784,428,1039,False,,,,
7847,04:16.084,2,False,,,,,True,1874,766,2065,1006,True,223,783,437,1035,False,,,,
7862,04:16.573,2,False,,,,,True,1873,761,2059,994,True,233,770,448,1023,False,,,,
7877,04:17.063,2,False,,,,,True,1882,764,2067,997,True,250,781,455,1022,False,,,,
7892,04:17.552,2,False,,,,,True,1883,767,2068,1000,True,301,774,477,1006,False,,,,
7907,04:18.042,2,False,,,,,True,1881,769,2062,1004,True,322,784,486,1004,False,,,,
7922,04:18.531,2,False,,,,,True,2132,783,2343,1022,True,569,793,710,996,False,,,,
7937,04:19.021,2,False,,,,,True,2190,755,2402,993,True,644,772,763,995,False,,,,
7952,04:19.510,2,False,,,,,True,2172,736,2391,979,False,,,,,True,652,776,749,986
7967,04:20.000,1,False,,,,,True,2174,746,2392,989,False,,,,,False,,,,
7982,04:20.489,1,False,,,,,True,2184,740,2405,989,False,,,,,False,,,,
7997,04:20.979,2,False,,,,,True,2151,748,2374,993,False,,,,,True,572,743,693,930
8012,04:21.468,1,False,,,,,True,1530,736,1691,949,False,,,,,False,,,,
8027,04:21.958,1,False,,,,,True,1524,734,1685,948,False,,,,,False,,,,
8042,04:22.447,1,False,,,,,True,1521,739,1680,955,False,,,,,False,,,,
8057,04:22.937,1,False,,,,,True,1530,744,1687,960,False,,,,,False,,,,
