frame,time,faces_detected_count,039_detected,039_tl_x,039_tl_y,039_br_x,039_br_y,040_detected,040_tl_x,040_tl_y,040_br_x,040_br_y,041_detected,041_tl_x,041_tl_y,041_br_x,041_br_y,UNKNOWN_detected,UNKNOWN_tl_x,UNKNOWN_tl_y,UNKNOWN_br_x,UNKNOWN_br_y
12680,06:52.973,1,False,,,,,False,,,,,True,573,695,699,853,False,,,,
12695,06:53.461,1,False,,,,,False,,,,,True,677,585,795,743,False,,,,
12710,06:53.950,1,False,,,,,False,,,,,True,846,397,964,557,False,,,,
12725,06:54.438,1,False,,,,,False,,,,,True,1024,514,1130,670,False,,,,
12740,06:54.927,1,False,,,,,False,,,,,True,1185,312,1299,477,False,,,,
12755,06:55.415,2,True,-86,430,161,748,False,,,,,True,1196,504,1303,653,False,,,,
12770,06:55.904,1,False,,,,,False,,,,,True,1193,290,1306,447,False,,,,
12785,06:56.392,1,False,,,,,False,,,,,True,1147,352,1259,506,False,,,,
12800,06:56.881,1,False,,,,,False,,,,,True,1154,351,1267,508,False,,,,
12815,06:57.369,1,False,,,,,False,,,,,True,1160,358,1273,516,False,,,,
12830,06:57.858,1,False,,,,,False,,,,,True,1030,458,1140,610,False,,,,
12845,06:58.346,1,False,,,,,False,,,,,True,732,565,849,716,False,,,,
12860,06:58.835,1,False,,,,,False,,,,,True,450,461,584,626,False,,,,
12875,06:59.324,0,False,,,,,False,,,,,False,,,,,False,,,,
12890,06:59.812,0,False,,,,,False,,,,,False,,,,,False,,,,
12905,07:00.301,1,False,,,,,False,,,,,True,-14,535,150,720,False,,,,
12920,07:00.789,1,False,,,,,False,,,,,True,4,501,170,683,False,,,,
12935,07:01.278,1,False,,,,,False,,,,,True,55,524,223,709,False,,,,
12950,07:01.766,1,False,,,,,False,,,,,True,73,519,237,702,False,,,,
12965,07:02.255,1,False,,,,,False,,,,,True,84,524,248,706,False,,,,
12980,07:02.743,1,False,,,,,False,,,,,True,112,526,273,707,False,,,,
12995,07:03.232,1,False,,,,,False,,,,,True,120,540,281,719,False,,,,
13010,07:03.720,1,False,,,,,False,,,,,True,137,456,296,636,False,,,,
13025,07:04.209,1,False,,,,,False,,,,,True,298,495,442,668,False,,,,
13040,07:04.697,1,False,,,,,False,,,,,True,357,533,498,710,False,,,,
13055,07:05.186,1,False,,,,,False,,,,,True,330,565,475,736,False,,,,
13070,07:05.674,1,False,,,,,False,,,,,True,151,592,310,769,False,,,,
13085,07:06.163,1,False,,,,,False,,,,,True,153,599,312,773,False,,,,
13100,07:06.652,0,False,,,,,False,,,,,False,,,,,False,,,,
13115,07:07.140,0,False,,,,,False,,,,,False,,,,,False,,,,
13130,07:07.629,1,False,,,,,False,,,,,True,814,694,929,843,False,,,,
13145,07:08.117,1,False,,,,,False,,,,,True,1083,635,1191,782,False,,,,
13160,07:08.606,2,True,484,633,676,895,False,,,,,True,1593,619,1710,771,False,,,,
13175,07:09.094,1,False,,,,,False,,,,,True,1162,624,1266,768,False,,,,
13190,07:09.583,1,False,,,,,False,,,,,True,1103,651,1207,794,False,,,,
13205,07:10.071,1,False,,,,,False,,,,,True,1069,633,1174,781,False,,,,
13220,07:10.560,1,False,,,,,False,,,,,True,1044,620,1148,764,False,,,,
13235,07:11.048,1,False,,,,,False,,,,,True,1058,607,1163,750,False,,,,
13250,07:11.537,1,False,,,,,False,,,,,True,1084,600,1188,748,False,,,,
13265,07:12.025,1,False,,,,,False,,,,,True,1070,599,1174,751,False,,,,
13280,07:12.514,1,False,,,,,False,,,,,True,1063,604,1168,757,False,,,,
13295,07:13.002,1,False,,,,,False,,,,,True,1057,608,1161,752,False,,,,
13310,07:13.491,1,False,,,,,False,,,,,True,1054,618,1158,770,False,,,,
13325,07:13.980,1,False,,,,,False,,,,,True,1061,622,1166,773,False,,,,
13340,07:14.468,1,False,,,,,False,,,,,True,1064,624,1170,773,False,,,,
13355,07:14.957,1,False,,,,,False,,,,,True,1049,621,1153,764,False,,,,
13370,07:15.445,1,False,,,,,False,,,,,True,1046,625,1152,772,False,,,,
13385,07:15.934,1,False,,,,,False,,,,,True,1045,629,1151,776,False,,,,
13400,07:16.422,1,False,,,,,False,,,,,True,1046,630,1151,775,False,,,,
13415,07:16.911,1,False,,,,,False,,,,,True,1052,635,1155,779,False,,,,
13430,07:17.399,1,False,,,,,False,,,,,True,1050,635,1153,779,False,,,,
13445,07:17.888,1,False,,,,,False,,,,,True,1046,635,1151,782,False,,,,
13460,07:18.376,1,False,,,,,False,,,,,True,1040,625,1145,771,False,,,,
13475,07:18.865,1,False,,,,,False,,,,,True,1047,635,1149,779,False,,,,
13490,07:19.353,1,False,,,,,False,,,,,True,1057,640,1159,787,False,,,,
13505,07:19.842,1,False,,,,,False,,,,,True,1055,647,1157,793,False,,,,
13520,07:20.330,1,False,,,,,False,,,,,True,1047,652,1151,795,False,,,,
13535,07:20.819,1,False,,,,,False,,,,,True,1044,650,1150,797,False,,,,
13550,07:21.307,1,False,,,,,False,,,,,True,1043,661,1146,806,False,,,,
13565,07:21.796,1,False,,,,,False,,,,,True,1041,665,1144,806,False,,,,
13580,07:22.285,1,False,,,,,False,,,,,True,1043,672,1148,819,False,,,,
13595,07:22.773,1,False,,,,,False,,,,,True,1039,668,1143,820,False,,,,
13610,07:23.262,1,False,,,,,False,,,,,True,1044,668,1147,816,False,,,,
13625,07:23.750,1,False,,,,,False,,,,,True,1046,665,1150,812,False,,,,
13640,07:24.239,2,True,427,594,618,862,False,,,,,True,1544,661,1652,808,False,,,,
13655,07:24.727,2,True,822,602,986,848,False,,,,,True,1924,623,2056,784,False,,,,
13670,07:25.216,2,True,808,673,975,920,False,,,,,True,1911,683,2041,843,False,,,,
13685,07:25.704,2,True,752,517,923,757,False,,,,,True,1873,477,2007,641,False,,,,
13700,07:26.193,2,True,897,663,1058,899,False,,,,,True,2000,760,2140,922,False,,,,
13715,07:26.681,2,True,963,429,1126,679,False,,,,,True,2138,417,2297,596,False,,,,
13730,07:27.170,2,True,899,531,1064,768,False,,,,,True,2024,576,2169,744,False,,,,
13745,07:27.658,2,True,891,527,1058,776,False,,,,,True,2010,588,2155,757,False,,,,
13760,07:28.147,1,False,,,,,False,,,,,True,890,673,999,819,False,,,,
13775,07:28.635,0,False,,,,,False,,,,,False,,,,,False,,,,
13790,07:29.124,0,False,,,,,False,,,,,False,,,,,False,,,,
13805,07:29.613,0,False,,,,,False,,,,,False,,,,,False,,,,
13820,07:30.101,1,False,,,,,False,,,,,True,-43,614,105,794,False,,,,
